"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Zack Greinke",12700,"ARI@MIA 07:10PM ET",21.838,"ARI","MIA",23.86,21.6,16.875,NA,30.15
"SP","Corey Kluber",11100,"OAK@CLE 12:10PM ET",18.4,"CLE","OAK",26.06,21.8,26.0765,NA,35.7
"SP","Marco Estrada",9600,"NYY@TOR 07:07PM ET",21.118,"TOR","NYY",20.4,16.1,16.747,NA,-4.35
"SP","Brandon McCarthy",9000,"LAD@STL 01:45PM ET",16.394,"LAD","STL",19,16,13.291,NA,12.2
"SP","Eduardo Rodriguez",8900,"BOS@BAL 07:05PM ET",18.61,"BOS","BAL",20.22,17.5,15.022,NA,5.95
"SP","Adam Wainwright",8400,"LAD@STL 01:45PM ET",12.459,"STL","LAD",16.84,14.4,14.594,NA,25.9
"SP","Zack Wheeler",8300,"MIL@NYM 01:10PM ET",13.08,"NYM","MIL",17.3,16.3,18.83,NA,15.65
"SP","Chase Anderson",7600,"MIL@NYM 01:10PM ET",14.905,"MIL","NYM",16.43,11.9,11.06,NA,31.35
"SP","Kyle Freeland",7300,"COL@SEA 03:40PM ET",12.855,"COL","SEA",17.34,13.4,9.955,NA,12.9
"SP","CC Sabathia",7200,"NYY@TOR 07:07PM ET",13.445,"NYY","TOR",14.14,12.8,12.655,NA,27.25
"SP","Alex Meyer",6900,"MIN@LAA 10:07PM ET",12.5,"LAA","MIN",14.72,16.6,17.345,NA,15.3
"SP","Adalberto Mejia",6600,"MIN@LAA 10:07PM ET",9.4,"MIN","LAA",14.32,13.7,11.081,NA,17.3
"SP","Wade Miley",6500,"BOS@BAL 07:05PM ET",14.155,"BAL","BOS",13.19,10.4,14.463,NA,20.15
"SP","Jharel Cotton",6300,"OAK@CLE 12:10PM ET",12.156,"OAK","CLE",12.89,10.3,12.796,NA,13.95
"SP","Yovani Gallardo",5900,"COL@SEA 03:40PM ET",9.02,"SEA","COL",12.13,10.9,13.396,NA,-4.65
"SP","Jeff Locke",4700,"ARI@MIA 07:10PM ET",0,"MIA","ARI",8.64,11,13.42,NA,22.95
