"Place_lo","Place_hi","Payout"
"1","1","200"
"2","2","100"
"3","3","50"
"4","4","30"
"5","6","20"
"7","8","15"
"9","12","10"
"13","18","8"
"19","28","6"
"29","43","5"
"44","68","4"
"69","108","3"
"109","163","2.5"
"164","274","2"
"275","439","1.5"
