"Place_lo","Place_hi","Payout"
"1","1","30000"
"2","2","15000"
"3","3","10000"
"4","4","7000"
"5","5","5000"
"6","8","3000"
"9","15","2000"
"16","25","1500"
"26","43","1000"
"44","73","800"
"74","113","700"
