"George Springer_HOU","Aaron Judge_NYY","Jose Altuve_HOU","Carlos Correa_HOU","Michael Conforto_NYM","Neil Walker_NYM","Jay Bruce_NYM","Freddie Freeman_ATL","Ender Inciarte_ATL","Brett Gardner_NYY","Manny Machado_BAL","Gary Sanchez_NYY","Marwin Gonzalez_HOU","Chris Davis_BAL","Aaron Hicks_NYY","Starlin Castro_NYY","Mike Trout_LAA","Lucas Duda_NYM","Yoenis Cespedes_NYM","Matt Holliday_NYY","Carlos Beltran_HOU","Dexter Fowler_STL","Matt Carpenter_STL","Mark Trumbo_BAL","Jonathan Schoop_BAL","Tommy Pham_STL","Adam Jones_BAL","Matt Adams_ATL","Odubel Herrera_PHI","Didi Gregorius_NYY","Matt Kemp_ATL","Stephen Piscotty_STL","Jedd Gyorko_STL","Kole Calhoun_LAA","Albert Pujols_LAA","Evan Gattis_HOU","Yuli Gurriel_HOU","Randal Grichuk_STL","Seth Smith_BAL","Josh Reddick_HOU","David Wright_NYM","Chris Carter_NYY","Andrelton Simmons_LAA","Adonis Garcia_ATL","Freddy Galvis_PHI","Aaron Altherr_PHI","Cesar Hernandez_PHI","Aledmys Diaz_STL","Jacoby Ellsbury_NYY","Welington Castillo_BAL","Cameron Maybin_LAA","Brandon Phillips_ATL","Nick Markakis_ATL","Tyler Flowers_ATL","Wilmer Flores_NYM","Yadier Molina_STL","Tommy Joseph_PHI","Brian McCann_HOU","Howie Kendrick_PHI","Yunel Escobar_LAA","CJ Cron_LAA","Alex Bregman_HOU","Asdrubal Cabrera_NYM","Dansby Swanson_ATL","Greg Bird_NYY","Joey Rickard_BAL","Trey Mancini_BAL","Jefry Marte_LAA","Curtis Granderson_NYM","Jose Martinez_STL","Maikel Franco_PHI","Craig Gentry_BAL","Hyun Soo Kim_BAL","Derek Fisher_HOU","Travis d'Arnaud_NYM","Jace Peterson_ATL","Magneuris Sierra_STL","Paul DeJong_STL","Rob Refsnyder_NYY","Jose Reyes_NYM","Daniel Nava_PHI","Andrew Knapp_PHI","Rhys Hoskins_PHI","Juan Lagares_NYM","Danny Santana_ATL","TJ Rivera_NYM","Jhonny Peralta_STL","Kolten Wong_STL","Greg Garcia_STL","Harrison Bader_STL","Chase Headley_NYY","Luis Valbuena_LAA","Norichika Aoki_HOU","Ben Revere_LAA","Danny Espinosa_LAA","Jake Marisnick_HOU","Brandon Nimmo_NYM","Michael Saunders_PHI","Kurt Suzuki_ATL","Micah Johnson_ATL","Rio Ruiz_ATL","Gleyber Torres_NYY","Gavin Cecchini_NYM","Brock Stassi_PHI","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Luis Sardinas_BAL","Martin Maldonado_LAA","Nolan Fontana_LAA","Matt Reynolds_NYM","Kevin Plawecki_NYM","Carson Kelly_STL","Caleb Joseph_BAL","Ronald Torreyes_NYY","Eric Young_LAA","Andres Blanco_PHI","Eric Fryer_STL","Cameron Rupp_PHI","Austin Romine_NYY","Shane Robinson_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Rene Rivera_NYM","JJ Hardy_BAL","Ruben Tejada_BAL","Kyle Higashioka_NYY","Chad Huffman_STL","Ty Kelly_PHI","Juan Centeno_HOU","Tony Kemp_HOU","Anthony Recker_ATL","Cliff Pennington_LAA","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
76.8141176470588,0,-0.732941176470588,24.3848484848485,0,0,0,0,0,0,0,0,18.747311827957,0,0,0,0,0,0,0,3.69337979094077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1057471264368,0,0,0,-4.13461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.66137566137566,0,0,0,8.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4795698924731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,88.9694570135747,0,0,0,0,0,0,0,26.392177589852,0,18.3846153846154,0,0,0.877840909090909,21.315987933635,0,0,0,19.3497584541063,0,0,0,0,0,0,0,0,0,-10.9727822580645,0,0,0,0,0,0,0,0,0,0,0,1.70344827586207,0,0,0,0,0,0,-0.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4621212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.732941176470588,0,64.976430976431,-8.58290816326531,0,0,0,0,0,0,0,0,-0.633522727272727,0,0,0,0,0,0,0,10.3015151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93548387096774,0,0,0,-8.53276955602537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.4516129032258,0,0,0,10.9978741496599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.3848484848485,0,-8.58290816326531,59.0901960784314,0,0,0,0,0,0,0,0,20.7623971332976,0,0,0,0,0,0,0,15.219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6942528735632,0,0,0,18.2585365853659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.8709677419355,0,0,0,9.19343434343434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602150537634409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,105.301218161683,3.8306342780027,-5.70731707317073,0,0,0,0,0,0,0,0,0,0,0.584615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41578947368421,0,0,0,0,0,0,0,0.486153846153846,0,0,0,0,0,-7.98723723723724,0,0,0,0,0,0,0,0,0,0,11.144385026738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.8306342780027,62.0150829562594,-9.86011904761905,0,0,0,0,0,0,0,0,0,0,23.6483870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3498023715415,0,0,0,0,0,0,0,6.70766488413547,0,0,0,0,0,-0.564754856614246,0,0,0,0,0,0,0,0,0,0,12.5774390243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-5.70731707317073,-9.86011904761905,91.4862119013062,0,0,0,0,0,0,0,0,0,0,-13.8951612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37166666666667,0,0,0,0,0,0,0,6.58888888888889,0,0,0,0,0,-0.379740980573543,0,0,0,0,0,0,0,0,0,0,-7.50871080139373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100.139495798319,6.03949579831933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4366666666667,0,0,0,0,0,0,0,0,0,0,0,0,6.87956989247312,0,0,0,0,0,0,0,-11.0135467980296,-1.10168067226891,4.62105263157895,0,0,0,0,0,0,0,0,0,24.1016042780749,0,0,0,0,0,0,0,0,0,0,0,-0.792397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6.03949579831933,64.7425324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28695652173913,0,0,0,0,0,0,0,0,0,0,0,0,-9.24453781512605,0,0,0,0,0,0,0,1.66262626262626,7.46397306397306,12.8787878787879,0,0,0,0,0,0,0,0,0,5.14985486211901,0,0,0,0,0,0,0,0,0,0,0,-3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26.392177589852,0,0,0,0,0,0,0,81.5920444033302,0,22.0512820512821,0,0,26.2224873111531,10.6908212560386,0,0,0,24.3371951219512,0,0,0,0,0,0,0,0,0,9.31264367816092,0,0,0,0,0,0,0,0,0,0,0,2.05538461538462,0,0,0,0,0,0,-10.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3525641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.62333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
