Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,11056,Antonio Brown,WR,4,PIT,TB,0,0,0,0,0,9,106,1,28.60
2,11270,Dez Bryant,WR,4,DAL,NO,0,0,0,0,0,8,100,1,27
3,13291,Julio Jones,WR,4,ATL,MIN,0,0,0,0,0,7,108,1,26.80
4,13723,Nick Foles,QB,4,PHI,SF,358,2,0,10,0,0,0,0,26.32
5,14008,Andrew Luck,QB,4,IND,TEN,327,2,0,20,0,0,0,0,26.08
6,8914,Jeremy Maclin,WR,4,PHI,SF,0,0,0,0,0,6,104,1,25.40
7,8355,Julian Edelman,WR,4,NE,KC,0,0,0,1,0,9,88,1,23.90
8,7242,Drew Brees,QB,4,NO,DAL,313,2,0,3,0,0,0,0,23.82
9,8244,Philip Rivers,QB,4,SD,JAX,300,2,0,4,0,0,0,0,23.40
10,2699,Matt Forte,RB,4,CHI,GB,0,0,0,77,1,5,42,0,22.90
11,13443,Colin Kaepernick,QB,4,SF,PHI,289,2,0,31,0,0,0,0,22.66
12,8972,Jay Cutler,QB,4,CHI,GB,300,2,1,5,0,0,0,0,22.50
13,14187,Alshon Jeffery,WR,4,CHI,GB,0,0,0,0,0,7,90,1,22
14,3519,Vincent Jackson,WR,4,TB,PIT,0,0,0,0,0,7,87,1,21.70
15,4556,Jordy Nelson,WR,4,GB,CHI,0,0,0,0,0,6,93,1,21.30
16,6029,Calvin Johnson,WR,4,DET,NYJ,0,0,0,0,0,6,85,1,20.50
17,9331,Michael Crabtree,WR,4,SF,PHI,0,0,0,0,0,7,75,1,20.50
18,11488,Jimmy Graham,TE,4,NO,DAL,0,0,0,0,0,7,75,1,20.50
19,14252,Kirk Cousins,QB,4,WAS,NYG,297,2,0,6,0,0,0,0,20.48
20,15150,Cordarrelle Patterson,WR,4,MIN,ATL,0,0,0,11,0,6,72,1,20.30
21,2593,Aaron Rodgers,QB,4,GB,CHI,291,2,0,6,0,0,0,0,20.24
22,3807,Ben Roethlisberger,QB,4,PIT,TB,297,2,0,3,0,0,0,0,20.18
23,12246,Victor Cruz,WR,4,NYG,WAS,0,0,0,0,0,6,81,1,20.10
24,13227,Randall Cobb,WR,4,GB,CHI,0,0,0,1,0,6,80,1,20.10
25,16550,Kelvin Benjamin,WR,4,CAR,BAL,0,0,0,0,0,7,101,0,20.10
26,7969,Jamaal Charles,RB,4,KC,NE,0,0,0,69,1,4,31,0,20
27,8604,Donald Brown,RB,4,SD,JAX,0,0,0,83,1,3,24,0,19.70
28,4358,Steve Smith,WR,4,BAL,CAR,0,0,0,0,0,5,85,1,19.50
29,4314,Tom Brady,QB,4,NE,KC,283,2,0,0,0,0,0,0,19.32
30,13791,Lamar Miller,RB,4,MIA,OAK,0,0,0,84,1,3,19,0,19.30
31,732,Matt Ryan,QB,4,ATL,MIN,272,2,0,4,0,0,0,0,19.28
32,15076,Keenan Allen,WR,4,SD,JAX,0,0,0,0,0,6,72,1,19.20
33,11932,LeSean McCoy,RB,4,PHI,SF,0,0,0,67,1,3,32,0,18.90
34,14242,Rueben Randle,WR,4,NYG,WAS,0,0,0,0,0,6,69,1,18.90
35,8649,Rashad Jennings,RB,4,NYG,WAS,0,0,0,72,1,3,26,0,18.80
36,13124,DeMarco Murray,RB,4,DAL,NO,0,0,0,102,0,3,25,0,18.70
37,14986,DeAndre Hopkins,WR,4,HOU,BUF,0,0,0,0,0,6,67,1,18.70
38,9038,Matthew Stafford,QB,4,DET,NYJ,281,2,1,3,0,0,0,0,18.54
39,7389,Eddie Royal,WR,4,SD,JAX,0,0,0,0,0,6,62,1,18.20
40,4932,Eli Manning,QB,4,NYG,WAS,270,2,1,3,0,0,0,0,18.10
41,1658,Greg Olsen,TE,4,CAR,BAL,0,0,0,0,0,6,60,1,18
42,14385,Doug Martin,RB,4,TB,PIT,0,0,0,66,1,3,22,0,17.80
43,6767,Pierre Garcon,WR,4,WAS,NYG,0,0,0,0,0,8,98,0,17.80
44,12794,Jeremy Kerley,WR,4,NYJ,DET,0,0,0,0,0,5,67,1,17.70
45,8529,Mike Wallace,WR,4,MIA,OAK,0,0,0,0,0,5,66,1,17.60
46,13320,Cam Newton,QB,4,CAR,BAL,277,1,0,23,0,0,0,0,17.38
47,10974,Rob Gronkowski,TE,4,NE,KC,0,0,0,0,0,5,63,1,17.30
48,3943,DeSean Jackson,WR,4,WAS,NYG,0,0,0,0,0,5,62,1,17.20
49,14967,Le'Veon Bell,RB,4,PIT,TB,0,0,0,94,0,4,36,0,17
50,3867,Tony Romo,QB,4,DAL,NO,235,2,1,3,0,0,0,0,16.70
51,13170,Niles Paul,TE,4,WAS,NYG,0,0,0,0,0,5,57,1,16.70
52,14005,TY Hilton,WR,4,IND,TEN,0,0,0,0,0,5,55,1,16.50
53,2220,Ahmad Bradshaw,RB,4,IND,TEN,0,0,0,49,0,3,25,1,16.40
54,15138,Eddie Lacy,RB,4,GB,CHI,0,0,0,69,1,2,14,0,16.30
55,14973,Markus Wheaton,WR,4,PIT,TB,0,0,0,0,0,4,61,1,16.10
56,1181,Martellus Bennett,TE,4,CHI,GB,0,0,0,0,0,5,51,1,16.10
57,14868,EJ Manuel,QB,4,BUF,HOU,272,1,1,15,0,0,0,0,15.38
58,14269,Alfred Morris,RB,4,WAS,NYG,0,0,0,89,1,0,1,0,15
59,11712,Anquan Boldin,WR,4,SF,PHI,0,0,0,0,0,4,48,1,14.80
60,12774,Stevan Ridley,RB,4,NE,KC,0,0,0,71,1,1,4,0,14.50
