Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,2699,Matt Forte,RB,6,CHI,ATL,0,0,0,88,1,5,42,1,30
2,13291,Julio Jones,WR,6,ATL,CHI,0,0,0,0,0,8,109,1,27.90
3,11611,Golden Tate,WR,6,DET,MIN,0,0,0,0,0,7,102,1,26.20
4,12386,Marshawn Lynch,RB,6,SEA,DAL,0,0,0,102,1,3,21,0,24.30
5,7328,Peyton Manning,QB,6,DEN,NYJ,334,2,0,-1,0,0,0,0,24.26
6,732,Matt Ryan,QB,6,ATL,CHI,329,2,1,5,0,0,0,0,23.66
7,4556,Jordy Nelson,WR,6,GB,MIA,0,0,0,0,0,8,94,1,23.40
8,11056,Antonio Brown,WR,6,PIT,CLE,0,0,0,1,0,7,96,1,22.70
9,11063,Emmanuel Sanders,WR,6,DEN,NYJ,0,0,0,0,0,7,94,1,22.40
10,11792,Arian Foster,RB,6,HOU,IND,0,0,0,82,1,5,31,0,22.30
11,14967,Le'Veon Bell,RB,6,PIT,CLE,0,0,0,92,0,4,29,1,22.10
12,11197,Demaryius Thomas,WR,6,DEN,NYJ,0,0,0,0,0,6,99,1,21.90
13,13124,DeMarco Murray,RB,6,DAL,SEA,0,0,0,72,1,5,44,0,21.60
14,14916,Giovani Bernard,RB,6,CIN,CAR,0,0,0,71,1,5,34,0,21.50
15,11932,LeSean McCoy,RB,6,PHI,NYG,0,0,0,67,0,5,32,1,20.90
16,8355,Julian Edelman,WR,6,NE,BUF,0,0,0,0,0,7,79,1,20.90
17,12323,Joique Bell,RB,6,DET,MIN,0,0,0,57,1,2,11,1,20.80
18,14008,Andrew Luck,QB,6,IND,HOU,290,2,1,21,0,0,0,0,20.70
19,13878,Mohamed Sanu,WR,6,CIN,CAR,0,0,0,0,0,6,84,1,20.40
20,14005,TY Hilton,WR,6,IND,HOU,0,0,0,0,0,6,82,1,20.20
21,11270,Dez Bryant,WR,6,DAL,SEA,0,0,0,0,0,7,72,1,20.20
22,14187,Alshon Jeffery,WR,6,CHI,ATL,0,0,0,3,0,6,78,1,20.10
23,2593,Aaron Rodgers,QB,6,GB,MIA,267,2,0,14,0,0,0,0,20.08
24,15224,Andre Ellington,RB,6,ARI,WAS,0,0,0,70,1,4,30,0,20
25,4358,Steve Smith,WR,6,BAL,TB,0,0,0,0,0,6,77,1,19.70
26,9079,Percy Harvin,WR,6,SEA,DAL,0,0,0,20,0,6,55,1,19.50
27,8914,Jeremy Maclin,WR,6,PHI,NYG,0,0,0,0,0,5,84,1,19.40
28,13957,Kendall Wright,WR,6,TEN,JAX,0,0,0,10,0,6,63,1,19.30
29,10974,Rob Gronkowski,TE,6,NE,BUF,0,0,0,0,0,6,73,1,19.30
30,1181,Martellus Bennett,TE,6,CHI,ATL,0,0,0,0,0,6,73,1,19.30
31,14252,Kirk Cousins,QB,6,WAS,ARI,312,1,1,7,0,0,0,0,19.18
32,8529,Mike Wallace,WR,6,MIA,GB,0,0,0,2,0,6,69,1,19.10
33,204,Roddy White,WR,6,ATL,CHI,0,0,0,0,0,5,78,1,18.80
34,6302,James Jones,WR,6,OAK,SD,0,0,0,0,0,6,68,1,18.80
35,15076,Keenan Allen,WR,6,SD,OAK,0,0,0,0,0,6,68,1,18.80
36,6767,Pierre Garcon,WR,6,WAS,ARI,0,0,0,0,0,6,66,1,18.60
37,16003,Sammy Watkins,WR,6,BUF,NE,0,0,0,0,0,6,66,1,18.60
38,12830,Torrey Smith,WR,6,BAL,TB,0,0,0,0,0,5,75,1,18.50
39,15138,Eddie Lacy,RB,6,GB,MIA,0,0,0,77,1,3,17,0,18.40
40,13027,Julius Thomas,TE,6,DEN,NYJ,0,0,0,0,0,6,64,1,18.40
41,5002,Reggie Wayne,WR,6,IND,HOU,0,0,0,0,0,6,63,1,18.30
42,3943,DeSean Jackson,WR,6,WAS,ARI,0,0,0,0,0,5,72,1,18.20
