Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,4556,Jordy Nelson,WR,3,GB,DET,0,0,0,0,0,8,122,1,29.20
2,6029,Calvin Johnson,WR,3,DET,GB,0,0,0,0,0,6,126,1,27.60
3,11667,Brandon Marshall,WR,3,CHI,NYJ,0,0,0,0,0,6,116,1,26.60
4,2593,Aaron Rodgers,QB,3,GB,DET,356,2,0,5,0,0,0,0,25.74
5,14008,Andrew Luck,QB,3,IND,JAX,322,2,1,20,0,0,0,0,24.88
6,9038,Matthew Stafford,QB,3,DET,GB,355,2,1,4,0,0,0,0,24.60
7,13124,DeMarco Murray,RB,3,DAL,LA,0,0,0,100,1,3,23,0,24.30
8,8972,Jay Cutler,QB,3,CHI,NYJ,318,2,0,4,0,0,0,0,24.12
9,13723,Nick Foles,QB,3,PHI,WAS,311,2,1,10,0,0,0,0,23.44
10,7242,Drew Brees,QB,3,NO,MIN,328,2,1,3,0,0,0,0,23.42
11,11488,Jimmy Graham,TE,3,NO,MIN,0,0,0,0,0,8,92,1,23.20
12,4314,Tom Brady,QB,3,NE,OAK,301,2,0,0,0,0,0,0,23.04
13,16003,Sammy Watkins,WR,3,BUF,SD,0,0,0,0,0,7,99,1,22.90
14,11270,Dez Bryant,WR,3,DAL,LA,0,0,0,0,0,8,87,1,22.70
15,8355,Julian Edelman,WR,3,NE,OAK,0,0,0,1,0,7,87,1,21.80
16,4358,Steve Smith,WR,3,BAL,CLE,0,0,0,0,0,7,88,1,21.80
17,13291,Julio Jones,WR,3,ATL,TB,0,0,0,0,0,6,96,1,21.60
18,13227,Randall Cobb,WR,3,GB,DET,0,0,0,1,0,6,94,1,21.50
19,11932,LeSean McCoy,RB,3,PHI,WAS,0,0,0,90,1,3,33,0,21.30
20,6302,James Jones,WR,3,OAK,NE,0,0,0,0,0,7,82,1,21.20
21,14916,Giovani Bernard,RB,3,CIN,TEN,0,0,0,69,0,4,39,1,20.80
22,11056,Antonio Brown,WR,3,PIT,CAR,0,0,0,0,0,6,85,1,20.50
23,11197,Demaryius Thomas,WR,3,DEN,SEA,0,0,0,0,0,6,83,1,20.30
