Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,11056,Antonio Brown,WR,9,PIT,BAL,0,0,0,0,0,8,103,1,27.30
2,11792,Arian Foster,RB,9,HOU,PHI,0,0,0,103,1,4,29,0,26.20
3,13124,DeMarco Murray,RB,9,DAL,ARI,0,0,0,102,1,4,23,0,25.50
4,8914,Jeremy Maclin,WR,9,PHI,HOU,0,0,0,0,0,6,104,1,25.40
5,14008,Andrew Luck,QB,9,IND,NYG,301,2,1,23,0,0,0,0,24.34
6,7328,Peyton Manning,QB,9,DEN,NE,298,3,0,0,0,0,0,0,23.92
7,4314,Tom Brady,QB,9,NE,DEN,316,2,0,0,0,0,0,0,23.64
8,14005,TY Hilton,WR,9,IND,NYG,0,0,0,0,0,7,98,1,22.80
9,11197,Demaryius Thomas,WR,9,DEN,NE,0,0,0,0,0,6,97,1,21.70
10,7969,Jamaal Charles,RB,9,KC,NYJ,0,0,0,81,1,4,30,0,21.10
11,11932,LeSean McCoy,RB,9,PHI,HOU,0,0,0,83,1,4,26,0,20.90
12,14967,Le'Veon Bell,RB,9,PIT,BAL,0,0,0,76,1,4,33,0,20.90
13,16550,Kelvin Benjamin,WR,9,CAR,NO,0,0,0,0,0,6,87,1,20.70
14,13878,Mohamed Sanu,WR,9,CIN,JAX,0,0,0,9,0,6,78,1,20.70
15,11063,Emmanuel Sanders,WR,9,DEN,NE,0,0,0,2,0,6,84,1,20.60
16,12847,Andrew Hawkins,WR,9,CLE,TB,0,0,0,0,0,6,85,1,20.50
17,2429,Andre Johnson,WR,9,HOU,PHI,0,0,0,0,0,6,85,1,20.50
18,15224,Andre Ellington,RB,9,ARI,DAL,0,0,0,76,1,4,26,0,20.20
19,14046,Ronnie Hillman,RB,9,DEN,NE,0,0,0,95,1,3,15,0,20
20,11270,Dez Bryant,WR,9,DAL,ARI,0,0,0,0,0,6,80,1,20
21,10974,Rob Gronkowski,TE,9,NE,DEN,0,0,0,0,0,6,79,1,19.90
22,4358,Steve Smith,WR,9,BAL,PIT,0,0,0,0,0,5,88,1,19.80
23,16263,Allen Robinson,WR,9,JAX,CIN,0,0,0,0,0,7,68,1,19.80
24,14986,DeAndre Hopkins,WR,9,HOU,PHI,0,0,0,0,0,5,86,1,19.60
25,12386,Marshawn Lynch,RB,9,SEA,OAK,0,0,0,82,1,3,19,0,19.10
26,16112,Jeremy Hill,RB,9,CIN,JAX,0,0,0,72,1,4,19,0,19.10
27,13027,Julius Thomas,TE,9,DEN,NE,0,0,0,0,0,6,71,1,19.10
28,7242,Drew Brees,QB,9,NO,CAR,296,2,1,2,0,0,0,0,19.04
29,15100,Jordan Reed,TE,9,WAS,MIN,0,0,0,0,0,6,70,1,19
30,16568,Brandin Cooks,WR,9,NO,CAR,0,0,0,8,0,6,61,1,18.90
