"P","P","C","1B","2B","3B","SS","OF","OF","OF"
"Jacob deGrom","Jason Hammel","Tucker Barnhart","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Trevor Story","Melky Cabrera","Giancarlo Stanton","Gerardo Parra"
"Max Scherzer","Jason Hammel","Tony Wolters","Jose Abreu","Jonathan Schoop","Manny Machado","Trevor Story","Mark Trumbo","Seth Smith","Adam Jones"
"Jacob deGrom","Jason Hammel","Tucker Barnhart","Paul Goldschmidt","Alen Hanson","Jake Lamb","Chris Owings","AJ Pollock","Melky Cabrera","David Peralta"
"Jacob deGrom","Jason Hammel","Tucker Barnhart","Jose Abreu","Rougned Odor","Adrian Beltre","Trevor Story","Shin-Soo Choo","Carlos Gomez","Nomar Mazara"
"Max Scherzer","Matt Moore","Christian Vazquez","Mark Reynolds","DJ LeMahieu","Nolan Arenado","Trevor Story","Gerardo Parra","David Peralta","Adam Jones"
"Jacob deGrom","Drew Pomeranz","Tucker Barnhart","Trey Mancini","Jonathan Schoop","Manny Machado","Trevor Story","Mark Trumbo","David Peralta","Adam Jones"
"Max Scherzer","Jason Hammel","Tony Wolters","Mark Reynolds","Alen Hanson","Manny Machado","Trevor Story","Melky Cabrera","Raimel Tapia","Gerardo Parra"
"Jacob deGrom","Jason Hammel","Tucker Barnhart","Edwin Encarnacion","Jose Ramirez","Nolan Arenado","Francisco Lindor","Giancarlo Stanton","Michael Brantley","Lonnie Chisenhall"
"Max Scherzer","Jason Hammel","Tony Wolters","Edwin Encarnacion","Jose Ramirez","Todd Frazier","Trevor Story","Michael Brantley","Lonnie Chisenhall","Abraham Almonte"
"Max Scherzer","Jason Hammel","Tony Wolters","Paul Goldschmidt","Brandon Drury","Jake Lamb","Chris Owings","Giancarlo Stanton","David Peralta","Billy Hamilton"
"Jacob deGrom","Jason Hammel","Tony Wolters","Justin Bour","Dee Gordon","Nolan Arenado","Trevor Story","Giancarlo Stanton","Marcell Ozuna","Christian Yelich"
"Max Scherzer","Jason Hammel","Tucker Barnhart","Jose Abreu","Brian Dozier","Miguel Sano","Trevor Story","Max Kepler","Robbie Grossman","Byron Buxton"
"Max Scherzer","Sean Manaea","Christian Vazquez","Trey Mancini","Jonathan Schoop","Manny Machado","Francisco Lindor","Giancarlo Stanton","Mark Trumbo","Adam Jones"
"Jacob deGrom","Sean Manaea","Christian Vazquez","Mark Reynolds","Alen Hanson","Nolan Arenado","Trevor Story","Raimel Tapia","Gerardo Parra","Michael Brantley"
"Jacob deGrom","Drew Pomeranz","Tucker Barnhart","TJ Rivera","Asdrubal Cabrera","Nolan Arenado","Trevor Story","Curtis Granderson","Jay Bruce","Yoenis Cespedes"
"Max Scherzer","Jason Hammel","Jeff Mathis","Jose Abreu","Brandon Drury","Jake Lamb","Chris Owings","Melky Cabrera","Gregor Blanco","Jay Bruce"
"Max Scherzer","Matt Moore","Christian Vazquez","Edwin Encarnacion","Jose Ramirez","Manny Machado","Francisco Lindor","David Peralta","Michael Brantley","Lonnie Chisenhall"
