"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"P","Jose De Leon",7200,"NYY@TB 01:10PM ET",8.713,"TB",NA,NA,NA,NA,NA
"1B","Anthony Rizzo",4900,"ChC@StL 08:35PM ET",9.237,"ChC",NA,9.3,NA,NA,3
"3B/OF","Kris Bryant",4800,"ChC@StL 08:35PM ET",9.953,"ChC",NA,7.7,NA,NA,0
"1B","Paul Goldschmidt",4600,"SF@Ari 04:10PM ET",9.88,"Ari",NA,9.6,NA,NA,8
"C","Gary Sanchez",4500,"NYY@TB 01:10PM ET",10.434,"NYY",NA,8.5,NA,NA,0
"1B/C","Buster Posey",4400,"SF@Ari 04:10PM ET",7.605,"SF",NA,8.1,NA,NA,2
"C/OF","Kyle Schwarber",4300,"ChC@StL 08:35PM ET",6.286,"ChC",NA,9.7,NA,NA,10
"OF","Hunter Pence",4300,"SF@Ari 04:10PM ET",7.33,"SF",NA,8,NA,NA,5
"1B","Brandon Belt",4200,"SF@Ari 04:10PM ET",7.714,"SF",NA,9,NA,NA,4
"OF","Dexter Fowler",4100,"ChC@StL 08:35PM ET",8.401,"StL",NA,7.3,NA,NA,7
"3B/SS","Eduardo Nunez",4100,"SF@Ari 04:10PM ET",8.368,"SF",NA,8,NA,NA,25
"1B/3B","Matt Carpenter",4000,"ChC@StL 08:35PM ET",8.55,"StL",NA,6.3,NA,NA,5
"2B/OF","Ben Zobrist",4000,"ChC@StL 08:35PM ET",7.951,"ChC",NA,7.3,NA,NA,4
"3B","Evan Longoria",4000,"NYY@TB 01:10PM ET",8.256,"TB",NA,6.6,NA,NA,21
"OF","Denard Span",4000,"SF@Ari 04:10PM ET",7.134,"SF",NA,8.8,NA,NA,6
"1B","Chris Carter",3900,"NYY@TB 01:10PM ET",7.831,"NYY",NA,0,NA,NA,2
"2B","Joe Panik",3900,"SF@Ari 04:10PM ET",6.886,"SF",NA,6.8,NA,NA,12
"SS","Aledmys Diaz",3800,"ChC@StL 08:35PM ET",8.477,"StL",NA,6.7,NA,NA,18
