"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","ValueWR"
"RB","David Johnson (0000000)","David Johnson",0,9500,"Was@Ari 00:00PM ET","Ari","David","Johnson","Was",27.58,23.3,2,0.181236673773987,0
"RB","Le'Veon Bell (0000000)","Le'Veon Bell",0,9200,"NYG@Pit 00:00PM ET","Pit","Le'Veon","Bell","NYG",26.19,28,2,0.163218390804598,0
"WR","Antonio Brown (0000000)","Antonio Brown",0,9100,"NYG@Pit 00:00PM ET","Pit","Antonio","Brown","NYG",25.86,24.3,1,0.291954022988506,0
"WR","Julio Jones (0000000)","Julio Jones",0,8700,"KC@Atl 00:00PM ET","Atl","Julio","Jones","KC",21.64,21.4,1,0.272727272727273,0
"WR","Mike Evans (0000000)","Mike Evans",0,8600,"TB@SD 00:00PM ET","TB","Mike","Evans","SD",22.09,23.3,1,0.318396226415094,0
"WR","Odell Beckham (0000000)","Odell Beckham",0,8500,"NYG@Pit 00:00PM ET","NYG","Odell","Beckham","Pit",21.49,21,1,0.27122641509434,0
"RB","Ezekiel Elliott (0000000)","Ezekiel Elliott",0,8200,"Dal@Min 00:00PM ET","Dal","Ezekiel","Elliott","Min",19.24,18.9,5,0.0828571428571429,0
"RB","LeSean McCoy (0000000)","LeSean McCoy",0,7800,"Buf@Oak 00:00PM ET","Buf","LeSean","McCoy","Oak",17.9,17.9,4,0.109034267912773,0
"QB","Drew Brees (0000000)","Drew Brees",0,7600,"Det@NO 00:00PM ET","NO","Drew","Brees","Det",28.55,20.8,0,0,0
"WR","T.Y. Hilton (0000000)","T.Y. Hilton",0,7600,"Ind@NYJ 00:00PM ET","Ind","T.Y.","Hilton","NYJ",16.74,18.9,1,0.270334928229665,0
"WR","A.J. Green (0000000)","A.J. Green",0,7500,"Phi@Cin 00:00PM ET","Cin","A.J.","Green","Phi",0,0,1,0.258373205741627,0
"QB","Tom Brady (0000000)","Tom Brady",0,7500,"LA@NE 00:00PM ET","NE","Tom","Brady","LA",26.24,20.5,0,0,0
"QB","Ben Roethlisberger (0000000)","Ben Roethlisberger",0,7400,"NYG@Pit 00:00PM ET","Pit","Ben","Roethlisberger","NYG",26.09,20.2,0,0,0
"WR","Amari Cooper (0000000)","Amari Cooper",0,7300,"Buf@Oak 00:00PM ET","Oak","Amari","Cooper","Buf",18.54,17.1,1,0.247747747747748,0
"QB","Andrew Luck (0000000)","Andrew Luck",0,7300,"Ind@NYJ 00:00PM ET","Ind","Andrew","Luck","NYJ",21.71,19.5,0,0,0
"RB","Melvin Gordon (0000000)","Melvin Gordon",0,7200,"TB@SD 00:00PM ET","SD","Melvin","Gordon","TB",21.13,20.7,5,0.123456790123457,0
"WR","Larry Fitzgerald (0000000)","Larry Fitzgerald",0,7100,"Was@Ari 00:00PM ET","Ari","Larry","Fitzgerald","Was",18.08,18.3,1,0.247334754797441,0
"WR","Jordy Nelson (0000000)","Jordy Nelson",0,7000,"Hou@GB 00:00PM ET","GB","Jordy","Nelson","Hou",18.9,16.9,1,0.238297872340426,0
"QB","Matthew Stafford (0000000)","Matthew Stafford",0,7000,"Det@NO 00:00PM ET","Det","Matthew","Stafford","NO",25.72,20.7,0,0,0
"WR","Dez Bryant (0000000)","Dez Bryant",0,6900,"Dal@Min 00:00PM ET","Dal","Dez","Bryant","Min",16.58,15.2,3,0.191428571428571,0
"WR","Michael Thomas (0000000)","Michael Thomas",0,6900,"Det@NO 00:00PM ET","NO","Michael","Thomas","Det",19.26,14.8,1,0.191304347826087,0
"RB","Jordan Howard (0000000)","Jordan Howard",0,6900,"SF@Chi 00:00PM ET","Chi","Jordan","Howard","SF",17.26,20.4,5,0.0970873786407767,0
"WR","Brandon Marshall (0000000)","Brandon Marshall",0,6900,"Ind@NYJ 00:00PM ET","NYJ","Brandon","Marshall","Ind",15.53,17.6,1,0.272965879265092,0
"QB","Matt Ryan (0000000)","Matt Ryan",0,6800,"KC@Atl 00:00PM ET","Atl","Matt","Ryan","KC",20.69,20.2,0,0,0
"WR","Julian Edelman (0000000)","Julian Edelman",0,6800,"LA@NE 00:00PM ET","NE","Julian","Edelman","LA",15.76,16.5,1,0.263291139240506,0
"RB","Jay Ajayi (0000000)","Jay Ajayi",0,6700,"Mia@Bal 00:00PM ET","Mia","Jay","Ajayi","Bal",14.82,12.2,4,0.072289156626506,0
