"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,761367813,"sjDuarte",0,159.95,"OF Matt Kemp OF Eric Young Jr. P Max Scherzer 2B Daniel Murphy 1B Danny Valencia C Buster Posey P James Paxton 3B Kyle Seager OF Kole Calhoun SS Trea Turner",NA,"Max Scherzer","73.60%",43.75
2,761671669,"kibert79 (48/50)",0,155.95,"OF Matt Kemp OF Eric Young Jr. P Max Scherzer 2B Daniel Murphy 1B Danny Valencia C Matt Wieters 3B Anthony Rendon P James Paxton OF Kole Calhoun SS Trea Turner",NA,"James Paxton","53.92%",26.2
3,761884260,"redskins8888 (1/2)",0,154.95,"OF Nick Markakis OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman C Tyler Flowers P Max Scherzer P James Paxton 3B Kyle Seager 2B Joe Panik SS Trea Turner",NA,"Kyle Seager","44.25%",8
4,761775550,"dethelf (1/4)",0,152.95,"OF Nick Markakis OF Matt Kemp OF Eric Young Jr. C Tyler Flowers P Max Scherzer 2B Daniel Murphy 1B Danny Valencia P James Paxton 3B Kyle Seager SS Trea Turner",NA,"Daniel Murphy","43.21%",7
4,761775576,"dethelf (2/4)",0,152.95,"OF Nick Markakis OF Matt Kemp OF Eric Young Jr. C Tyler Flowers P Max Scherzer 2B Daniel Murphy 1B Danny Valencia P James Paxton 3B Kyle Seager SS Trea Turner",NA,"Matt Kemp","42.95%",17
4,761775598,"dethelf (3/4)",0,152.95,"OF Nick Markakis OF Matt Kemp OF Eric Young Jr. C Tyler Flowers P Max Scherzer 2B Daniel Murphy 1B Danny Valencia P James Paxton 3B Kyle Seager SS Trea Turner",NA,"Jayson Werth","39.74%",0
4,761775625,"dethelf (4/4)",0,152.95,"OF Nick Markakis OF Matt Kemp OF Eric Young Jr. C Tyler Flowers P Max Scherzer 2B Daniel Murphy 1B Danny Valencia P James Paxton 3B Kyle Seager SS Trea Turner",NA,"Trea Turner","34.52%",13
8,761656848,"robzuckerman76 (6/25)",0,152.9,"P Jesse Chávez OF Eric Young Jr. 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy 3B Anthony Rendon OF Michael A. Taylor C Mike Zunino OF Ben Gamel SS Trea Turner",NA,"Albert Pujols","34.26%",3
8,761915924,"therealdward (2/4)",0,152.9,"P Jesse Chávez OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy 3B Anthony Rendon C Tony Wolters SS Trea Turner OF Guillermo Heredia",NA,"Jaime García","31.16%",14.95
10,761451865,"Booper007",0,151.95,"OF Jayson Werth OF Eric Young Jr. 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy P James Paxton 3B Kyle Seager C Mike Zunino OF Kole Calhoun SS Trea Turner",NA,"Ryan Zimmerman","30.78%",18
10,761627515,"uofm4ever (25/50)",0,151.95,"OF Jayson Werth OF Eric Young Jr. 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy P James Paxton 3B Kyle Seager C Mike Zunino OF Kole Calhoun SS Trea Turner",NA,"Ben Gamel","25.25%",7
10,761874889,"LAESCUELA",0,151.95,"OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy C Matt Wieters P James Paxton 3B Kyle Seager OF Kole Calhoun SS Andrelton Simmons",NA,"Tyler Flowers","24.36%",3
10,761905558,"clemmy82",0,151.95,"OF Jayson Werth OF Matt Kemp OF Eric Young Jr. C Martín Maldonado 1B Ryan Zimmerman P Max Scherzer 2B Danny Espinosa 3B Anthony Rendon P James Paxton SS Trea Turner",NA,"Jean Segura","23.97%",5
14,761748344,"ahouston1975",0,151.9,"P Jesse Chávez OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy C Matt Wieters 3B Anthony Rendon OF Kole Calhoun SS Trea Turner",NA,"Ender Inciarte","23.55%",3
15,761911041,"stoptheshow",0,151.7,"OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman P Jaime García P Max Scherzer 2B Daniel Murphy 3B Kyle Seager C Mike Zunino SS Andrelton Simmons OF Ben Gamel",NA,"Charlie Blackmon","22.95%",3
16,761468894,"bjacobyanson (23/24)",0,150.95,"OF Jayson Werth OF Matt Kemp OF Eric Young Jr. P Max Scherzer 2B Daniel Murphy 1B Danny Valencia C Matt Wieters P James Paxton 3B Kyle Seager SS Trea Turner",NA,"Robinson Canó","21.85%",0
16,761630407,"mrnastytime91 (5/50)",0,150.95,"OF Jayson Werth OF Matt Kemp OF Eric Young Jr. P Max Scherzer 2B Daniel Murphy 1B Danny Valencia C Matt Wieters P James Paxton 3B Kyle Seager SS Trea Turner",NA,"Nelson Cruz","21.62%",5
16,761864728,"CincinnatiFan (4/14)",0,150.95,"OF Jayson Werth OF Matt Kemp OF Eric Young Jr. P Max Scherzer 2B Daniel Murphy 1B Danny Valencia C Matt Wieters P James Paxton 3B Kyle Seager SS Trea Turner",NA,"Matt Wieters","21.49%",3
16,761896701,"MLemaire (31/50)",0,150.95,"OF Jayson Werth OF Matt Kemp OF Eric Young Jr. P Max Scherzer 2B Daniel Murphy 1B Danny Valencia C Matt Wieters P James Paxton 3B Kyle Seager SS Trea Turner",NA,"Anthony Rendon","20.38%",8
20,761328298,"MickeyAO (47/50)",0,149.95,"OF Eric Young Jr. C Kurt Suzuki 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy P James Paxton 3B Kyle Seager OF Kole Calhoun OF Ben Gamel SS Trea Turner",NA,"Martín Maldonado","19.85%",2
21,761925562,"ryanbalzano",0,149.7,"OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman P Jaime García P Max Scherzer 2B Daniel Murphy 3B Kyle Seager C Tony Wolters SS Trea Turner OF Guillermo Heredia",NA,"Kole Calhoun","19.19%",5
22,761644451,"Chrisdraftking (2/2)",0,148.95,"OF Matt Kemp OF Eric Young Jr. C Martín Maldonado 1B Ryan Zimmerman P Max Scherzer P James Paxton 2B DJ LeMahieu 3B Kyle Seager SS Andrelton Simmons OF Ben Gamel",NA,"Andrelton Simmons","18.24%",5
22,761811456,"mdm_24",0,148.95,"OF Matt Kemp OF Eric Young Jr. C Martín Maldonado 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy P James Paxton 3B Kyle Seager SS Andrelton Simmons OF Guillermo Heredia",NA,"Nick Markakis","17.41%",2
22,761852266,"paulm5117",0,148.95,"2B Robinson Canó OF Matt Kemp OF Eric Young Jr. P Max Scherzer 1B Danny Valencia C Matt Wieters P James Paxton 3B Kyle Seager OF Kole Calhoun SS Trea Turner",NA,"Antonio Senzatela","17.02%",13.05
22,761938885,"Jonesboy22",0,148.95,"2B Brandon Phillips OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman P Max Scherzer C Buster Posey SS Jean Segura P James Paxton 3B Kyle Seager OF Kole Calhoun",NA,"Jesse Chávez","16.83%",18.15
26,761656395,"burghfann",0,148.7,"OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman P Jaime García P Max Scherzer 2B Daniel Murphy C Matt Wieters 3B Kyle Seager OF Kole Calhoun SS Trea Turner",NA,"Eric Young Jr.","16.09%",19
27,761905081,"steve1684 (2/2)",0,147.95,"OF Jayson Werth OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy SS Jean Segura P James Paxton C Mike Zunino 3B Rio Ruiz",NA,"Buster Posey","15.86%",7
27,761922765,"Jcan30 (1/3)",0,147.95,"2B Brandon Phillips OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman 3B Eduardo Núñez P Max Scherzer C Buster Posey P James Paxton SS Andrelton Simmons OF Ben Gamel",NA,"Nolan Arenado","15.22%",0
29,761464685,"kdonavan (38/50)",0,146.95,"OF Matt Kemp OF Eric Young Jr. C Martín Maldonado 1B Ryan Zimmerman P Max Scherzer 2B Danny Espinosa 3B Anthony Rendon P James Paxton OF Ender Inciarte SS Andrelton Simmons",NA,"Rio Ruiz","13.65%",0
29,761560405,"Hookahook",0,146.95,"OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman C Tyler Flowers P Max Scherzer P James Paxton 3B Kyle Seager SS Andrelton Simmons OF Ben Gamel 2B Taylor Motter",NA,"Brandon Phillips","12.58%",0
29,761671633,"kibert79 (12/50)",0,146.95,"1B Albert Pujols 2B Robinson Canó OF Matt Kemp OF Eric Young Jr. P Max Scherzer P James Paxton 3B Kyle Seager C Mike Zunino OF Kole Calhoun SS Trea Turner",NA,"Danny Valencia","11.14%",14
29,761695244,"peakstratpedretti (2/8)",0,146.95,"OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman C Tyler Flowers P Max Scherzer 2B Daniel Murphy P James Paxton OF Brian Goodwin SS Trea Turner 3B Rio Ruiz",NA,"Ian Desmond","10.33%",0
29,761868013,"StrictlyChaotic",0,146.95,"2B Brandon Phillips OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman C Tyler Flowers P Max Scherzer P James Paxton 3B Kyle Seager SS Andrelton Simmons OF Ben Gamel",NA,"Brian Goodwin","9.39%",0
29,761895125,"bigosillusions",0,146.95,"OF Nelson Cruz OF Matt Kemp OF Eric Young Jr. C Martín Maldonado P Max Scherzer 2B Daniel Murphy 1B Danny Valencia P James Paxton SS Trea Turner 3B Rio Ruiz",NA,"Carlos González","9.33%",0
29,761899566,"nyplayer1961",0,146.95,"OF Nick Markakis OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman C Tyler Flowers P Max Scherzer 2B Danny Espinosa 3B Anthony Rendon SS Jean Segura P James Paxton",NA,"DJ LeMahieu","8.57%",3
36,761640691,"Orlandoberry1 (2/2)",0,145.95,"OF Matt Kemp OF Eric Young Jr. 1B Ryan Zimmerman C Tyler Flowers P Max Scherzer P James Paxton 2B DJ LeMahieu 3B Kyle Seager SS Andrelton Simmons OF Guillermo Heredia",NA,"Guillermo Heredia","8.54%",3
36,761778234,"krismorris223 (16/38)",0,145.95,"OF Eric Young Jr. 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy C Matt Wieters 3B Anthony Rendon P James Paxton OF Kole Calhoun OF Jace Peterson SS Trea Turner",NA,"Mike Zunino","8.42%",12
36,761903356,"sunriverdave",0,145.95,"OF Jayson Werth OF Matt Kemp OF Eric Young Jr. C Martín Maldonado 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy P James Paxton SS Trea Turner 3B Rio Ruiz",NA,"Kurt Suzuki","8.37%",3
39,761627426,"riverdell (2/4)",0,145.9,"P Jesse Chávez OF Eric Young Jr. 1B Ryan Zimmerman P Max Scherzer 2B Daniel Murphy C Buster Posey 3B Anthony Rendon OF Michael A. Taylor OF Kole Calhoun SS Trea Turner",NA,"Eduardo Núñez","7.74%",5
