Place_lo,Place_hi,Payout
1,1,30000
2,2,15000
3,3,10000
4,4,7500
5,5,5000
6,6,4000
7,7,3500
8,9,3000
10,14,2000
15,19,1500
20,24,1000
25,29,700
30,39,500
40,54,400
55,84,300
85,123,250
124,173,200
174,248,150
249,348,125
349,548,100
549,968,90
969,1858,80
