"Place_lo","Place_hi","Payout"
"1","1","10000"
"2","2","6000"
"3","3","4000"
"4","4","3000"
"5","5","2000"
"6","6","1000"
"7","7","800"
"8","8","600"
"9","10","400"
"11","15","200"
"16","20","100"
"21","30","75"
"31","40","60"
"41","55","55"
"56","70","50"
"71","90","45"
"91","110","40"
"111","130","35"
"131","170","30"
"171","220","25"
"221","320","20"
"321","635","15"
"636","1635","10"
"1636","3435","9"
"3436","7135","8"
