"Place_lo","Place_hi","Payout"
"1","1","200"
"2","2","150"
"3","4","100"
"5","6","80"
"7","9","60"
"10","12","50"
"13","16","40"
"17","21","30"
"22","26","20"
"27","36","15"
"37","46","12"
"47","61","10"
"62","76","8"
"77","116","7"
"117","196","6"
"197","446","5"
