Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,13791,Lamar Miller,RB,7,MIA,HOU,0,0,0,175,1,3,61,1,0,0,0,0,41.60
2,8564,Nate Washington,WR,7,HOU,MIA,0,0,0,0,0,9,127,2,0,0,0,0,36.70
3,16771,Todd Gurley,RB,7,LA,CLE,0,0,0,128,2,4,35,0,0,0,0,0,35.30
4,14252,Kirk Cousins,QB,7,WAS,TB,317,3,0,15,1,0,0,0,0,0,0,0,34.18
5,14005,TY Hilton,WR,7,IND,NO,0,0,0,0,0,4,150,2,0,0,0,0,34
6,16597,Mike Evans,WR,7,TB,WAS,0,0,0,0,0,8,164,1,0,0,0,0,33.40
7,12317,Danny Woodhead,RB,7,SD,OAK,0,0,0,26,0,11,75,2,0,0,0,0,33.10
8,4314,Tom Brady,QB,7,NE,NYJ,355,2,0,15,1,0,0,0,0,0,0,0,32.70
9,10974,Rob Gronkowski,TE,7,NE,NYJ,0,0,0,0,0,11,108,1,0,0,0,0,30.80
10,8244,Philip Rivers,QB,7,SD,OAK,336,3,2,0,0,0,0,0,0,0,0,0,30.44
11,15100,Jordan Reed,TE,7,WAS,TB,0,0,0,0,0,11,72,2,0,0,0,0,30.20
12,11792,Arian Foster,RB,7,HOU,MIA,0,0,0,59,1,5,66,1,0,0,0,0,29.50
13,14008,Andrew Luck,QB,7,IND,NO,333,3,2,27,0,0,0,0,0,0,0,0,29.02
14,13799,Ryan Tannehill,QB,7,MIA,HOU,282,4,0,3,0,0,0,0,0,0,0,0,27.58
15,16765,Amari Cooper,WR,7,OAK,SD,0,0,0,0,0,5,133,1,0,0,0,0,27.30
16,8066,Darren McFadden,RB,7,DAL,NYG,0,0,0,152,1,2,10,0,0,0,0,0,27.20
17,16906,Stefon Diggs,WR,7,MIN,DET,0,0,0,9,0,6,108,1,0,0,0,0,26.70
18,16020,Jarvis Landry,WR,7,MIA,HOU,0,0,0,5,0,5,83,2,0,0,0,0,25.80
19,13337,Mark Ingram,RB,7,NO,IND,0,0,0,143,1,2,5,0,0,0,0,0,25.80
20,32,Los Angeles Rams,DST,7,LA,CLE,0,0,0,0,0,0,0,0,4,0,4,4,25
21,13291,Julio Jones,WR,7,ATL,TEN,0,0,0,0,0,9,92,1,0,0,0,0,24.20
22,52,Jacksonville Jaguars,DST,7,JAX,BUF,0,0,0,0,0,0,0,0,4,2,3,2,24
23,16307,Charcandrick West,RB,7,KC,PIT,0,0,0,110,1,2,19,0,0,0,0,0,23.90
24,16311,Derek Carr,QB,7,OAK,SD,289,3,0,3,0,0,0,0,0,0,0,0,23.86
25,14871,Robert Woods,WR,7,BUF,JAX,0,0,0,0,0,9,84,1,0,0,0,0,23.40
26,14385,Doug Martin,RB,7,TB,WAS,0,0,0,136,0,3,35,0,0,0,0,0,23.10
27,16497,Teddy Bridgewater,QB,7,MIN,DET,316,2,0,1,0,0,0,0,0,0,0,0,22.74
28,9906,Danny Amendola,WR,7,NE,NYJ,0,0,0,0,0,8,86,1,0,0,0,0,22.60
29,16797,TJ Yeldon,RB,7,JAX,BUF,0,0,0,115,1,1,9,0,0,0,0,0,22.40
30,75,New York Giants,DST,7,NYG,DAL,0,0,0,0,0,0,0,0,1,3,0,1,22
31,11056,Antonio Brown,WR,7,PIT,KC,0,0,0,6,0,6,124,0,0,0,0,0,22
32,8358,Brian Hoyer,QB,7,HOU,MIA,273,3,1,0,0,0,0,0,0,0,0,0,21.92
33,16263,Allen Robinson,WR,7,JAX,BUF,0,0,0,0,0,6,98,1,0,0,0,0,21.80
34,8283,Ryan Fitzpatrick,QB,7,NYJ,NE,295,2,0,29,0,0,0,0,0,0,0,0,21.70
35,12386,Marshawn Lynch,RB,7,SEA,SF,0,0,0,122,1,0,0,0,0,0,0,0,21.20
36,6828,Chris Johnson,RB,7,ARI,BAL,0,0,0,122,1,0,0,0,0,0,0,0,21.20
37,11256,Ryan Mathews,RB,7,PHI,CAR,0,0,0,97,1,3,24,0,0,0,0,0,21.10
38,14868,EJ Manuel,QB,7,BUF,JAX,298,2,2,38,0,0,0,0,0,0,0,0,20.72
39,14967,Le'Veon Bell,RB,7,PIT,KC,0,0,0,121,0,4,16,0,0,0,0,0,20.70
40,16762,Jameis Winston,QB,7,TB,WAS,297,2,0,5,0,0,0,0,0,0,0,0,20.38
41,16451,Eric Ebron,TE,7,DET,MIN,0,0,0,0,0,5,89,1,0,0,0,0,19.90
42,6029,Calvin Johnson,WR,7,DET,MIN,0,0,0,0,0,5,86,1,0,0,0,0,19.60
43,2428,Carson Palmer,QB,7,ARI,BAL,275,2,0,2,0,0,0,0,0,0,0,0,19.20
44,4577,Gary Barnidge,TE,7,CLE,LA,0,0,0,0,0,6,101,0,0,0,0,0,19.10
