Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,13291,Julio Jones,WR,1,ATL,PHI,0,0,0,0,0,9,141,2,0,0,0,0,38.10
2,16668,Carlos Hyde,RB,1,SF,MIN,0,0,0,168,2,2,14,0,0,0,0,0,35.20
3,15076,Keenan Allen,WR,1,SD,DET,0,0,0,0,0,15,166,0,0,0,0,0,34.60
4,14918,Tyler Eifert,TE,1,CIN,OAK,0,0,0,0,0,9,104,2,0,0,0,0,34.40
5,14986,DeAndre Hopkins,WR,1,HOU,KC,0,0,0,0,0,9,98,2,0,0,0,0,32.80
6,10974,Rob Gronkowski,TE,1,NE,PIT,0,0,0,0,0,5,94,3,0,0,0,0,32.40
7,15048,Travis Kelce,TE,1,KC,HOU,0,0,0,0,0,6,106,2,0,0,0,0,31.60
8,11056,Antonio Brown,WR,1,PIT,NE,0,0,0,0,0,9,133,1,0,0,0,0,31.30
9,16608,Austin Seferian-Jenkins,TE,1,TB,TEN,0,0,0,0,0,5,110,2,0,0,0,0,31
10,2699,Matt Forte,RB,1,CHI,GB,0,0,0,141,1,5,25,0,0,0,0,0,30.60
11,2428,Carson Palmer,QB,1,ARI,NO,307,3,0,14,0,0,0,0,0,0,0,0,28.68
12,4314,Tom Brady,QB,1,NE,PIT,288,4,0,1,0,0,0,0,0,0,0,0,27.62
13,3867,Tony Romo,QB,1,DAL,NYG,356,3,2,-1,0,0,0,0,0,0,0,0,27.14
14,722,Jason Witten,TE,1,DAL,NYG,0,0,0,0,0,8,60,2,0,0,0,0,26
15,16763,Marcus Mariota,QB,1,TEN,TB,209,4,0,6,0,0,0,0,0,0,0,0,24.96
16,8244,Philip Rivers,QB,1,SD,DET,403,2,2,-2,0,0,0,0,0,0,0,0,24.92
17,6739,Alex Smith,QB,1,KC,HOU,243,3,0,15,0,0,0,0,0,0,0,0,23.22
18,15974,Jordan Matthews,WR,1,PHI,ATL,0,0,0,0,0,10,102,0,0,0,0,0,23.20
