"Paul Goldschmidt_ARI","Corey Seager_LAD","JD Martinez_DET","Miguel Cabrera_DET","Ian Kinsler_DET","Justin Upton_DET","Starling Marte_PIT","Jake Lamb_ARI","AJ Pollock_ARI","Cody Bellinger_LAD","Nicholas Castellanos_DET","Andrew McCutchen_PIT","Justin Turner_LAD","Victor Martinez_DET","Chris Owings_ARI","Yasmany Tomas_ARI","Yasmani Grandal_LAD","Gregory Polanco_PIT","Yasiel Puig_LAD","Logan Forsythe_LAD","Joc Pederson_LAD","David Peralta_ARI","Adrian Gonzalez_LAD","Brandon Drury_ARI","Chase Utley_LAD","Franklin Gutierrez_LAD","Josh Harrison_PIT","Josh Bell_PIT","Alex Avila_DET","Andrew Toles_LAD","Jeremy Hazelbaker_ARI","Alen Hanson_PIT","Chris Taylor_LAD","Chris Herrmann_ARI","Trayce Thompson_LAD","Austin Barnes_LAD","JaCoby Jones_DET","Socrates Brito_ARI","James McCann_DET","Rob Segedin_LAD","Gregor Blanco_ARI","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Andre Ethier_LAD","Francisco Cervelli_PIT","David Freese_PIT","Jordy Mercer_PIT","Adam Frazier_PIT","Jose Iglesias_DET","John Jaso_PIT","Scott Van Slyke_LAD","Danny Ortiz_PIT","Kike Hernandez_LAD","Kevin Newman_PIT","Jim Adduci_DET","Andrew Romine_DET","Jose Osuna_PIT","Chris Iannetta_ARI","Chris Bostick_PIT","Daniel Descalso_ARI","Elias Diaz_PIT","Phil Gosselin_PIT","Max Moroff_PIT","Nick Ahmed_ARI","Gift Ngoepe_PIT","Jeff Mathis_ARI","Chris Stewart_PIT","Brett Eibner_LAD","John Bormann_PIT"
78.1038306451613,0,0,0,0,0,0,6.29802955665025,34.5940170940171,0,0,0,0,0,3.32478632478632,-2.90579710144928,0,0,0,0,0,23.4166666666667,0,12.2030769230769,0,0,0,0,0,0,-0.166666666666667,0,0,13.9444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.0636363636364,0,11.6818181818182,0,0,0,2.78571428571429,0,1.21428571428571,0,0,0
0,55.5595238095238,0,0,0,0,0,0,0,-14.5636363636364,0,0,25,0,0,0,29.0434782608696,0,7.16096866096866,37.7909090909091,33.5,0,11.3857142857143,0,2.18939393939394,14.8333333333333,0,0,0,1.18014705882353,0,0,-13.2619047619048,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,52.9625,3.15909090909091,16.1428571428571,0,0,0,0,0,0,0,-4.17142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,0,0,0,0,0,0,0,3.28571428571429,0,-0.666666666666667,0,0,-10,0,14,-9.4,0,0,0,0,0,21.7032967032967,0,0,0,0,0,-21.1666666666667,-24.2651515151515,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.15909090909091,48.9619047619048,22.233918128655,0,0,0,0,0,0,0,12.1738095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8409090909091,0,0,0,0,0,0,0,-4.66666666666667,0,31.1060606060606,0,0,12.5,-6.5,-0.2,17.6285714285714,0,0,0,0,0,-9.78095238095238,0,0,0,0,0,31.8571428571429,24.7954545454545,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16.1428571428571,22.233918128655,65.8735177865613,0,0,0,0,0,0,0,2.27272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0909090909091,0,0,0,0,0,0,0,9.13333333333333,0,6.74725274725275,0,0,0,22.0833333333333,26.1333333333333,13.3333333333333,0,0,0,0,0,0.643382352941177,0,0,0,0,0,34.6666666666667,2.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,107.672727272727,0,0,0,0,10.8272727272727,0,0,0,0,0,-2.97619047619048,0,0,0,0,0,0,0,0,22.5833333333333,23.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.25,-21.5416666666667,0.8,40.4027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0
6.29802955665025,0,0,0,0,0,0,50.6310344827586,-5.47333333333333,0,0,0,0,0,-24.4433333333333,1.83549783549784,0,0,0,0,0,21.6014492753623,0,11.1413043478261,0,0,0,0,0,0,6,0,0,41.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.25,0,-30.7083333333333,0,0,0,-12.3333333333333,0,-4.48571428571429,0,0,0
34.5940170940171,0,0,0,0,0,0,-5.47333333333333,62.1097883597884,0,0,0,0,0,-6.18769230769231,-13.4891304347826,0,0,0,0,0,9.24736842105263,0,11.2727272727273,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.9583333333333,0,18.1785714285714,0,0,0,16.1727272727273,0,8.86190476190476,0,0,0
0,-14.5636363636364,0,0,0,0,0,0,0,78.75,0,0,0.527272727272727,0,0,0,-25,0,40.2636363636364,0,-51.5,0,19.7619047619048,0,4.96666666666667,0,0,0,0,13.7361111111111,0,0,-46.0476190476191,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10.8272727272727,0,0,0,0,38.2192118226601,0,0,0,0,0,-4.78079710144928,0,0,0,0,0,0,0,0,14.8676923076923,-13.095,0,0,0,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2166666666667,11.1238095238095,6.80911680911681,22.8,0,-22.0694444444444,0,0,0,0,0,0,0.244444444444444,0,0,0,0,0,0,0,0,0,3.2,0,0
0,25,0,0,0,0,0,0,0,0.527272727272727,0,0,24.6410256410256,0,0,0,15.3785714285714,0,11.86,15.0555555555556,14.1153846153846,0,10.3245614035088,0,4.71111111111111,27.6666666666667,0,0,0,12.6708333333333,0,0,-4.92857142857143,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-4.17142857142857,12.1738095238095,2.27272727272727,0,0,0,0,0,0,0,33.2590579710145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70454545454545,0,0,0,0,0,0,0,-8.82142857142857,0,-8.57142857142857,0,0,0,-11.9166666666667,6.6,0.625,0,0,0,0,0,-10.2222222222222,0,0,0,0,0,14.5972222222222,2.87619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0
3.32478632478632,0,0,0,0,0,0,-24.4433333333333,-6.18769230769231,0,0,0,0,0,96.3214285714286,24.4855072463768,0,0,0,0,0,12.0157894736842,0,3.27489177489177,0,0,0,0,0,0,0,0,0,-42.9285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.3571428571429,0,32,0,0,0,-0.888888888888889,0,-7.52857142857143,0,0,0
-2.90579710144928,0,0,0,0,0,0,1.83549783549784,-13.4891304347826,0,0,0,0,0,24.4855072463768,75.5433333333333,0,0,0,0,0,30.7647058823529,0,18.4285714285714,0,0,0,0,0,0,0,0,0,-36.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32142857142857,0,17.4,0,0,0,-9.375,0,2.1043956043956,0,0,0
0,29.0434782608696,0,0,0,0,0,0,0,-25,0,0,15.3785714285714,0,0,0,58.3894927536232,0,4.53754940711462,25.5714285714286,44.530303030303,0,14.3888888888889,0,-4.95454545454545,-4,0,0,0,-1.27450980392157,0,0,37.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-2.97619047619048,0,0,0,0,-4.78079710144928,0,0,0,0,0,35.8433333333333,0,0,0,0,0,0,0,0,-11.9928571428571,1.95238095238095,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42279411764706,-2.07272727272727,5.125,-2.88095238095238,0,7.625,0,0,0,0,0,0,2.72222222222222,0,0,0,0,0,0,0,0,0,9.85714285714286,0,0
0,7.16096866096866,0,0,0,0,0,0,0,40.2636363636364,0,0,11.86,0,0,0,4.53754940711462,0,60.6674876847291,7.15454545454545,5.46153846153846,0,2.93571428571429,0,3.45454545454545,69.8333333333333,0,0,0,-0.481617647058824,0,0,15.0416666666667,0,0,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37.7909090909091,0,0,0,0,0,0,0,0,0,0,15.0555555555556,0,0,0,25.5714285714286,0,7.15454545454545,34.7636363636364,20.6333333333333,0,3.25,0,0,16.5,0,0,0,22,0,0,0,0,0,80.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33.5,0,0,0,0,0,0,0,-51.5,0,0,14.1153846153846,0,0,0,44.530303030303,0,5.46153846153846,20.6333333333333,45.6483516483516,0,11.6666666666667,0,-2.26666666666667,0,0,0,0,-1.46363636363636,0,0,139.166666666667,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.4166666666667,0,0,0,0,0,0,21.6014492753623,9.24736842105263,0,0,0,0,0,12.0157894736842,30.7647058823529,0,0,0,0,0,80.69,0,15.8157894736842,0,0,0,0,0,0,36.4166666666667,0,0,54.3035714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66666666666667,0,-19.7916666666667,0,0,0,-13.3333333333333,0,-13.5641025641026,0,0,0
0,11.3857142857143,0,0,0,0,0,0,0,19.7619047619048,0,0,10.3245614035088,0,0,0,14.3888888888889,0,2.93571428571429,3.25,11.6666666666667,0,20.2510822510823,0,-2.51818181818182,15,0,0,0,1.34285714285714,0,0,-11.4166666666667,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2030769230769,0,0,0,0,0,0,11.1413043478261,11.2727272727273,0,0,0,0,0,3.27489177489177,18.4285714285714,0,0,0,0,0,15.8157894736842,0,35.02849002849,0,0,0,0,0,0,50.1666666666667,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.3555555555556,0,31.047619047619,0,0,0,1.13636363636364,0,3.93956043956044,0,0,0
0,2.18939393939394,0,0,0,0,0,0,0,4.96666666666667,0,0,4.71111111111111,0,0,0,-4.95454545454545,0,3.45454545454545,0,-2.26666666666667,0,-2.51818181818182,0,6.08333333333333,0,0,0,0,1.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.8333333333333,0,0,0,0,0,0,0,0,0,0,27.6666666666667,0,0,0,-4,0,69.8333333333333,16.5,0,0,15,0,0,53.6666666666667,0,0,0,0,0,0,0,0,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,22.5833333333333,0,0,0,0,14.8676923076923,0,0,0,0,0,-11.9928571428571,0,0,0,0,0,0,0,0,51.8538461538462,0.487012987012987,0,0,0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1929824561404,-4.58333333333333,8.60869565217391,28.1071428571429,0,3.71428571428571,0,0,0,0,0,0,17.7777777777778,0,0,0,0,0,0,0,0,0,-11.35,0,0
0,0,0,0,0,0,23.4166666666667,0,0,0,0,-13.095,0,0,0,0,0,1.95238095238095,0,0,0,0,0,0,0,0,0.487012987012987,53.4646153846154,0,0,0,-46.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02614379084967,-4.17307692307692,-0.0217391304347826,9.08333333333333,0,2.72222222222222,0,0,0,0,0,0,-25.9444444444444,0,0,0,0,0,0,0,0,0,1.6,0,0
0,0,0,28.1,39.8409090909091,32.0909090909091,0,0,0,0,0,0,0,4.70454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5681818181818,0,0,0,0,0,0,0,31.5,0,181.166666666667,0,0,0,31.5,0,16.7272727272727,0,0,0,0,0,35.8611111111111,0,0,0,0,0,37.7857142857143,-7.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.18014705882353,0,0,0,0,0,0,0,13.7361111111111,0,0,12.6708333333333,0,0,0,-1.27450980392157,0,-0.481617647058824,22,-1.46363636363636,0,1.34285714285714,0,1.58333333333333,0,0,0,0,52.5359477124183,0,0,-1.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.166666666666667,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4166666666667,0,50.1666666666667,0,0,0,0,0,0,38.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3333333333333,0,0,0,-6.33333333333333,0,0,0,0,0
