"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs","Projection_dfn_floor","Projection_dfn_ceiling","Actual","Week14","FreqInd"
"RB","Roosevelt Nix (7941995)","Roosevelt Nix",7941995,3000,"Pit@Cin 01:00PM ET","Pit","Roosevelt","Nix","Cin",0,0,NA,NA,"Nix, Roosevelt",NA,NA,NA,NA,NA,0,0,0,NA,0
"RB","Daryl Richardson (7941996)","Daryl Richardson",7941996,3000,"Pit@Cin 01:00PM ET","Pit","Daryl","Richardson","Cin",0,0,NA,NA,"Richardson, Daryl",NA,NA,NA,NA,NA,0,0.7,0,NA,0
"WR","Darrius Heyward-Bey (7942138)","Darrius Heyward-Bey",7942138,3000,"Pit@Cin 01:00PM ET","Pit","Darrius","Heyward-Bey","Cin",0,1.5,10,0.032064128256513,"Heyward-Bey, Darrius",6,16,3,10,2,0,12,0,NA,0
"WR","Cobi Hamilton (7942142)","Cobi Hamilton",7942142,3000,"Pit@Cin 01:00PM ET","Pit","Cobi","Hamilton","Cin",4.33,4.3,7,0.0480961923847695,"Hamilton, Cobi",12,24,1,8,6,0.6,7.8,3.1,2.5,0
"WR","James Wright (7942143)","James Wright",7942143,3000,"Pit@Cin 01:00PM ET","Cin","James","Wright","Pit",0,0,8,0.04,"Wright, James",12,19,0,8,6,0.6,4.3,1.5,NA,0
"WR","Sammie Coates (7942144)","Sammie Coates",7942144,3000,"Pit@Cin 01:00PM ET","Pit","Sammie","Coates","Cin",2.99,1.8,5,0.0861723446893788,"Coates, Sammie",20,43,2,5,4,-3.5,17.7,2.9,NA,1
"WR","Alex Erickson (7942146)","Alex Erickson",7942146,3000,"Pit@Cin 01:00PM ET","Cin","Alex","Erickson","Pit",0,0,11,0.0147368421052632,"Erickson, Alex",5,7,0,11,6,-0.3,2.1,0,2.6,0
"WR","Cody Core (7942147)","Cody Core",7942147,3000,"Pit@Cin 01:00PM ET","Cin","Cody","Core","Pit",2.79,0,12,0.0105263157894737,"Core, Cody",3,5,0,12,6,-0.9,7.3,3.3,1.8,0
"TE","Will Tye (7942197)","Will Tye",7942197,2900,"Det@NYG 01:00PM ET","NYG","Will","Tye","Det",8.31,7.4,4,0.104838709677419,"Tye, Will",36,52,1,3,4,3,7.9,6.5,3.9,1
"TE","Hunter Henry (7942230)","Hunter Henry",7942230,2900,"Oak@SD 04:25PM ET","SD","Hunter","Henry","Oak",7.81,6.9,6,0.0984682713347921,"Henry, Hunter",29,45,6,6,1,3.2,15.7,12.7,9.3,1
"TE","Charles Clay (7942169)","Charles Clay",7942169,2800,"Cle@Buf 01:00PM ET","Buf","Charles","Clay","Cle",9.31,7.5,1,0.1796875,"Clay, Charles",42,69,1,3,3,2.7,11.1,20.2,14.2,1
"TE","Jared Cook (7942149)","Jared Cook",7942149,2700,"GB@Chi 01:00PM ET","GB","Jared","Cook","Chi",7.57,7.4,6,0.0611854684512428,"Cook, Jared",17,32,1,7,5,-1.8,14.6,14.5,2.5,0
"TE","Jack Doyle (7942204)","Jack Doyle",7942204,2700,"Ind@Min 01:00PM ET","Ind","Jack","Doyle","Min",6.8,7.9,2,0.123481781376518,"Doyle, Jack",51,61,4,2,4,2.6,15.9,7.2,10.5,1
"TE","Garrett Celek (7942213)","Garrett Celek",7942213,2700,"SF@Atl 04:05PM ET","SF","Garrett","Celek","Atl",8.26,5.3,5,0.0897755610972569,"Celek, Garrett",22,36,1,5,6,1.1,9.9,10.2,1.5,0
"TE","Richard Rodgers (7942153)","Richard Rodgers",7942153,2600,"GB@Chi 01:00PM ET","GB","Richard","Rodgers","Chi",4.75,4,5,0.0822179732313576,"Rodgers, Richard",26,43,1,5,5,1,8.1,2,1.8,0
"TE","Dwayne Allen (7942201)","Dwayne Allen",7942201,2600,"Ind@Min 01:00PM ET","Ind","Dwayne","Allen","Min",7.2,6.5,5,0.0910931174089069,"Allen, Dwayne",29,45,5,4,3,-0.8,17.6,2.3,NA,1
"TE","Logan Paulsen (7942150)","Logan Paulsen",7942150,2500,"GB@Chi 01:00PM ET","Chi","Logan","Paulsen","GB",2.02,1.1,12,0.0212765957446809,"Paulsen, Logan",4,10,0,13,9,-0.5,1.8,0,NA,0
"TE","Patrick Scales (7942151)","Patrick Scales",7942151,2500,"GB@Chi 01:00PM ET","Chi","Patrick","Scales","GB",0,0,NA,NA,"Scales, Patrick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Daniel Brown (7942152)","Daniel Brown",7942152,2500,"GB@Chi 01:00PM ET","Chi","Daniel","Brown","GB",0,5.8,11,0.0276595744680851,"Brown, Daniel",11,13,1,10,4,3.9,12.7,1.8,NA,0
"TE","Ben Braunecker (7942154)","Ben Braunecker",7942154,2500,"GB@Chi 01:00PM ET","Chi","Ben","Braunecker","GB",2.53,1.1,14,0.00425531914893617,"Braunecker, Ben",2,2,0,14,9,1.7,2.5,0,NA,0
"TE","Brandon Myers (7942156)","Brandon Myers",7942156,2500,"TB@Dal 08:30PM ET","TB","Brandon","Myers","Dal",1.98,0,10,0.0230607966457023,"Myers, Brandon",6,11,1,10,4,0.1,4.7,0,1.9,0
"TE","Andrew DePaola (7942157)","Andrew DePaola",7942157,2500,"TB@Dal 08:30PM ET","TB","Andrew","DePaola","Dal",0,0,NA,NA,"DePaola, Andrew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Luke Stocker (7942158)","Luke Stocker",7942158,2500,"TB@Dal 08:30PM ET","TB","Luke","Stocker","Dal",0,0,14,0.010482180293501,"Stocker, Luke",4,5,0,13,9,1.3,2.8,0,NA,0
"TE","Gavin Escobar (7942159)","Gavin Escobar",7942159,2500,"TB@Dal 08:30PM ET","Dal","Gavin","Escobar","TB",2.48,0,9,0.00987654320987654,"Escobar, Gavin",3,4,1,9,6,3.5,7.8,0,NA,0
"TE","Alan Cross (7942161)","Alan Cross",7942161,2500,"TB@Dal 08:30PM ET","TB","Alan","Cross","Dal",0,0,NA,NA,"Cross, Alan",NA,NA,NA,NA,NA,-0.6,4.8,1.7,NA,0
"TE","Ryan Griffin (7942162)","Ryan Griffin",7942162,2500,"Jax@Hou 01:00PM ET","Hou","Ryan","Griffin","Jax",6.86,3.6,4,0.131465517241379,"Griffin, Ryan",42,61,2,3,3,3,10.2,16.5,4.3,1
"TE","Neal Sterling (7942164)","Neal Sterling",7942164,2500,"Jax@Hou 01:00PM ET","Jax","Neal","Sterling","Hou",7.42,6.7,8,0.0299625468164794,"Sterling, Neal",11,16,0,9,10,2,8.3,2.4,5.7,0
"TE","Alex Ellis (7942165)","Alex Ellis",7942165,2500,"Jax@Hou 01:00PM ET","Jax","Alex","Ellis","Hou",0,0,16,0.00187265917602996,"Ellis, Alex",0,1,0,16,10,0,0,1.1,NA,0
"TE","Stephen Anderson (7942166)","Stephen Anderson",7942166,2500,"Jax@Hou 01:00PM ET","Hou","Stephen","Anderson","Jax",2.24,1.4,8,0.0301724137931034,"Anderson, Stephen",10,14,1,8,5,1,6,1.7,NA,0
"TE","Ben Koyack (7942167)","Ben Koyack",7942167,2500,"Jax@Hou 01:00PM ET","Jax","Ben","Koyack","Hou",4.32,3.1,8,0.0299625468164794,"Koyack, Ben",13,16,0,8,10,0.9,7.5,1.2,3.9,0
"TE","Logan Thomas (7942170)","Logan Thomas",7942170,2500,"Cle@Buf 01:00PM ET","Buf","Logan","Thomas","Cle",0,0,NA,NA,"Thomas, Logan",NA,NA,NA,NA,NA,0,0,0,NA,0
"TE","Gerald Christian (7942171)","Gerald Christian",7942171,2500,"Cle@Buf 01:00PM ET","Buf","Gerald","Christian","Cle",0,0,15,0.00520833333333333,"Christian, Gerald",1,2,0,15,9,2.4,2.4,0,NA,0
"TE","Randall Telfer (7942172)","Randall Telfer",7942172,2500,"Cle@Buf 01:00PM ET","Cle","Randall","Telfer","Buf",0,0,10,0.012847965738758,"Telfer, Randall",2,6,0,10,8,-0.2,1.4,0,1.7,0
"TE","Nick O'Leary (7942173)","Nick O'Leary",7942173,2500,"Cle@Buf 01:00PM ET","Buf","Nick","O'Leary","Cle",3.18,1.4,NA,NA,"O'Leary, Nick",NA,NA,NA,NA,NA,0.7,4.3,0,2.2,0
"TE","Seth DeValve (7942174)","Seth DeValve",7942174,2500,"Cle@Buf 01:00PM ET","Cle","Seth","DeValve","Buf",3.18,1.1,9,0.019271948608137,"DeValve, Seth",7,9,1,8,4,0.7,8,1.6,2.1,0
"TE","Danny Vitale (7942175)","Danny Vitale",7942175,2500,"Cle@Buf 01:00PM ET","Cle","Danny","Vitale","Buf",0,0,NA,NA,"Vitale, Danny",NA,NA,NA,NA,NA,-0.1,0.7,2.7,NA,0
"TE","Brent Celek (7942176)","Brent Celek",7942176,2500,"Phi@Bal 01:00PM ET","Phi","Brent","Celek","Bal",0,1.4,7,0.0305498981670061,"Celek, Brent",11,15,0,7,8,0,5.8,1.5,2.7,0
"TE","Crockett Gillmore (7942179)","Crockett Gillmore",7942179,2500,"Phi@Bal 01:00PM ET","Bal","Crockett","Gillmore","Phi",0,3.1,10,0.0254545454545455,"Gillmore, Crockett",8,14,1,9,6,-0.8,9.2,0,NA,0
"TE","Trey Burton (7942180)","Trey Burton",7942180,2500,"Phi@Bal 01:00PM ET","Phi","Trey","Burton","Bal",6.82,2.1,6,0.0977596741344195,"Burton, Trey",30,48,1,6,5,0.3,11.2,2.2,13.5,0
"TE","Darren Waller (7942181)","Darren Waller",7942181,2500,"Phi@Bal 01:00PM ET","Bal","Darren","Waller","Phi",2.6,0,11,0.0218181818181818,"Waller, Darren",8,12,2,9,4,2.3,8.2,2.1,7.3,1
"TE","Nick Boyle (7942182)","Nick Boyle",7942182,2500,"Phi@Bal 01:00PM ET","Bal","Nick","Boyle","Phi",0,0,13,0.00909090909090909,"Boyle, Nick",5,5,0,12,9,4.4,4.5,0,4.5,0
"TE","Anthony Fasano (7942183)","Anthony Fasano",7942183,2500,"Ten@KC 01:00PM ET","Ten","Anthony","Fasano","KC",1.95,0,8,0.0360576923076923,"Fasano, Anthony",7,15,2,9,6,-0.2,6,0,2.7,0
"TE","Beau Brinkley (7942186)","Beau Brinkley",7942186,2500,"Ten@KC 01:00PM ET","Ten","Beau","Brinkley","KC",0,0,NA,NA,"Brinkley, Beau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","James Winchester (7942187)","James Winchester",7942187,2500,"Ten@KC 01:00PM ET","KC","James","Winchester","Ten",0,0,NA,NA,"Winchester, James",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","James O'Shaughnessy (7942188)","James O'Shaughnessy",7942188,2500,"Ten@KC 01:00PM ET","KC","James","O'Shaughnessy","Ten",0,0,NA,NA,"O'Shaughnessy, James",NA,NA,NA,NA,NA,0.9,1,0,NA,0
"TE","Ross Travis (7942189)","Ross Travis",7942189,2500,"Ten@KC 01:00PM ET","KC","Ross","Travis","Ten",0,0,10,0.0131578947368421,"Travis, Ross",3,6,0,10,6,-0.3,2.6,0,NA,0
"TE","Demetrius Harris (7942190)","Demetrius Harris",7942190,2500,"Ten@KC 01:00PM ET","KC","Demetrius","Harris","Ten",2.22,1.2,8,0.0460526315789474,"Harris, Demetrius",11,21,0,8,6,-0.2,5.2,0,NA,0
"TE","Jace Amaro (7942191)","Jace Amaro",7942191,2500,"Ten@KC 01:00PM ET","Ten","Jace","Amaro","KC",0,0,11,0.00961538461538462,"Amaro, Jace",3,4,0,11,10,8.9,8.9,0,NA,0
"TE","Phillip Supernaw (7942192)","Phillip Supernaw",7942192,2500,"Ten@KC 01:00PM ET","Ten","Phillip","Supernaw","KC",0,0,10,0.0144230769230769,"Supernaw, Phillip",4,6,1,10,8,0.5,4.6,0,NA,0
"TE","Brandon Pettigrew (7942193)","Brandon Pettigrew",7942193,2500,"Det@NYG 01:00PM ET","Det","Brandon","Pettigrew","NYG",0,0,NA,NA,"Pettigrew, Brandon",NA,NA,NA,NA,NA,0,0,0,NA,0
"TE","Clay Harbor (7942194)","Clay Harbor",7942194,2500,"Det@NYG 01:00PM ET","Det","Clay","Harbor","NYG",0,0,11,0.00626304801670146,"Harbor, Clay",3,3,0,10,8,0.8,4.1,0,NA,0
"TE","Matthew Mulligan (7942195)","Matthew Mulligan",7942195,2500,"Det@NYG 01:00PM ET","Det","Matthew","Mulligan","NYG",0,0,NA,NA,"Mulligan, Matthew",NA,NA,NA,NA,NA,0,0,0,NA,0
"TE","Larry Donnell (7942196)","Larry Donnell",7942196,2500,"Det@NYG 01:00PM ET","NYG","Larry","Donnell","Det",0,0,7,0.0423387096774194,"Donnell, Larry",15,21,1,7,4,0.9,8.8,0,NA,0
"TE","Jerell Adams (7942199)","Jerell Adams",7942199,2500,"Det@NYG 01:00PM ET","NYG","Jerell","Adams","Det",2.71,2.1,10,0.032258064516129,"Adams, Jerell",12,16,1,9,4,0.4,7.5,4.8,3.1,0
"TE","Rhett Ellison (7942200)","Rhett Ellison",7942200,2500,"Ind@Min 01:00PM ET","Min","Rhett","Ellison","Ind",2.55,1.9,8,0.029723991507431,"Ellison, Rhett",10,14,0,8,6,0.4,4.8,0,1,0
"TE","Kevin McDermott (7942202)","Kevin McDermott",7942202,2500,"Ind@Min 01:00PM ET","Min","Kevin","McDermott","Ind",0,0,NA,NA,"McDermott, Kevin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Erik Swoope (7942205)","Erik Swoope",7942205,2500,"Ind@Min 01:00PM ET","Ind","Erik","Swoope","Min",2.11,0,10,0.0364372469635627,"Swoope, Erik",10,18,0,10,7,2.7,6.6,14,NA,0
"TE","David Morgan (7942206)","David Morgan",7942206,2500,"Ind@Min 01:00PM ET","Min","David","Morgan","Ind",0,0,NA,NA,"Morgan, David",NA,NA,NA,NA,NA,0,0,0,NA,0
"TE","Darren Fells (7942207)","Darren Fells",7942207,2500,"NO@Ari 04:05PM ET","Ari","Darren","Fells","NO",2.3,1.6,8,0.0344827586206897,"Fells, Darren",13,19,0,7,9,1.4,5,2.3,2.2,0
"TE","John Phillips (7942208)","John Phillips",7942208,2500,"NO@Ari 04:05PM ET","NO","John","Phillips","Ari",3.1,3,13,0.00369685767097967,"Phillips, John",2,2,0,12,11,-0.2,7.3,1.9,NA,0
"TE","Jermaine Gresham (7942209)","Jermaine Gresham",7942209,2500,"NO@Ari 04:05PM ET","Ari","Jermaine","Gresham","NO",8.9,7.6,5,0.0907441016333938,"Gresham, Jermaine",32,50,2,4,5,0.9,10.6,7.2,9.5,1
"TE","Hakeem Valles (7942211)","Hakeem Valles",7942211,2500,"NO@Ari 04:05PM ET","Ari","Hakeem","Valles","NO",0,0,12,0.00362976406533575,"Valles, Hakeem",0,2,0,13,9,0,0,0,NA,0
"TE","Kyle Nelson (7942212)","Kyle Nelson",7942212,2500,"SF@Atl 04:05PM ET","SF","Kyle","Nelson","Atl",0,0,NA,NA,"Nelson, Kyle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Levine Toilolo (7942215)","Levine Toilolo",7942215,2500,"SF@Atl 04:05PM ET","Atl","Levine","Toilolo","SF",4.04,1.7,10,0.033112582781457,"Toilolo, Levine",11,15,2,10,6,-0.9,9.4,4,2.9,0
"TE","Blake Bell (7942216)","Blake Bell",7942216,2500,"SF@Atl 04:05PM ET","SF","Blake","Bell","Atl",4.7,6.3,11,0.0199501246882793,"Bell, Blake",3,8,0,11,8,-0.2,3,5.5,4,0
"TE","Je'Ron Hamm (7942217)","Je'Ron Hamm",7942217,2500,"SF@Atl 04:05PM ET","SF","Je'Ron","Hamm","Atl",0,0,NA,NA,"Hamm, Je'Ron",NA,NA,NA,NA,NA,0,0,3.3,NA,0
"TE","Joshua Perkins (7942218)","Joshua Perkins",7942218,2500,"SF@Atl 04:05PM ET","Atl","Joshua","Perkins","SF",0,0,NA,NA,"Perkins, Joshua",NA,NA,NA,NA,NA,0,0,1.8,NA,0
"TE","Austin Hooper (7942219)","Austin Hooper",7942219,2500,"SF@Atl 04:05PM ET","Atl","Austin","Hooper","SF",2.56,5.4,7,0.0618101545253863,"Hooper, Austin",19,28,2,7,6,0.5,10.7,7.9,1.5,1
"TE","Virgil Green (7942221)","Virgil Green",7942221,2500,"NE@Den 04:25PM ET","Den","Virgil","Green","NE",0,3.8,4,0.0670995670995671,"Green, Virgil",18,31,0,5,8,1.5,8.3,1.9,NA,1
"TE","Matt Lengel (7942222)","Matt Lengel",7942222,2500,"NE@Den 04:25PM ET","NE","Matt","Lengel","Den",0,1.1,NA,NA,"Lengel, Matt",NA,NA,NA,NA,NA,0,0,0,NA,0
"TE","A.J. Derby (7942223)","A.J. Derby",7942223,2500,"NE@Den 04:25PM ET","Den","A.J.","Derby","NE",0,5.9,9,0.0303030303030303,"Derby, A.J.",12,14,0,7,8,0.5,8.9,7.5,NA,0
"TE","Jeff Heuerman (7942224)","Jeff Heuerman",7942224,2500,"NE@Den 04:25PM ET","Den","Jeff","Heuerman","NE",0,0,14,0.00649350649350649,"Heuerman, Jeff",2,3,0,13,8,0.2,4.3,6,NA,0
"TE","Sean McGrath (7942226)","Sean McGrath",7942226,2500,"Oak@SD 04:25PM ET","SD","Sean","McGrath","Oak",0,0,12,0.00437636761487965,"McGrath, Sean",2,2,0,12,8,-0.2,2.4,0,NA,0
"TE","Mychal Rivera (7942227)","Mychal Rivera",7942227,2500,"Oak@SD 04:25PM ET","Oak","Mychal","Rivera","SD",4.23,1.8,7,0.0381679389312977,"Rivera, Mychal",15,20,1,7,6,0.7,8.8,2.5,5.6,0
"TE","Clive Walford (7942228)","Clive Walford",7942228,2500,"Oak@SD 04:25PM ET","Oak","Clive","Walford","SD",6.8,5.1,4,0.0858778625954199,"Walford, Clive",30,45,3,4,4,1.5,10.5,2.3,4.1,1
"TE","Asante Cleveland (7942229)","Asante Cleveland",7942229,2500,"Oak@SD 04:25PM ET","SD","Asante","Cleveland","Oak",0,0,NA,NA,"Cleveland, Asante",NA,NA,NA,NA,NA,0,0,0,NA,0
"TE","Clark Harris (7942231)","Clark Harris",7942231,2500,"Pit@Cin 01:00PM ET","Cin","Clark","Harris","Pit",0,0,NA,NA,"Harris, Clark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","David Johnson (7942232)","David Johnson",7942232,2500,"Pit@Cin 01:00PM ET","Pit","David","Johnson","Cin",0,0,11,0.0200400801603206,"Johnson, David",6,10,0,10,12,0.5,2.8,2.2,2.5,0
"TE","Ryan Hewitt (7942234)","Ryan Hewitt",7942234,2500,"Pit@Cin 01:00PM ET","Cin","Ryan","Hewitt","Pit",0,0,13,0.00421052631578947,"Hewitt, Ryan",1,2,0,13,6,1.5,1.5,0,NA,0
"TE","Tyler Ott (7942236)","Tyler Ott",7942236,2500,"Pit@Cin 01:00PM ET","Cin","Tyler","Ott","Pit",0,0,NA,NA,"Ott, Tyler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Xavier Grimble (7942237)","Xavier Grimble",7942237,2500,"Pit@Cin 01:00PM ET","Pit","Xavier","Grimble","Cin",0,0,9,0.0380761523046092,"Grimble, Xavier",10,19,1,9,6,0.6,6.8,0,NA,0
"TE","Tyler Kroft (7942238)","Tyler Kroft",7942238,2500,"Pit@Cin 01:00PM ET","Cin","Tyler","Kroft","Pit",1.82,1.3,10,0.0231578947368421,"Kroft, Tyler",10,11,0,9,6,0.6,5.8,0,NA,0
"TE","C.J. Uzomah (7942239)","C.J. Uzomah",7942239,2500,"Pit@Cin 01:00PM ET","Cin","C.J.","Uzomah","Pit",0,0,6,0.0610526315789474,"Uzomah, C.J.",17,29,0,7,6,3,9.1,0,NA,1
"TE","Jesse James (7942240)","Jesse James",7942240,2500,"Pit@Cin 01:00PM ET","Pit","Jesse","James","Cin",3.6,2.4,3,0.104208416833667,"James, Jesse",36,52,3,3,2,1.2,10.8,0,1.5,1
