Place_lo,Place_hi,Payout
1,1,4000
2,2,2000
3,3,1500
4,4,1000
5,5,750
6,6,500
7,8,300
9,10,200
11,15,150
16,20,125
21,40,100
41,75,75
76,135,60
136,205,50
206,330,40
331,580,30
581,985,20
986,1595,15
1596,2545,12
