"Anthony Rizzo_CHC","Kris Bryant_CHC","Charlie Blackmon_COL","Nolan Arenado_COL","Mike Trout_LAA","Jose Altuve_HOU","Ben Zobrist_CHC","Ian Desmond_COL","Carlos Correa_HOU","Nelson Cruz_SEA","Kyle Schwarber_CHC","Freddie Freeman_ATL","Javier Baez_CHC","Trevor Story_COL","Jay Bruce_NYM","Robinson Cano_SEA","Jean Segura_SEA","David Dahl_COL","George Springer_HOU","DJ LeMahieu_COL","Carlos Gonzalez_COL","Jason Heyward_CHC","Addison Russell_CHC","Mark Reynolds_COL","Albert Almora_CHC","Willson Contreras_CHC","Jon Jay_CHC","Buster Posey_SF","Yoenis Cespedes_NYM","Michael Conforto_NYM","Hunter Pence_SF","Matt Kemp_ATL","Kyle Seager_SEA","Miguel Montero_CHC","Khris Davis_OAK","Alex Bregman_HOU","Evan Gattis_HOU","Maikel Franco_PHI","Ian Happ_CHC","Gerardo Parra_COL","Albert Pujols_LAA","Rajai Davis_OAK","Jose Reyes_NYM","Carlos Beltran_HOU","Tommy La Stella_CHC","Brandon Belt_SF","Cesar Hernandez_PHI","Ryon Healy_OAK","Josh Reddick_HOU","Tommy Joseph_PHI","Odubel Herrera_PHI","Mitch Haniger_SEA","Aaron Altherr_PHI","Stephen Cardullo_COL","Raimel Tapia_COL","Kole Calhoun_LAA","Yonder Alonso_OAK","David Wright_NYM","Eduardo Nunez_SF","Asdrubal Cabrera_NYM","Brandon Crawford_SF","Brandon Phillips_ATL","Ender Inciarte_ATL","Norichika Aoki_HOU","Marwin Gonzalez_HOU","Dustin Garneau_COL","Pat Valaika_COL","CJ Cron_LAA","Cameron Maybin_LAA","Marcus Semien_OAK","Lucas Duda_NYM","Neil Walker_NYM","Denard Span_SF","Adonis Garcia_ATL","Brian McCann_HOU","Nick Markakis_ATL","Danny Valencia_SEA","Howie Kendrick_PHI","Freddy Galvis_PHI","Tom Murphy_COL","Luis Valbuena_LAA","Trevor Plouffe_OAK","Joe Panik_SF","Curtis Granderson_NYM","Wilmer Flores_NYM","Yuli Gurriel_HOU","Dansby Swanson_ATL","Rhys Hoskins_PHI","Taylor Motter_SEA","Leonys Martin_SEA","Jefry Marte_LAA","Stephen Vogt_OAK","Cameron Rupp_PHI","Michael Saunders_PHI","Christian Arroyo_SF","Jace Peterson_ATL","Daniel Nava_PHI","Andrew Knapp_PHI","Jarrod Dyson_SEA","Daniel Vogelbach_SEA","Mark Canha_OAK","Yunel Escobar_LAA","Josh Phegley_OAK","Ben Revere_LAA","Matt Joyce_OAK","Jarrett Parker_SF","Tyler Flowers_ATL","Danny Santana_ATL","Mike Zunino_SEA","Ben Gamel_SEA","Tony Wolters_COL","Eloy Jimenez_CHC","Andrelton Simmons_LAA","Jed Lowrie_OAK","Nick Hundley_SF","Derek Fisher_HOU","Danny Espinosa_LAA","Travis d'Arnaud_NYM","Mac Williamson_SF","Micah Johnson_ATL","Brock Stassi_PHI","Guillermo Heredia_SEA","Cristhian Adames_COL","Ryan Hanigan_COL","Jake Smolinski_OAK","Ryan LaMarre_OAK","TJ Rivera_NYM","Kelby Tomlinson_SF","Brandon Nimmo_NYM","Gorkys Hernandez_SF","Rio Ruiz_ATL","Jake Marisnick_HOU","Shawn O'Malley_SEA","Andres Blanco_PHI","Alexi Amarista_COL","Bruce Maxwell_OAK","Aaron Hill_SF","Carlos Ruiz_SEA","Boog Powell_SEA","Juan Lagares_NYM","Kurt Suzuki_ATL","Tuffy Gosewisch_SEA","Adam Rosales_OAK","Conor Gillaspie_SF","Matt Reynolds_NYM","Kevin Plawecki_NYM","Rene Rivera_NYM","Ty Kelly_PHI","Justin Ruggiano_SF","Drew Stubbs_SF","Gavin Cecchini_NYM","Mike Freeman_SEA","Chad Pinder_OAK","Martin Maldonado_LAA","Juan Graterol_LAA","Michael Morse_SF","Tony Kemp_HOU","Anthony Recker_ATL","Carlos Perez_LAA","Jaff Decker_OAK","Tim Federowicz_SF","Emilio Bonifacio_ATL","Cliff Pennington_LAA","Matt Olson_OAK","Chris Marrero_SF","Johan Camargo_ATL","Lane Adams_ATL"
29,29,0,0,0,0,22,0,0,0,26,0,21,0,0,0,0,0,0,0,0,24,27,0,13,21,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,0,0,0,0,22,0,0,0,26,0,21,0,0,0,0,0,0,0,0,24,27,0,13,21,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,29,28,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,27,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28,29,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,27,25,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,26,0,10,0,0,0,0,0,0,0,0,26,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,3,0,0,0,4,0,0,0,0
0,0,0,0,0,28,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,0,0,0,0,0,0,24,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,0,0,0,0,22,0,0,0,21,0,14,0,0,0,0,0,0,0,0,19,20,0,7,15,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,6,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,7,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,25,0,0,27,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,0,0,0,0,0,0,23,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
