"Place_lo","Place_hi","Payout"
"1","1","150000"
"2","2","1e+05"
"3","3","70000"
"4","4","50000"
"5","5","30000"
"6","6","20000"
"7","8","10000"
"9","10","7000"
"11","15","5000"
"16","20","4000"
"21","25","3500"
"26","35","3000"
"36","50","2500"
"51","75","2000"
"76","109","1500"
"110","159","1200"
"160","261","1000"
"262","441","850"
