"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Wil Myers",4500,"SD@SF 10:15PM ET",9.304,"SD","SF",8.3,7.4,8.24,8,"3","3",0
"SS","Corey Seager",4300,"PHI@LAD 10:10PM ET",9.304,"LAD","PHI",9.87,8.9,8.58,8.7,"2","2",8
"OF","Hunter Pence",3900,"SD@SF 10:15PM ET",6.364,"SF","SD",7.28,7.8,8.79,7.3,"x","3",2
"C","Buster Posey",3800,"SD@SF 10:15PM ET",6.867,"SF","SD",NA,NA,NA,NA,"4","x",NA
"3B","Maikel Franco",3700,"PHI@LAD 10:10PM ET",7.526,"PHI","LAD",7.92,6.2,7.04,6.3,"4","4",2
"1B","Brandon Belt",3700,"SD@SF 10:15PM ET",8.19,"SF","SD",6.97,8.9,9.44,8.1,"2","2",17
"3B","Eduardo Nunez",3700,"SD@SF 10:15PM ET",6.19,"SF","SD",NA,NA,NA,NA,"6","x",NA
"1B","Adrian Gonzalez",3600,"PHI@LAD 10:10PM ET",4.87,"LAD","PHI",7.27,7.7,7.18,7.5,"4","4",3
"OF","Yasiel Puig",3600,"PHI@LAD 10:10PM ET",7.739,"LAD","PHI",NA,NA,NA,NA,"6","x",NA
"OF","Denard Span",3600,"SD@SF 10:15PM ET",4,"SF","SD",NA,NA,NA,NA,"1","x",NA
"2B/3B","Logan Forsythe",3500,"PHI@LAD 10:10PM ET",5.4,"LAD","PHI",NA,0,NA,0,"x","x",NA
"OF","Odubel Herrera",3500,"PHI@LAD 10:10PM ET",7.105,"PHI","LAD",6.62,6.8,8.15,7.5,"3","3",3
"OF","Joc Pederson",3500,"PHI@LAD 10:10PM ET",5.632,"LAD","PHI",NA,0,NA,0,"x","x",NA
"2B","Joe Panik",3500,"SD@SF 10:15PM ET",6.81,"SF","SD",5.31,7.9,6.68,6.4,"3","1",8
"1B","Tommy Joseph",3400,"PHI@LAD 10:10PM ET",5.176,"PHI","LAD",5.75,5.1,6.68,5.8,"x","7",0
"3B","Justin Turner",3400,"PHI@LAD 10:10PM ET",8.429,"LAD","PHI",7,7.1,8.11,7.8,"3","3",15
"SS","Brandon Crawford",3400,"SD@SF 10:15PM ET",6.238,"SF","SD",NA,NA,NA,NA,"5","x",NA
"C","Yasmani Grandal",3200,"PHI@LAD 10:10PM ET",5.65,"LAD","PHI",5.93,7.4,8.07,5.9,"5","5",2
"2B","Chase Utley",3200,"PHI@LAD 10:10PM ET",2.063,"LAD","PHI",5.33,6.1,5.32,4.6,"7","6",3
"OF","Franklin Gutierrez",3200,"PHI@LAD 10:10PM ET",3.143,"LAD","PHI",NA,0,NA,0,"x","x",NA
"OF","Michael Saunders",3200,"PHI@LAD 10:10PM ET",5.579,"PHI","LAD",6.25,5.9,6.99,6.3,"x","5",3
"1B","Cody Bellinger",3100,"PHI@LAD 10:10PM ET",2.333,"LAD","PHI",4.88,7.5,1.79,2,"1","7",10
"2B/SS","Chris Taylor",3100,"PHI@LAD 10:10PM ET",5.857,"LAD","PHI",NA,0,1.61,0.4,"x","x",NA
"OF","Aaron Altherr",3100,"PHI@LAD 10:10PM ET",8.538,"PHI","LAD",5.41,6,7.17,1.4,"2","6",0
"3B","Ryan Schimpf",3100,"SD@SF 10:15PM ET",5.55,"SD","SF",6.49,6.5,6.35,5.6,"x","5",16
"SS","Christian Arroyo",3100,"SD@SF 10:15PM ET",6.333,"SF","SD",4.62,6.1,6.67,4.3,"x","5",14
"OF","Jarrett Parker",3100,"SD@SF 10:15PM ET",2.667,"SF","SD",NA,0,NA,0,"x","x",NA
"2B","Cesar Hernandez",3000,"PHI@LAD 10:10PM ET",10.684,"PHI","LAD",6.86,6.7,7.46,7.1,"1","1",5
"SS","Freddy Galvis",3000,"PHI@LAD 10:10PM ET",6.842,"PHI","LAD",5,5.7,5.83,5.5,"7","2",14
"OF","Howie Kendrick",3000,"PHI@LAD 10:10PM ET",8.5,"PHI","LAD",NA,0,NA,0,"x","x",NA
"OF","Trayce Thompson",3000,"PHI@LAD 10:10PM ET",0,"LAD","PHI",NA,0,NA,0,"x","x",NA
"C","Nick Hundley",3000,"SD@SF 10:15PM ET",4.615,"SF","SD",NA,6,1.72,0.9,"x","7",0
"2B","Yangervis Solarte",3000,"SD@SF 10:15PM ET",7.565,"SD","SF",6.9,6.8,7.21,6.5,"4","4",6
"C","Austin Barnes",2900,"PHI@LAD 10:10PM ET",6.222,"LAD","PHI",NA,0,1.69,0.4,"x","x",NA
"1B","Rhys Hoskins",2900,"PHI@LAD 10:10PM ET",0,"PHI","LAD",NA,0,NA,0,"x","x",NA
