"Khris Davis_OAK","Andrew McCutchen_PIT","Jonathan Villar_MIL","Ryan Braun_MIL","Jed Lowrie_OAK","Jose Abreu_CWS","Travis Shaw_MIL","Starling Marte_PIT","Ryon Healy_OAK","Franklin Barreto_OAK","Matt Chapman_OAK","Yoan Moncada_CWS","Josh Bell_PIT","Melky Cabrera_CWS","Yonder Alonso_OAK","Josh Harrison_PIT","Tyler Saladino_CWS","Stephen Vogt_MIL","Eric Thames_MIL","Tommy Joseph_PHI","Aaron Altherr_PHI","Adam Frazier_PIT","Todd Frazier_CWS","Marcus Semien_OAK","Alen Hanson_CWS","Adam Engel_CWS","Chris Davis_BAL","Domingo Santana_MIL","John Jaso_PIT","Yolmer Sanchez_CWS","Manny Pina_MIL","Hernan Perez_MIL","Manny Machado_BAL","Avisail Garcia_CWS","Adam Jones_BAL","Mark Trumbo_BAL","Jesus Aguilar_MIL","Jonathan Schoop_BAL","Cesar Hernandez_PHI","Adam Rosales_OAK","Matt Joyce_OAK","Mark Canha_OAK","Jaycob Brugman_OAK","Renato Nunez_OAK","Charlie Tilson_CWS","Tim Anderson_CWS","Gregory Polanco_PIT","Jose Osuna_PIT","Rajai Davis_OAK","Joey Wendle_OAK","Eric Sogard_MIL","Orlando Arcia_MIL","Trey Mancini_BAL","Daniel Nava_PHI","Jordy Mercer_PIT","Andrew Knapp_PHI","Matt Davidson_CWS","Leury Garcia_CWS","Jacob May_CWS","Kevan Smith_CWS","Keon Broxton_MIL","Howie Kendrick_PHI","Maikel Franco_PHI","Jake Smolinski_OAK","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Welington Castillo_BAL","Joey Rickard_BAL","Lewis Brinson_MIL","Francisco Cervelli_PIT","David Freese_PIT","Freddy Galvis_PHI","Elias Diaz_PIT","Nick Williams_PHI","Cody Asche_CWS","Willy Garcia_CWS","Matt Olson_OAK","Seth Smith_BAL","Michael Reed_MIL","Danny Ortiz_PIT","Kevin Newman_PIT","Geovany Soto_CWS","Kirk Nieuwenhuis_MIL","Caleb Joseph_BAL","Andrew Susac_MIL","Brett Phillips_MIL","Cameron Perkins_PHI","Craig Gentry_BAL","JJ Hardy_BAL","Jacob Nottingham_MIL","Ryan Cordell_MIL","Phil Gosselin_PIT","Chris Bostick_PIT","Scott Kingery_PHI","Jett Bandy_MIL","Corey Ray_MIL","Odubel Herrera_PHI","Jacob Stallings_PIT","Josh Phegley_OAK","Omar Narvaez_CWS","Chad Pinder_OAK","Gift Ngoepe_PIT","Brock Stassi_PHI","Cameron Rupp_PHI","Roman Quinn_PHI","Rhys Hoskins_PHI","Jaff Decker_OAK","Andres Blanco_PHI","Grant Green_CWS","Zack Collins_CWS","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Hyun Soo Kim_BAL","Luis Sardinas_BAL","Max Moroff_PIT","John Bormann_PIT","Ty Kelly_PHI","Jorge Alfaro_PHI","Chris Stewart_PIT","Ruben Tejada_BAL","David Washington_BAL","Anthony Santander_BAL"
63.1547339593114,0,0,0,0.215384615384615,0,0,0,-0.166812993854258,-5,-35,0,0,0,-5.14880952380952,0,0,0,0,0,0,0,0,-2.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.18085106382979,7.62390572390572,-1.14619883040936,-1.5625,0,0,0,0,0,-0.803986710963455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11.1090909090909,0,0,0,0,0,0,0,0,0,0,-45.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16666666666667,0,8.49831932773109,0,0,0,0,0,-8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61.5633098852277,0,0,0,0,0,10.8272727272727,0,0,0,0,-0.375,0,0,4.22890025575448,0,0,0,0,0,3.96425120772947,0,0,0,0,0,0,6.33465608465608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.93928571428571,26.1571428571429,0,0,0,0,0,0,9.4151747655584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96843853820598,14.3011764705882,0,2.90659340659341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,0,7.3,0,0,0
0,0,67.9905660377358,-15.9060846560847,0,0,-0.753030303030303,0,0,0,0,0,0,0,0,0,0,-21,1.46068660022148,0,0,0,0,0,0,0,0,-1.37020202020202,0,0,29.8061538461538,9.93168168168168,0,0,0,0,10.8455882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5,1.09343434343434,0,0,0,0,0,0,0,0,10.1289198606272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,0,0,5.90769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-15.9060846560847,63.1572580645161,0,0,-16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,23.2050264550265,0,0,0,0,0,0,0,0,9.38923076923077,0,0,20.8300653594771,3.45906432748538,0,0,0,0,33.75,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4.16502463054187,0,0,0,0,0,0,0,0,-19.3115942028986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.0833333333333,0,0,0,0,0,0,0,0,0,0,0,44.2435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.215384615384615,0,0,0,52.4012291483758,0,0,0,18.843253968254,-1.85,15,0,0,0,12.3650217706821,0,0,0,0,0,0,0,0,32.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.81183932346723,-3.92634252539913,-6.71345029239766,3.35164835164835,0,0,0,0,0,9.75961538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3.65277777777778,0,0,0,0,0,0,0,0,0,0,-5.78571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52173913043478,0,5.44516129032258,0,0,0,0,0,-7.13636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,57.5861283643892,0,0,0,0,0,0,0,20.2104895104895,0,0,6.625,0,0,0,0,0,3.08728813559322,0,24.9642857142857,-16.0041666666667,0,0,0,8.99365079365079,0,0,0,11.6425171866737,0,0,0,0,0,0,0,0,0,0,0,4.27796610169491,0,0,0,0,0,0,0,0,0,0,19.6776470588235,-10.2682926829268,1.98214285714286,4.08990147783251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8076923076923,-0.484210526315789,0,0,0,0,0,-12.8055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18092691622103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.753030303030303,-16.6666666666667,0,0,73.6177884615385,0,0,0,0,0,0,0,0,0,0,-94.5,12.8925979680697,0,0,0,0,0,0,0,0,0.894412191582003,0,0,6.77272727272727,0.132404181184669,0,0,0,0,27.6736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0526315789474,-0.549001814882033,0,0,0,0,0,0,0,0,10.699564586357,0,0,0,0,0,0,0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75,0,0,0,0,0,0,0,0,0,0,0,-13.5747126436782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.8272727272727,0,0,0,0,0,107.672727272727,0,0,0,0,23.4166666666667,0,0,22.5833333333333,0,0,0,0,0,40.4027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.97619047619048,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.25,-21.5416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0
-0.166812993854258,0,0,0,18.843253968254,0,0,0,78.3273291925466,-13,155,0,0,0,13.5707070707071,0,0,0,0,0,0,0,0,16.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28115942028986,7.65166908563135,-0.644736842105263,3.25,0,0,0,0,0,4.95426829268293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2.61111111111111,0,0,0,0,0,0,0,0,0,0,-29.2545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57977207977208,0,-9.67983193277311,0,0,0,0,0,10.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,0,0,0,-1.85,0,0,0,-13,48.3333333333333,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8333333333333,20.4,0,42.25,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1666666666667,0,0,0,0,0,0,0,0,0,0,95.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
