"Bryce Harper_WAS","Trea Turner_WAS","Nolan Arenado_COL","Daniel Murphy_WAS","Charlie Blackmon_COL","Ryan Zimmerman_WAS","Carlos Gonzalez_COL","Adam Eaton_WAS","Trevor Story_COL","DJ LeMahieu_COL","Anthony Rendon_WAS","Mark Reynolds_COL","Ian Desmond_COL","Jayson Werth_WAS","David Dahl_COL","Matt Wieters_WAS","Adam Lind_WAS","Gerardo Parra_COL","Michael Taylor_WAS","Stephen Cardullo_COL","Raimel Tapia_COL","Dustin Garneau_COL","Stephen Drew_WAS","Corey Seager_LAD","Buster Posey_SF","Hunter Pence_SF","Tom Murphy_COL","Wilmer Difo_WAS","Chris Heisey_WAS","Brandon Belt_SF","Eduardo Nunez_SF","Pat Valaika_COL","Denard Span_SF","Tony Wolters_COL","Joe Panik_SF","Jose Lobaton_WAS","Adrian Gonzalez_LAD","Logan Forsythe_LAD","Brandon Crawford_SF","Joc Pederson_LAD","Yasiel Puig_LAD","Justin Turner_LAD","Cristhian Adames_COL","Christian Arroyo_SF","Jarrett Parker_SF","Alexi Amarista_COL","Nick Hundley_SF","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Mac Williamson_SF","Grant Green_WAS","Cody Bellinger_LAD","Kelby Tomlinson_SF","Chris Taylor_LAD","Austin Barnes_LAD","Trayce Thompson_LAD","Andrew Toles_LAD","Rob Segedin_LAD","Gorkys Hernandez_SF","Conor Gillaspie_SF","Andre Ethier_LAD","Scott Van Slyke_LAD","Kike Hernandez_LAD","Drew Stubbs_SF","Tim Federowicz_SF","Aaron Hill_SF","Chris Marrero_SF","Brett Eibner_LAD"
164.367647058824,47.8333333333333,0,-1.075,0,68.0274725274725,0,49.9916666666667,0,0,30.9047619047619,0,0,7.5,0,16.4807692307692,-87,0,2,0,0,0,97.9166666666667,0,0,0,0,48.8571428571429,-137.5,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.8333333333333,247.071428571429,0,84.4285714285714,0,7.82142857142857,0,21.2142857142857,0,0,10.0238095238095,0,0,-17.2619047619048,0,-4.86666666666667,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,71.3552631578947,0,-5.13157894736842,0,-7.00584795321637,0,6.01169590643275,-10.1754385964912,0,4.45029239766082,0,0,0,0,0,5.43956043956044,0,14.05,0,12.0714285714286,0,0,0,0,0,0,0,0,0,0,0,-3.26282051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.075,84.4285714285714,0,113.404411764706,0,-4.08791208791209,0,-15.0416666666667,0,0,-9.75714285714286,0,0,18.1758241758242,0,25.8560606060606,0,0,-2,0,0,0,-81.25,0,0,0,0,-8.45238095238095,-11,0,0,0,0,0,0,-13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-5.13157894736842,0,62.1157894736842,0,25.1169590643275,0,5.54385964912281,2.3187134502924,0,13.8771929824561,0,0,0,0,0,20.6648351648352,0,5.4,0,14.8809523809524,0,0,0,0,0,0,0,0,0,0,0,32.0769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.0274725274725,7.82142857142857,0,-4.08791208791209,0,79.9714285714286,0,15.2967032967033,0,0,-3.21794871794872,0,0,1.11363636363636,0,-1.56818181818182,0,0,10.6666666666667,0,0,0,145.833333333333,0,0,0,0,34.2,0,0,0,0,0,0,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-7.00584795321637,0,25.1169590643275,0,23.4795321637427,0,3.86601307189542,2.17647058823529,0,3.19607843137255,0,0,0,0,0,10.2564102564103,0,-7.66666666666667,0,-1.6,0,0,0,0,0,0,0,0,0,0,0,9.62179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.9916666666667,21.2142857142857,0,-15.0416666666667,0,15.2967032967033,0,45.6911764705882,0,0,8.21428571428571,0,0,-1.15384615384615,0,10.7179487179487,-8.67361737988404e-19,0,-4,0,0,0,89.5833333333333,0,0,0,0,19.8333333333333,0,0,0,0,0,0,0,-23.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.01169590643275,0,5.54385964912281,0,3.86601307189542,0,39.0350877192982,-3.35294117647059,0,13.3398692810458,0,0,0,0,0,12.1346153846154,0,-10.25,0,2.76190476190476,0,0,0,0,0,0,0,0,0,0,0,4.10606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-10.1754385964912,0,2.3187134502924,0,2.17647058823529,0,-3.35294117647059,44.1345029239766,0,12,0,0,0,0,0,-4.90384615384615,0,2.5,0,7.88095238095238,0,0,0,0,0,0,0,0,0,0,0,-0.151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.9047619047619,10.0238095238095,0,-9.75714285714286,0,-3.21794871794872,0,8.21428571428571,0,0,18.6958333333333,0,0,-0.424242424242424,0,-8.69090909090909,-26,0,3,0,0,0,25,0,0,0,0,5.52380952380952,-11,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4.45029239766082,0,13.8771929824561,0,3.19607843137255,0,13.3398692810458,12,0,82.8771929824561,0,0,0,0,0,0.519230769230769,0,0.1,0,19.4,0,0,0,0,0,0,0,0,0,0,0,13.7884615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,-17.2619047619048,0,18.1758241758242,0,1.11363636363636,0,-1.15384615384615,0,0,-0.424242424242424,0,0,23.5164835164835,0,23.5363636363636,12,0,0,0,0,0,33.3333333333333,0,0,0,0,-4.95,0,0,0,0,0,0,0,1.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.4807692307692,-4.86666666666667,0,25.8560606060606,0,-1.56818181818182,0,10.7179487179487,0,0,-8.69090909090909,0,0,23.5363636363636,0,49.9358974358974,0,0,-5,0,0,0,8.33333333333333,0,0,0,0,2.86666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-87,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-26,0,0,12,0,0,28,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.43956043956044,0,20.6648351648352,0,10.2564102564103,0,12.1346153846154,-4.90384615384615,0,0.519230769230769,0,0,0,0,0,50.2252747252747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
