"Charlie Blackmon_COL","Nolan Arenado_COL","Anthony Rizzo_CHC","Kris Bryant_CHC","Mark Reynolds_COL","Carlos Gonzalez_COL","Randal Grichuk_STL","DJ LeMahieu_COL","Matt Carpenter_STL","Jedd Gyorko_STL","Trevor Story_COL","Ian Desmond_COL","Dexter Fowler_STL","David Dahl_COL","Aledmys Diaz_STL","Freddie Freeman_ATL","Javier Baez_CHC","Stephen Piscotty_STL","Corey Seager_LAD","Kyle Schwarber_CHC","Brandon Phillips_ATL","Matt Kemp_ATL","Ben Zobrist_CHC","Kolten Wong_STL","Ender Inciarte_ATL","Gerardo Parra_COL","Buster Posey_SF","Cody Bellinger_LAD","Yadier Molina_STL","Hunter Pence_SF","Ian Happ_CHC","Eduardo Nunez_SF","Jhonny Peralta_STL","Tommy Pham_STL","Pat Valaika_COL","Brandon Belt_SF","Greg Garcia_STL","Joe Panik_SF","Yasmani Grandal_LAD","Jose Martinez_STL","Stephen Cardullo_COL","Raimel Tapia_COL","Denard Span_SF","Jason Heyward_CHC","Chris Taylor_LAD","Yasiel Puig_LAD","Dustin Garneau_COL","Magneuris Sierra_STL","Harrison Bader_STL","Brandon Crawford_SF","Dansby Swanson_ATL","Justin Turner_LAD","Logan Forsythe_LAD","Willson Contreras_CHC","Albert Almora_CHC","Tom Murphy_COL","Carson Kelly_STL","Nick Markakis_ATL","Matt Adams_ATL","Addison Russell_CHC","Eric Fryer_STL","Tony Wolters_COL","Tyler Flowers_ATL","Adonis Garcia_ATL","Adrian Gonzalez_LAD","Franklin Gutierrez_LAD","Joc Pederson_LAD","Alexi Amarista_COL","Jarrett Parker_SF","Miguel Montero_CHC","Jon Jay_CHC","Kurt Suzuki_ATL","Chase Utley_LAD","Trayce Thompson_LAD","Jeimer Candelario_CHC","Nick Hundley_SF","Mac Williamson_SF","Kike Hernandez_LAD","Andrew Toles_LAD","Austin Barnes_LAD","Ryan Hanigan_COL","Cristhian Adames_COL","Danny Santana_ATL","Kelby Tomlinson_SF","Christian Arroyo_SF","Rob Segedin_LAD","Tommy La Stella_CHC","Jace Peterson_ATL","Micah Johnson_ATL","Andre Ethier_LAD","Aaron Hill_SF","Justin Ruggiano_SF","Rio Ruiz_ATL","Scott Van Slyke_LAD","Gorkys Hernandez_SF","Conor Gillaspie_SF","Michael Morse_SF","Tim Federowicz_SF","Eloy Jimenez_CHC","Anthony Recker_ATL","Chris Marrero_SF","Brett Eibner_LAD","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
69.1060975609756,0.269871794871795,0,0,5.36190476190476,11.9345661450925,0,-0.391891891891892,0,0,4.35185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.269871794871795,62.8269454123113,0,0,11.1846846846847,3.79374110953058,0,1.41835357624831,0,0,5.03571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,67.5987804878049,5.57539118065434,0,0,0,0,0,0,0,0,0,0,0,0,-6.82758620689655,0,0,8.54201680672269,0,0,6.36781609195402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9211822660099,0,0,0,0,0,0,0,0,0,22.9630541871921,0,0,0,0,0,5.76470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.57539118065434,83.9203778677463,0,0,0,0,0,0,0,0,0,0,0,0,8.755291005291,0,0,15.3522727272727,0,0,14.6305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1564039408867,0,0,0,0,0,0,0,0,0,13.4501424501425,0,0,0,0,0,21.7647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.36190476190476,11.1846846846847,0,0,68.5156472261735,-1.77361853832442,0,10.1386554621849,0,0,10.7569230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.9345661450925,3.79374110953058,0,0,-1.77361853832442,34.7989203778677,0,12.1492063492063,0,0,8.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64935064935065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,43.5587301587302,0,4.40524193548387,-13.6623931623932,0,0,-0.315270935960591,0,14.1996434937611,0,0,-3.68577075098814,0,0,0,0,0,1.7487684729064,0,0,0,0,3.45738636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.391891891891892,1.41835357624831,0,0,10.1386554621849,12.1492063492063,0,49.8230769230769,0,0,4.93230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.08695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.40524193548387,0,45.8618618618619,12.8505747126437,0,0,-15.7264367816092,0,20.4375,0,0,1.22077922077922,0,0,0,0,0,-2.80689655172414,0,0,0,0,3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-13.6623931623932,0,12.8505747126437,66.4667338709677,0,0,-6.39166666666667,0,21.8448275862069,0,0,8.33333333333333,0,0,0,0,0,8.245,0,0,0,0,1.48602150537634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
