"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Chris Sale","Trevor Cahill","Evan Gattis","Kendrys Morales","Jose Altuve","Chase Headley","Carlos Correa","George Springer","Andrew Benintendi","Carlos Beltran"
"2","Chris Sale","Trevor Cahill","Salvador Perez","Hanley Ramirez","Marco Hernandez","Chase Headley","Xander Bogaerts","Mookie Betts","George Springer","Andrew Benintendi"
"3","Chris Sale","James Paxton","Travis d'Arnaud","Jay Bruce","Neil Walker","Chase Headley","Asdrubal Cabrera","George Springer","Andrew Benintendi","Michael Conforto"
"4","Chris Sale","James Paxton","Sandy Leon","Justin Smoak","Marco Hernandez","Marwin Gonzalez","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Matt Joyce"
"5","Chris Sale","Tyler Chatwood","Russell Martin","Kendrys Morales","Jose Altuve","Chris Coghlan","Carlos Correa","Jose Bautista","Andrew Benintendi","Kevin Pillar"
"6","Chris Sale","James Paxton","Geovany Soto","Matt Holliday","Starlin Castro","Chase Headley","Didi Gregorius","Andrew Benintendi","Brett Gardner","Michael Conforto"
"7","Chris Sale","Tyler Chatwood","Evan Gattis","Yuli Gurriel","Jose Altuve","Marwin Gonzalez","Carlos Correa","Andrew Benintendi","Lorenzo Cain","Michael Conforto"
"8","Chris Sale","James Paxton","Austin Romine","Chris Carter","Rougned Odor","Chase Headley","Asdrubal Cabrera","Andrew Benintendi","Brett Gardner","Aaron Hicks"
"9","Chris Sale","James Paxton","Travis d'Arnaud","Justin Smoak","Jose Altuve","Chris Coghlan","Carlos Correa","George Springer","Carlos Beltran","Jake Marisnick"
"10","Chris Sale","Trevor Cahill","Evan Gattis","Matt Holliday","Starlin Castro","Chase Headley","Didi Gregorius","Mookie Betts","George Springer","Aaron Judge"
"11","Chris Sale","Trevor Cahill","Evan Gattis","Mike Napoli","Rougned Odor","Joey Gallo","Elvis Andrus","Mookie Betts","Andrew Benintendi","Carlos Gomez"
"12","Chris Sale","James Paxton","Travis d'Arnaud","Chris Carter","Starlin Castro","Joey Gallo","Didi Gregorius","Andrew Benintendi","Aaron Judge","Aaron Hicks"
"13","Chris Sale","Tyler Chatwood","Sandy Leon","Kendrys Morales","Marco Hernandez","Chase Headley","Xander Bogaerts","Jackie Bradley","Jose Bautista","Andrew Benintendi"
"14","James Paxton","Tyler Chatwood","Evan Gattis","Mitch Moreland","Jose Altuve","Joey Gallo","Carlos Correa","Mookie Betts","George Springer","Carlos Beltran"
"15","James Paxton","Ervin Santana","Evan Gattis","Hanley Ramirez","Marco Hernandez","Joey Gallo","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Michael Conforto"
"16","Chris Sale","Trevor Cahill","Jonathan Lucroy","Hanley Ramirez","Jose Altuve","Joey Gallo","Elvis Andrus","Mookie Betts","Nomar Mazara","Delino DeShields"
"17","Chris Sale","Trevor Cahill","Russell Martin","Hanley Ramirez","Devon Travis","Chris Coghlan","Trea Turner","Mookie Betts","Jose Bautista","Kevin Pillar"
"18","Chris Sale","Tyler Chatwood","Austin Romine","Matt Holliday","Starlin Castro","Chase Headley","Aledmys Diaz","Mookie Betts","Brett Gardner","Lorenzo Cain"
"19","Chris Sale","Trevor Cahill","Jonathan Lucroy","Hanley Ramirez","Rougned Odor","Chase Headley","Trea Turner","Shin-Soo Choo","Carlos Gomez","Delino DeShields"
"20","Chris Sale","James Paxton","Austin Barnes","Kendrys Morales","Chris Taylor","Justin Turner","Didi Gregorius","Andrew Benintendi","Yasiel Puig","Franklin Gutierrez"
"21","Chris Sale","Trevor Cahill","Russell Martin","Hanley Ramirez","Jose Altuve","Alex Bregman","Trea Turner","George Springer","Carlos Beltran","Jake Marisnick"
"22","Chris Sale","James Paxton","Travis d'Arnaud","Mike Napoli","Rougned Odor","Joey Gallo","Asdrubal Cabrera","Shin-Soo Choo","Carlos Gomez","Matt Joyce"
"23","Chris Sale","James Paxton","Evan Gattis","Yuli Gurriel","Jose Altuve","Miguel Rojas","Carlos Correa","Carlos Beltran","Delino DeShields","Matt Joyce"
"24","Chris Sale","James Paxton","Salvador Perez","Eric Hosmer","Whit Merrifield","Chase Headley","Asdrubal Cabrera","Andrew Benintendi","Lorenzo Cain","Jorge Bonifacio"
