"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Chris Sale","Trevor Cahill","Evan Gattis","Kendrys Morales","Jose Altuve","Chase Headley","Carlos Correa","George Springer","Andrew Benintendi","Carlos Beltran"
"2","Chris Sale","Trevor Cahill","Evan Gattis","Hanley Ramirez","Marco Hernandez","Marwin Gonzalez","Xander Bogaerts","Mookie Betts","George Springer","Andrew Benintendi"
"3","Chris Sale","James Paxton","Travis d'Arnaud","Jay Bruce","Neil Walker","Marwin Gonzalez","Asdrubal Cabrera","Mookie Betts","Andrew Benintendi","Michael Conforto"
"4","Chris Sale","Trevor Cahill","Russell Martin","Kendrys Morales","Jose Altuve","Chris Coghlan","Trea Turner","Mookie Betts","Jose Bautista","Kevin Pillar"
"5","Chris Sale","James Paxton","Sandy Leon","Justin Smoak","Marco Hernandez","Chris Coghlan","Xander Bogaerts","Mookie Betts","Andrew Benintendi","Matt Joyce"
"6","Chris Sale","James Paxton","Geovany Soto","Matt Holliday","Starlin Castro","Chase Headley","Didi Gregorius","Andrew Benintendi","Brett Gardner","Michael Conforto"
"7","Chris Sale","James Paxton","Travis d'Arnaud","Justin Smoak","Jose Altuve","Chris Coghlan","Carlos Correa","George Springer","Carlos Beltran","Jake Marisnick"
"8","Chris Sale","Trevor Cahill","Evan Gattis","Matt Holliday","Starlin Castro","Chase Headley","Didi Gregorius","Mookie Betts","George Springer","Aaron Judge"
"9","Chris Sale","James Paxton","Austin Romine","Chris Carter","Jose Altuve","Chase Headley","Tim Beckham","Andrew Benintendi","Brett Gardner","Aaron Hicks"
"10","James Paxton","Tyler Chatwood","Evan Gattis","Hanley Ramirez","Jose Altuve","Cheslor Cuthbert","Carlos Correa","Mookie Betts","George Springer","Carlos Beltran"
"11","Chris Sale","Trevor Cahill","Evan Gattis","Mike Napoli","Rougned Odor","Joey Gallo","Elvis Andrus","Mookie Betts","Andrew Benintendi","Carlos Gomez"
"12","Chris Sale","James Paxton","Russell Martin","Josh Bell","Devon Travis","Chris Coghlan","Asdrubal Cabrera","Jose Bautista","Andrew Benintendi","Kevin Pillar"
"13","Chris Sale","James Paxton","Evan Gattis","Chris Carter","Starlin Castro","Chris Coghlan","Didi Gregorius","Andrew Benintendi","Aaron Judge","Aaron Hicks"
"14","Corey Kluber","Tyler Chatwood","Sandy Leon","Kendrys Morales","Marco Hernandez","Chase Headley","Xander Bogaerts","Mookie Betts","George Springer","Andrew Benintendi"
