"Place_lo","Place_hi","Payout"
"1","1","600"
"2","2","450"
"3","3","350"
"4","4","250"
"5","5","200"
"6","6","150"
"7","8","100"
"9","10","75"
"11","15","60"
"16","25","50"
"26","35","40"
"36","50","30"
"51","70","25"
"71","145","20"
