"Bryce Harper_WAS","Mookie Betts_BOS","Trea Turner_WAS","Anthony Rizzo_CHC","Kris Bryant_CHC","Daniel Murphy_WAS","Lorenzo Cain_KC","Joey Votto_CIN","Logan Morrison_TB","Xander Bogaerts_BOS","Ryan Zimmerman_WAS","Steven Souza_TB","Corey Dickerson_TB","Yangervis Solarte_SD","Wil Myers_SD","Ian Happ_CHC","Giancarlo Stanton_MIA","Anthony Rendon_WAS","Jackie Bradley_BOS","Andrew Benintendi_BOS","Ben Zobrist_CHC","Billy Hamilton_CIN","Mike Moustakas_KC","Willson Contreras_CHC","Adam Duvall_CIN","Michael Taylor_WAS","Christian Yelich_MIA","Hunter Renfroe_SD","Scooter Gennett_CIN","Adam Eaton_WAS","Whit Merrifield_KC","Dee Gordon_MIA","Justin Bour_MIA","Eric Hosmer_KC","Colby Rasmus_TB","Scott Schebler_CIN","Brad Miller_TB","Mallex Smith_TB","Adam Lind_WAS","Dustin Pedroia_BOS","Salvador Perez_KC","Jason Heyward_CHC","Addison Russell_CHC","Evan Longoria_TB","Zack Cozart_CIN","Eugenio Suarez_CIN","Marcell Ozuna_MIA","Jose Pirela_SD","Hanley Ramirez_BOS","Mitch Moreland_BOS","Ryan Schimpf_SD","Javier Baez_CHC","Kyle Schwarber_CHC","Trevor Plouffe_TB","Wilson Ramos_TB","Devin Mesoraco_CIN","Tim Beckham_TB","Kevin Kiermaier_TB","Jayson Werth_WAS","Brian Goodwin_WAS","Jorge Soler_KC","Jon Jay_CHC","Phillip Ervin_CIN","Ryan Raburn_WAS","Matt Wieters_WAS","Alex Dickerson_SD","Franchy Cordero_SD","Manuel Margot_SD","Jose Peraza_CIN","Matt Duffy_TB","Albert Almora_CHC","Daniel Robertson_TB","Tyler Moore_MIA","JT Realmuto_MIA","Chris Young_BOS","Brock Holt_BOS","Jorge Bonifacio_KC","Cheslor Cuthbert_KC","Miguel Montero_CHC","Jeimer Candelario_CHC","Austin Hedges_SD","Mark Zagunis_CHC","Arismendy Alcantara_CIN","Martin Prado_MIA","Paulo Orlando_KC","Billy Burns_KC","Travis Jankowski_SD","Cory Spangenberg_SD","Jake Bauers_TB","Derek Dietrich_MIA","Pablo Sandoval_BOS","Matt Szczur_SD","Peter Bourjos_TB","Jesse Winker_CIN","Brandon Moss_KC","Alex Gordon_KC","Steve Selsky_BOS","Marco Hernandez_BOS","Chase d'Arnaud_SD","Tommy La Stella_CHC","Allen Cordoba_SD","Stephen Drew_WAS","Alcides Escobar_KC","Ryan O'Hearn_KC","Christian Bethancourt_SD","Jose Rondon_SD","Luis Urias_SD","Rickie Weeks_TB","Jesus Sucre_TB","JT Riddle_MIA","Sandy Leon_BOS","Deven Marrero_BOS","Terrance Gore_KC","Sam Travis_BOS","Erick Aybar_SD","Derek Norris_TB","Curt Casali_TB","Wilmer Difo_WAS","Christian Vazquez_BOS","Patrick Kivlehan_CIN","Ichiro Suzuki_MIA","Chris Heisey_WAS","Destin Hood_MIA","Tomas Telis_MIA","Jabari Blash_SD","Carlos Asuaje_SD","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","Pedro Severino_WAS","Raul Mondesi_KC","Hector Sanchez_SD","Michael Martinez_TB","AJ Ellis_MIA","Rafael Bautista_WAS","Josh Rutledge_BOS","Eloy Jimenez_CHC","Shane Peterson_TB","Mike Aviles_MIA","Jose Lobaton_WAS","Drew Butera_KC","Tucker Barnhart_CIN","Nick Senzel_CIN","Ramon Torres_KC","Hunter Dozier_KC","Luis Torrens_SD","Taylor Featherston_TB","Willy Adames_TB","Stuart Turner_CIN","Grant Green_WAS","Miguel Rojas_MIA"
96.9104010025063,0,27.3212121212121,0,0,10.3529411764706,0,0,0,0,27.5478723404255,0,0,0,0,0,0,27.7533333333333,0,0,0,0,0,0,0,27.7846153846154,0,0,0,53.8235294117647,0,0,0,0,0,0,0,0,-27.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.065873015873,20.3333333333333,0,0,0,9.15,21.9601328903654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.4761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6666666666667,0,0,0,-35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8956043956044,0,0,0,0,0,0,0,0,0,0,0
0,94.4243551587302,0,0,0,0,0,0,0,12.6199453551913,0,0,0,0,0,0,0,0,8.19430272108844,27.8422077922078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4113475177305,0,0,0,0,0,0,0,0,7.68815987933635,5.27676767676768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.982905982906,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9387351778656,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,17.5426136363636,19.5810276679842,0,33.75,0,0,0,0,0.709677419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.470355731225296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.3212121212121,0,91.5279034690799,0,0,19.172525439408,0,0,0,0,11.6,0,0,0,0,0,0,-17.3990338164251,0,0,0,0,0,0,0,14.3493909191584,0,0,0,28.9444444444444,0,0,0,0,0,0,0,0,-40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.524064171122995,0.801282051282051,0,0,0,8.6,0.327327327327327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.23809523809524,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23333333333333,0,0,0,0,0,0,0,0,0,0,0
0,0,0,68.6507936507936,13.7109877264757,0,0,0,0,0,0,0,0,0,0,22.3723076923077,0,0,0,0,5.12458471760797,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3690476190476,3.51795918367347,0,0,0,0,0,0,0,0,0.614975845410628,7.79058823529412,0,0,0,0,0,0,0,0,22.9268774703557,0,0,0,0,0,0,0,0,-7.28042328042328,0,0,0,0,0,0,0,5.41578947368421,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13.7109877264757,76.7220338983051,0,0,0,0,0,0,0,0,0,0,25.4112554112554,0,0,0,0,17.4738675958188,0,0,13.1408536585366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6063829787234,13.0704787234043,0,0,0,0,0,0,0,0,10.9712070874862,3.29255319148936,0,0,0,0,0,0,0,0,12.2450592885375,0,0,0,0,0,0,0,0,24.0326086956522,0,0,0,0,0,0,0,23.0894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.3529411764706,0,19.172525439408,0,0,73.7180883242589,0,0,0,0,11.2734693877551,0,0,0,0,0,0,10.6644042232278,0,0,0,0,0,0,0,22.3317073170732,0,0,0,8.59803921568627,0,0,0,0,0,0,0,0,35.6346153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.502024291498,45.4090909090909,0,0,0,28.25,19.9195121951219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2444444444444,0,0,0,-12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742647058823529,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,59.1249359959037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51948051948052,0,0,0,0,0,0,0,3.56648936170213,0,0,4.86123911930364,0,0,0,0,0,0,12.2424812030075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.17073170731707,6.79411764705882,0,0,0,0,0,0,-0.354545454545455,0,0,0,0,0,0,0,0,0,-1.89676113360324,9.02976190476191,0,0,0,0,0,0,8.49487967229903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.94444444444444,0,0,0,0,0,0,0,0,0,8.71428571428571,0,0,35,0,0,0,0,0,0,0
0,0,0,0,0,0,0,53.9962703962704,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.88276836158192,0,0,-2.20056497175141,0,0,0,-6.33903133903134,0,0,0,0,0,0,3.70056497175141,0,0,0,0,0,0,0,0,5.73905723905724,-2.35273224043716,0,0,0,0,0,0,0,0,0,-1.48616600790514,0,0,0,0,0,0,0,0,0,0,0,0,13.2168322618352,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.711111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47435897435897,0,0,0,0,0,0,5.33333333333333,0,0
0,0,0,0,0,0,0,0,64.354802259887,0,0,15.3657474600871,14.0012987012987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.2008547008547,0,23.6177248677249,-3.20588235294118,0,0,0,0,0,19.1525423728814,0,0,0,0,0,0,0,0,0,0,0,0,-14.0823529411765,2.69946808510638,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.55060728744939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.7333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7692307692308,15.6470588235294,0,0,0,0,0,0,7.9883855981417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58333333333333,0,0,0,0,-8.66666666666667,0,0,0,0,0,0,0,0,-15,0,0,0,0
0,12.6199453551913,0,0,0,0,0,0,0,56.5711263881544,0,0,0,0,0,0,0,0,7.66751700680272,17.0737246680643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28405797101449,0,0,0,0,0,0,0,0,-1.88612368024133,11.0714804063861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9547619047619,0,0,0,0,0,0,-0.151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,16.8991935483871,33.1660079051383,0,69.75,0,0,0,0,-2.07126436781609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8814229249012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
