"Place_lo","Place_hi","Payout"
"1","1","75"
"2","2","50"
"3","3","30"
"4","4","20"
"5","5","15"
"6","6","10"
"7","8","8"
"9","10","6"
"11","15","5"
"16","25","4"
"26","45","3"
"46","75","2.5"
"76","135","2"
"136","210","1.5"
"211","362","1"
"363","612","0.75"
