"Mike Trout_LAA","Miguel Cabrera_DET","Justin Upton_DET","Joey Votto_CIN","Ian Kinsler_DET","Billy Hamilton_CIN","Albert Pujols_LAA","JD Martinez_DET","Nicholas Castellanos_DET","Hunter Pence_SF","Eduardo Nunez_SF","Buster Posey_SF","Adam Duvall_CIN","Kole Calhoun_LAA","Brandon Belt_SF","Eugenio Suarez_CIN","Yunel Escobar_LAA","Alex Avila_DET","CJ Cron_LAA","Zack Cozart_CIN","Luis Valbuena_LAA","Cameron Maybin_LAA","Tyler Collins_DET","Denard Span_SF","Joe Panik_SF","Christian Arroyo_SF","Jim Adduci_DET","Jefry Marte_LAA","James McCann_DET","Brandon Crawford_SF","Victor Martinez_DET","Andrew Romine_DET","Jose Peraza_CIN","Ben Revere_LAA","Scooter Gennett_CIN","Jarrett Parker_SF","Scott Schebler_CIN","Andrelton Simmons_LAA","Nick Hundley_SF","Danny Espinosa_LAA","Arismendy Alcantara_CIN","Mac Williamson_SF","Aaron Hill_SF","Gorkys Hernandez_SF","Kelby Tomlinson_SF","Jesse Winker_CIN","Phillip Ervin_CIN","JaCoby Jones_DET","Conor Gillaspie_SF","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Justin Ruggiano_SF","Drew Stubbs_SF","Devin Mesoraco_CIN","Martin Maldonado_LAA","Juan Graterol_LAA","Jose Iglesias_DET","Michael Morse_SF","Tucker Barnhart_CIN","Carlos Perez_LAA","Tim Federowicz_SF","Patrick Kivlehan_CIN","Cliff Pennington_LAA","Chris Marrero_SF","Stuart Turner_CIN"
32.6177248677249,0,0,0,0,0,14.0698005698006,0,0,0,0,0,0,7.78769230769231,0,0,3.48290598290598,0,0,0,0,-1.78947368421053,0,0,0,0,0,-1.71428571428571,0,0,0,0,0,15.4636363636364,0,0,0,-2.76780626780627,0,6.80434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.83201581027668,0,0,0,0,0,0,0,0,0,0
0,51.1633986928105,12.6416666666667,0,-0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34615384615385,0,0,0,0,0,-1.59090909090909,0,-4.95833333333333,-19.5604395604396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0416666666667,0,0,0,0,0,0,0,0
0,12.6416666666667,64.1666666666667,0,25.1473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5980392156863,0,0,0,0,0,10.3,0,3.14229249011858,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34502923976608,0,0,0,0,0,0,0,0
0,0,0,61.7903225806452,0,-0.851724137931035,0,0,0,0,0,0,-3.01108374384236,0,0,4.62192118226601,0,0,0,6.02645502645503,0,0,0,0,0,0,0,0,0,0,0,0,7.04433497536946,0,0,0,0.189655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2034632034632,0,0,0,0,0,0
0,-0.0769230769230769,25.1473684210526,0,49.8961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7333333333333,0,0,0,0,0,33.3269230769231,0,12.7316017316017,27.6217948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,0,0,0,0,0,0,0,0
0,0,0,-0.851724137931035,0,76.2402298850575,0,0,0,0,0,0,15.3447293447293,0,0,26.3119658119658,0,0,0,9.29230769230769,0,0,0,0,0,0,0,0,0,0,0,0,36.0925925925926,0,0,0,0.105911330049261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.381578947368421,0,0,0,0,0,0
14.0698005698006,0,0,0,0,0,37.7161290322581,0,0,0,0,0,0,-3.52216748768473,0,0,14.0666666666667,0,0,0,0,-1.2481884057971,0,0,0,0,0,-3.59047619047619,0,0,0,0,0,7.92307692307692,0,0,0,7.73103448275862,0,-2.94166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51666666666667,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,27.8618951612903,10.8827586206897,13.2119565217391,0,0,3.13359788359788,0,0,0,0,0,0,0,0,0,8.12807881773399,0,0,0,0,15.9542483660131,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17279411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10.8827586206897,38.6088709677419,-5.15076923076923,0,0,8.41269841269841,0,0,0,0,0,0,0,0,0,11.429802955665,0,0,0,0,11.9477124183007,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28104575163399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13.2119565217391,-5.15076923076923,38.4615384615385,0,0,-1.62252964426877,0,0,0,0,0,0,0,0,0,-6.66798418972332,0,0,0,0,0.807692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.2058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-3.01108374384236,0,15.3447293447293,0,0,0,0,0,0,77.820197044335,0,0,10.7384615384615,0,0,0,-8.83384615384615,0,0,0,0,0,0,0,0,0,0,0,0,25.8953846153846,0,0,0,-2.51566951566952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0672514619883,0,0,0,0,0,0
