"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,738560102,"GetDisWork (3/3)",0,206.45,"P Carlos Martínez P Matt Moore C Yadier Molina 1B Matt Carpenter 2B Daniel Murphy 3B José Ramírez SS Christian Arroyo OF Tyler Collins OF Bryce Harper OF Adam Eaton",NA,"Carlos Martínez","76.19%",18.7
2,738540047,"lgbekillinem",0,188.45,"P Carlos Martínez P Matt Moore C Kurt Suzuki 1B Matt Carpenter 2B Daniel Murphy 3B Jedd Gyorko SS Trea Turner OF Tyler Collins OF Matt Kemp OF Bryce Harper",NA,"Corey Kluber","41.37%",26.55
3,738470788,"SaahilSud (41/65)",0,185.45,"P Carlos Martínez P Matt Moore C Alex Avila 1B Adam Lind 2B Daniel Murphy 3B Maikel Franco SS Trea Turner OF Tyler Collins OF Jayson Werth OF Adam Eaton",NA,"Alex Avila","36.36%",2
4,738363695,"Shyam",0,185.25,"P Corey Kluber P Carlos Martínez C Kurt Suzuki 1B José Martínez 2B Daniel Murphy 3B Nolan Arenado SS Trea Turner OF Tyler Collins OF Adam Eaton OF Kiké Hernández",NA,"Bryce Harper","33.63%",22
5,738496869,"Chaimkazen (8/8)",0,183.8,"P R.A. Dickey P Matt Moore C Yadier Molina 1B Matt Carpenter 2B Daniel Murphy 3B Jedd Gyorko SS Trea Turner OF Daniel Nava OF Jayson Werth OF Bryce Harper",NA,"Trea Turner","30.06%",19
6,738362766,"Dinkpiece (1/6)",0,180.45,"P Carlos Martínez P Matt Moore C Alex Avila 1B Freddie Freeman 2B Daniel Murphy 3B Chris Coghlan SS Trea Turner OF Tyler Collins OF Bryce Harper OF Adam Eaton",NA,"Jedd Gyorko","27.46%",2
7,738492290,"Bhav1k (1/2)",0,179.5,"P Justin Verlander P Mike Fiers C Kurt Suzuki 1B Adam Lind 2B Daniel Murphy 3B Justin Turner SS Trea Turner OF Jim Adduci OF Bryce Harper OF Adam Eaton",NA,"Nolan Arenado","25.62%",14
8,738362769,"Dinkpiece (4/6)",0,178.45,"P Carlos Martínez P Matt Moore C Alex Avila 1B Adam Lind 2B Daniel Murphy 3B Chris Coghlan SS Trea Turner OF Tyler Collins OF Bryce Harper OF Adam Eaton",NA,"Jay Bruce","23.99%",5
8,738503504,"monds6 (4/4)",0,178.45,"P Carlos Martínez P Matt Moore C Alex Avila 1B Adam Lind 2B Daniel Murphy 3B Chris Coghlan SS Trea Turner OF Tyler Collins OF Bryce Harper OF Adam Eaton",NA,"Nicholas Castellanos","22.62%",2
10,738453947,"ImaDonk11 (1/3)",0,177.75,"P Gio González P Matt Moore C Matt Wieters 1B Matt Carpenter 2B Daniel Murphy 3B Jedd Gyorko SS Aledmys Díaz OF Dexter Fowler OF Jayson Werth OF Bryce Harper",NA,"Giancarlo Stanton","21.65%",7
11,738508451,"Dingfer",0,176.75,"P Edinson Volquez P Gio González C Yadier Molina 1B Matt Carpenter 2B Daniel Murphy 3B Jedd Gyorko SS Trea Turner OF Randal Grichuk OF Giancarlo Stanton OF Bryce Harper",NA,"Tyler Collins","20.69%",17
12,738313185,"Awesemo (10/65)",0,176.7,"P Carlos Martínez P Gio González C Matt Wieters 1B Alex Avila 2B Daniel Murphy 3B Justin Turner SS Trea Turner OF Tyler Collins OF Bryce Harper OF Adam Eaton",NA,"Matt Carpenter","19.89%",27
13,738537903,"fallfromgrace (5/65)",0,176.45,"P Carlos Martínez P Matt Moore C Matt Wieters 1B Justin Bour 2B Daniel Murphy 3B Nicholas Castellanos SS Trea Turner OF Tyler Collins OF Jayson Werth OF Adam Eaton",NA,"Ian Kinsler","19.67%",0
14,738394037,"SamENole (1/3)",0,176.3,"P Justin Verlander P Matt Moore C Alex Avila 1B Adam Lind 2B Daniel Murphy 3B Nicholas Castellanos SS Wilmer Difo OF Tyler Collins OF Jayson Werth OF Bryce Harper",NA,"Daniel Murphy","19.59%",30
15,738438511,"Sneak40oz (7/9)",0,176.05,"P Jeremy Hellickson P Matt Moore C Kurt Suzuki 1B Freddie Freeman 2B Daniel Murphy 3B José Ramírez SS Trea Turner OF Matt Kemp OF Odúbel Herrera OF Adam Eaton",NA,"Michael Brantley","18.18%",0
16,738478547,"maineventers (3/4)",0,173.25,"P Corey Kluber P Carlos Martínez C Alex Avila 1B Matt Carpenter 2B Daniel Murphy 3B Jedd Gyorko SS Trea Turner OF Tyler Collins OF Adam Eaton OF Kiké Hernández",NA,"Matt Moore","17.61%",26.75
16,738494591,"Jflash29x",0,173.25,"P Corey Kluber P Carlos Martínez C Kurt Suzuki 1B Matt Carpenter 2B Jedd Gyorko 3B Nolan Arenado SS Francisco Lindor OF Dexter Fowler OF Adam Eaton OF Kiké Hernández",NA,"Matt Harvey","17.61%",-6.25
