"Place_lo","Place_hi","Payout"
"1","1","10000"
"2","2","7500"
"3","3","5000"
"4","4","4000"
"5","5","3000"
"6","6","2000"
"7","8","1500"
"9","10","1000"
"11","15","700"
"16","20","500"
"21","30","400"
"31","40","300"
"41","50","250"
"51","75","200"
"76","100","175"
"101","150","150"
"151","230","125"
"231","367","100"
"368","572","85"
