P,P,C,1B,2B,3B,SS,OF,OF,OF
Chris Sale,Asher Wojciechowski,Mike Zunino,Danny Valencia,Yangervis Solarte,Nolan Arenado,Jean Segura,Nelson Cruz,Guillermo Heredia,Andrew McCutchen
Chris Sale,Dinelson Lamet,Mike Zunino,Danny Valencia,DJ LeMahieu,Kyle Seager,Tim Beckham,Nelson Cruz,Kevin Pillar,Guillermo Heredia
Robbie Ray,Dinelson Lamet,Mike Zunino,Danny Valencia,Robinson Cano,Josh Donaldson,Jean Segura,Nelson Cruz,Kevin Kiermaier,Kevin Pillar
Jeff Samardzija,Dinelson Lamet,Mike Zunino,Danny Valencia,DJ LeMahieu,Nolan Arenado,Jean Segura,Nelson Cruz,Corey Dickerson,Jarrod Dyson
Chris Sale,Dinelson Lamet,Mike Zunino,Danny Valencia,Robinson Cano,Evan Longoria,Allen Cordoba,Nelson Cruz,Jarrod Dyson,Andrew McCutchen
Chris Sale,Dinelson Lamet,Russell Martin,Danny Valencia,Cliff Pennington,Josh Donaldson,Jean Segura,Nelson Cruz,Jarrod Dyson,Guillermo Heredia
Chris Sale,Asher Wojciechowski,Mike Zunino,Danny Valencia,Robinson Cano,Kyle Seager,Alcides Escobar,Nelson Cruz,Corey Dickerson,Kevin Kiermaier
Robbie Ray,Jeff Samardzija,Mike Zunino,Danny Valencia,Rougned Odor,Evan Longoria,Jean Segura,Nelson Cruz,Shin-Soo Choo,Guillermo Heredia
Chris Sale,Asher Wojciechowski,Salvador Perez,Danny Valencia,Rougned Odor,Kyle Seager,Jean Segura,Nelson Cruz,Shin-Soo Choo,Jarrod Dyson
Jeff Samardzija,Dinelson Lamet,Russell Martin,Danny Valencia,Robinson Cano,Kyle Seager,Jean Segura,Charlie Blackmon,Nelson Cruz,Shin-Soo Choo
Robbie Ray,Dinelson Lamet,Jonathan Lucroy,Danny Valencia,Jose Altuve,Kyle Seager,Jean Segura,Nelson Cruz,Corey Dickerson,Guillermo Heredia
Robbie Ray,Asher Wojciechowski,Mike Zunino,Danny Valencia,Robinson Cano,Nolan Arenado,Trevor Story,Charlie Blackmon,Nelson Cruz,Jarrod Dyson
Vince Velasquez,Dinelson Lamet,Salvador Perez,Danny Valencia,Robinson Cano,Nolan Arenado,Jean Segura,Nelson Cruz,Jose Bautista,Guillermo Heredia
Justin Verlander,Dinelson Lamet,Mike Zunino,Danny Valencia,Rougned Odor,Kyle Seager,Jean Segura,Nelson Cruz,Jose Bautista,Christian Yelich
Chris Sale,Dinelson Lamet,Mike Zunino,Danny Valencia,Yangervis Solarte,Kyle Seager,Jean Segura,Josh Reddick,Kevin Kiermaier,Jarrod Dyson
Chris Sale,Jeff Samardzija,Mike Zunino,Danny Valencia,Cesar Hernandez,Cory Spangenberg,Alcides Escobar,Nelson Cruz,Jarrod Dyson,Guillermo Heredia
Chris Sale,Dinelson Lamet,Mike Zunino,Danny Valencia,Robinson Cano,Manny Machado,Jean Segura,Christian Yelich,Guillermo Heredia,Patrick Kivlehan
Robbie Ray,Jeff Samardzija,Mike Zunino,Danny Valencia,Robinson Cano,Kyle Seager,Tim Beckham,Nelson Cruz,Josh Reddick,Christian Yelich
Jeff Samardzija,Vince Velasquez,Mike Zunino,Danny Valencia,Jose Altuve,Kyle Seager,Jean Segura,Nelson Cruz,Justin Upton,Kevin Pillar
Justin Verlander,Dinelson Lamet,Mike Zunino,Danny Valencia,Robinson Cano,Nicholas Castellanos,Trevor Story,Nelson Cruz,Steven Souza,Guillermo Heredia
Justin Verlander,Asher Wojciechowski,Gary Sanchez,Danny Valencia,Robinson Cano,Evan Longoria,Jean Segura,Nelson Cruz,Kevin Kiermaier,Guillermo Heredia
Robbie Ray,Dinelson Lamet,Mike Zunino,Danny Valencia,Brian Dozier,Kyle Seager,Carlos Correa,Bryce Harper,Nelson Cruz,Jarrod Dyson
Jose Quintana,Dinelson Lamet,Mike Zunino,Danny Valencia,Brian Dozier,Adrian Beltre,Jean Segura,Charlie Blackmon,Nelson Cruz,Guillermo Heredia
Chris Sale,Asher Wojciechowski,Jonathan Lucroy,Danny Valencia,Robinson Cano,Manny Machado,Tim Beckham,Nelson Cruz,Jarrod Dyson,Guillermo Heredia
Robbie Ray,Dinelson Lamet,Ryan Hanigan,Danny Valencia,DJ LeMahieu,Nolan Arenado,Trevor Story,Nelson Cruz,Carlos Gonzalez,Guillermo Heredia
Robbie Ray,Asher Wojciechowski,Mike Zunino,Danny Valencia,DJ LeMahieu,Kyle Seager,Jean Segura,Nelson Cruz,Mookie Betts,Steven Souza
