P,P,C,1B,2B,3B,SS,OF,OF,OF
Chris Sale,Dinelson Lamet,Russell Martin,Danny Valencia,Robinson Cano,Kyle Seager,Allen Cordoba,Nelson Cruz,Guillermo Heredia,Andrew McCutchen
Robbie Ray,Dinelson Lamet,Jonathan Lucroy,Danny Valencia,Robinson Cano,Kyle Seager,Jean Segura,Nelson Cruz,Kevin Kiermaier,Kevin Pillar
Chris Sale,Asher Wojciechowski,Salvador Perez,Danny Valencia,Robinson Cano,Kyle Seager,Jean Segura,Nelson Cruz,Christian Yelich,Patrick Kivlehan
Chris Sale,Dinelson Lamet,Mike Zunino,Justin Smoak,DJ LeMahieu,Kyle Seager,Tim Beckham,Nelson Cruz,Jarrod Dyson,Guillermo Heredia
Chris Sale,Asher Wojciechowski,Mike Zunino,Ian Desmond,Robinson Cano,Kyle Seager,Alcides Escobar,Nelson Cruz,Kevin Kiermaier,Guillermo Heredia
Robbie Ray,Asher Wojciechowski,Gary Sanchez,Danny Valencia,Robinson Cano,Kyle Seager,Trevor Story,Nelson Cruz,Corey Dickerson,Guillermo Heredia
Chris Sale,Dinelson Lamet,Mike Zunino,Danny Valencia,Devon Travis,Josh Donaldson,Troy Tulowitzki,Nelson Cruz,Kevin Pillar,Ezequiel Carrera
Jeff Samardzija,Jose Berrios,Russell Martin,Danny Valencia,Robinson Cano,Kyle Seager,Jean Segura,Nelson Cruz,Corey Dickerson,Howie Kendrick
Jeff Samardzija,Dinelson Lamet,Mike Zunino,Logan Morrison,Robinson Cano,Kyle Seager,Trevor Story,Charlie Blackmon,Nelson Cruz,Guillermo Heredia
Justin Verlander,Jeff Samardzija,Austin Hedges,Danny Valencia,Robinson Cano,Kyle Seager,Tim Beckham,Nelson Cruz,Kevin Pillar,Guillermo Heredia
Chris Sale,Asher Wojciechowski,Jesus Sucre,Danny Valencia,Daniel Robertson,Evan Longoria,Jean Segura,Nelson Cruz,Corey Dickerson,Kevin Kiermaier
Robbie Ray,Jeff Samardzija,Mike Zunino,Ian Desmond,Jose Altuve,Kyle Seager,Allen Cordoba,Nelson Cruz,Jarrod Dyson,Guillermo Heredia
Vince Velasquez,Ivan Nova,Gary Sanchez,Danny Valencia,Robinson Cano,Kyle Seager,Jean Segura,Nelson Cruz,Jose Bautista,Andrew McCutchen
Chris Sale,Dinelson Lamet,Mike Zunino,Danny Valencia,Jonathan Schoop,Manny Machado,JJ Hardy,Nelson Cruz,Mark Trumbo,Seth Smith
Robbie Ray,Vince Velasquez,Mike Zunino,Kendrys Morales,Robinson Cano,Kyle Seager,Troy Tulowitzki,Nelson Cruz,Kevin Pillar,Guillermo Heredia
Chris Sale,Dinelson Lamet,Salvador Perez,Eric Hosmer,Robinson Cano,Mike Moustakas,Alcides Escobar,Nelson Cruz,Lorenzo Cain,Guillermo Heredia
Jose Quintana,Vince Velasquez,Jonathan Lucroy,Danny Valencia,Robinson Cano,Kyle Seager,Alcides Escobar,Charlie Blackmon,Nelson Cruz,Guillermo Heredia
Chris Sale,Asher Wojciechowski,Mike Zunino,Danny Valencia,Jose Altuve,Alex Bregman,Carlos Correa,George Springer,Josh Reddick,Guillermo Heredia
Jose Quintana,Gio Gonzalez,Ryan Hanigan,Danny Valencia,Robinson Cano,Kyle Seager,Jean Segura,Nelson Cruz,Josh Reddick,Lorenzo Cain
Chris Sale,Asher Wojciechowski,Mike Zunino,Logan Morrison,Rougned Odor,Evan Longoria,Tim Beckham,Nelson Cruz,Steven Souza,Colby Rasmus
Justin Verlander,Jose Berrios,Mike Zunino,Justin Smoak,Robinson Cano,Kyle Seager,Allen Cordoba,Nelson Cruz,Corey Dickerson,Guillermo Heredia
Chris Sale,Dinelson Lamet,Jesus Sucre,Danny Valencia,Daniel Robertson,Josh Donaldson,Tim Beckham,Nelson Cruz,Steven Souza,Colby Rasmus
Justin Verlander,Vince Velasquez,Mike Zunino,Wil Myers,Yangervis Solarte,Kyle Seager,Trevor Story,Nelson Cruz,Jarrod Dyson,Guillermo Heredia
Chris Sale,Dinelson Lamet,Francisco Cervelli,Danny Valencia,Gift Ngoepe,David Freese,Jean Segura,Nelson Cruz,Andrew McCutchen,Jose Osuna
Robbie Ray,Dinelson Lamet,Brian McCann,Danny Valencia,Jose Altuve,Nolan Arenado,Carlos Correa,Nelson Cruz,Josh Reddick,Carlos Beltran
Chris Sale,Dinelson Lamet,Mike Zunino,Wil Myers,Yangervis Solarte,Cory Spangenberg,Jean Segura,Nelson Cruz,Hunter Renfroe,Franchy Cordero
Gio Gonzalez,Jose Berrios,Salvador Perez,Danny Valencia,Robinson Cano,Kyle Seager,Trea Turner,Nelson Cruz,Jose Bautista,Guillermo Heredia
Chris Sale,Vince Velasquez,Mike Zunino,Danny Valencia,Whit Merrifield,Mike Moustakas,Alcides Escobar,Nelson Cruz,Lorenzo Cain,Alex Gordon
Justin Verlander,Michael Wacha,Brian McCann,Danny Valencia,Robinson Cano,Kyle Seager,Jean Segura,Nelson Cruz,Seth Smith,Kole Calhoun
