"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Clayton Kershaw",13000,"KC@LAD 04:10PM ET",27.528,"LAD"
"SP","Corey Kluber",12400,"DET@CLE 08:08PM ET",27.581,"CLE"
"SP","Madison Bumgarner",12200,"MIA@SF 04:05PM ET",20.813,"SF"
"SP","Alex Wood",11600,"KC@LAD 04:10PM ET",22.66,"LAD"
"SP","Zack Greinke",11200,"CIN@ARI 04:10PM ET",22.455,"ARI"
"SP","Carlos Carrasco",11000,"DET@CLE 08:08PM ET",20.712,"CLE"
"SP","Robbie Ray",10500,"CIN@ARI 04:10PM ET",24.018,"ARI"
"SP","Johnny Cueto",10400,"MIA@SF 04:05PM ET",14.853,"SF"
"SP","Rich Hill",10200,"KC@LAD 04:10PM ET",16.554,"LAD"
"SP","Danny Salazar",9700,"DET@CLE 08:08PM ET",14.196,"CLE"
"SP","Jeff Samardzija",9400,"MIA@SF 04:05PM ET",15.786,"SF"
"SP","Jason Vargas",9200,"KC@LAD 04:10PM ET",18.344,"KC"
"SP","Sonny Gray",9000,"OAK@SEA 04:10PM ET",16.415,"OAK"
"SP","Michael Fulmer",8600,"DET@CLE 08:08PM ET",18.391,"DET"
"SP","James Paxton",8500,"OAK@SEA 04:10PM ET",19.771,"SEA"
"SP","Justin Verlander",8300,"DET@CLE 08:08PM ET",13.606,"DET"
"SP","Drew Smyly",8200,"OAK@SEA 04:10PM ET",0,"SEA"
"SP","Zack Godley",8200,"CIN@ARI 04:10PM ET",18.063,"ARI"
"SP","Julio Urias",8200,"KC@LAD 04:10PM ET",4.74,"LAD"
"SP","Hisashi Iwakuma",8100,"OAK@SEA 04:10PM ET",7.858,"SEA"
"SP","Jesse Hahn",8000,"OAK@SEA 04:10PM ET",9.425,"OAK"
"SP","Jharel Cotton",8000,"OAK@SEA 04:10PM ET",12.279,"OAK"
"SP","Dan Straily",8000,"MIA@SF 04:05PM ET",17.294,"MIA"
"SP","Danny Duffy",7900,"KC@LAD 04:10PM ET",15.188,"KC"
"SP","Mike Clevinger",7800,"DET@CLE 08:08PM ET",17.033,"CLE"
"SP","Cody Reed",7500,"CIN@ARI 04:10PM ET",4.529,"CIN"
"SP","Felix Hernandez",7400,"OAK@SEA 04:10PM ET",11.988,"SEA"
"SP","Kenta Maeda",7400,"KC@LAD 04:10PM ET",13.956,"LAD"
"SP","Hyun-Jin Ryu",7400,"KC@LAD 04:10PM ET",12.993,"LAD"
"SP","Trevor Bauer",7300,"DET@CLE 08:08PM ET",14.982,"CLE"
"SP","Anthony DeSclafani",7300,"CIN@ARI 04:10PM ET",0,"CIN"
"SP","Ian Kennedy",7300,"KC@LAD 04:10PM ET",13.247,"KC"
"SP","Wei-Yin Chen",7200,"MIA@SF 04:05PM ET",12.59,"MIA"
