"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",12800,"LAD@Ari 08:10PM ET",27.788,"LAD","Ari",NA,NA,NA,NA,NA
"SP","Corey Kluber",12100,"Cle@CWS 07:10PM ET",20.975,"Cle","CWS",NA,NA,NA,NA,NA
"SP","Carlos Carrasco",10900,"Cle@CWS 07:10PM ET",21.367,"Cle","CWS",20.77,20.5,21.208,19.5,35.6
"SP","Chris Sale",10400,"Bos@Bal 07:05PM ET",34.038,"Bos","Bal",NA,NA,NA,NA,NA
"SP","Danny Salazar",10000,"Cle@CWS 07:10PM ET",22.917,"Cle","CWS",NA,NA,NA,NA,NA
"SP","Yu Darvish",9800,"KC@Tex 08:05PM ET",17.675,"Tex","KC",NA,NA,NA,NA,NA
"SP","Rich Hill",9500,"LAD@Ari 08:10PM ET",11.4,"LAD","Ari",NA,NA,NA,NA,NA
"SP","Aaron Sanchez",9400,"Tor@LAA 09:07PM ET",12.375,"Tor","LAA",NA,NA,NA,NA,NA
"SP","Jose Quintana",9300,"Cle@CWS 07:10PM ET",9.575,"CWS","Cle",NA,NA,NA,NA,NA
"SP","Kenta Maeda",9000,"LAD@Ari 08:10PM ET",10.033,"LAD","Ari",16.37,14.3,16.352,13.8,3.25
"SP","Carlos Rodon",8900,"Cle@CWS 07:10PM ET",0,"CWS","Cle",NA,NA,NA,NA,NA
"SP","David Price",8900,"Bos@Bal 07:05PM ET",0,"Bos","Bal",NA,NA,NA,NA,NA
"SP","Marco Estrada",8900,"Tor@LAA 09:07PM ET",17.65,"Tor","LAA",NA,NA,NA,NA,NA
"SP","Vince Velasquez",8900,"Atl@Phi 07:05PM ET",10.717,"Phi","Atl",NA,NA,NA,NA,NA
"SP","JA Happ",8700,"Tor@LAA 09:07PM ET",16.4,"Tor","LAA",NA,NA,NA,NA,NA
"SP","Cole Hamels",8700,"KC@Tex 08:05PM ET",13.975,"Tex","KC",NA,NA,NA,NA,NA
"SP","Rick Porcello",8600,"Bos@Bal 07:05PM ET",13.413,"Bos","Bal",NA,NA,NA,NA,NA
"SP","Matt Shoemaker",8600,"Tor@LAA 09:07PM ET",11.488,"LAA","Tor",NA,NA,NA,NA,NA
"SP","Garrett Richards",8600,"Tor@LAA 09:07PM ET",16.1,"LAA","Tor",NA,NA,NA,NA,NA
"SP","Marcus Stroman",8600,"Tor@LAA 09:07PM ET",14.233,"Tor","LAA",NA,NA,NA,NA,NA
"SP","Robbie Ray",8600,"LAD@Ari 08:10PM ET",24.017,"Ari","LAD",18.64,17.9,16.915,12.9,11.4
