George Springer_HOU,Jose Altuve_HOU,Carlos Correa_HOU,Marwin Gonzalez_HOU,Mike Trout_LAA,Carlos Beltran_HOU,Dexter Fowler_STL,Matt Carpenter_STL,Tommy Pham_STL,Odubel Herrera_PHI,Stephen Piscotty_STL,Jedd Gyorko_STL,Kole Calhoun_LAA,Albert Pujols_LAA,Evan Gattis_HOU,Yuli Gurriel_HOU,Randal Grichuk_STL,Josh Reddick_HOU,Andrelton Simmons_LAA,Freddy Galvis_PHI,Aaron Altherr_PHI,Cesar Hernandez_PHI,Aledmys Diaz_STL,Cameron Maybin_LAA,Yadier Molina_STL,Tommy Joseph_PHI,Brian McCann_HOU,Howie Kendrick_PHI,Yunel Escobar_LAA,CJ Cron_LAA,Alex Bregman_HOU,Jefry Marte_LAA,Jose Martinez_STL,Maikel Franco_PHI,Derek Fisher_HOU,Magneuris Sierra_STL,Paul DeJong_STL,Daniel Nava_PHI,Andrew Knapp_PHI,Rhys Hoskins_PHI,Jhonny Peralta_STL,Kolten Wong_STL,Greg Garcia_STL,Harrison Bader_STL,Luis Valbuena_LAA,Norichika Aoki_HOU,Ben Revere_LAA,Danny Espinosa_LAA,Jake Marisnick_HOU,Michael Saunders_PHI,Brock Stassi_PHI,Martin Maldonado_LAA,Nolan Fontana_LAA,Carson Kelly_STL,Eric Young_LAA,Andres Blanco_PHI,Eric Fryer_STL,Cameron Rupp_PHI,Shane Robinson_LAA,Juan Graterol_LAA,Carlos Perez_LAA,Chad Huffman_STL,Ty Kelly_PHI,Juan Centeno_HOU,Tony Kemp_HOU,Cliff Pennington_LAA
47.8896103896104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.011975144787638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.042532467532464,0.0,0.0,4.055260617760618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.089803312629394,-3.4823747680890538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.475,0.0,0.0,0.0,-8.214285714285714,0.0,0.0,0.0,0.0,0.0,0.0
0.0,56.71536600120993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,45.16014799154333,0.0,0.0,10.553666748788698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,30.8857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.219047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.57738095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,165.0675641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3904364154364091,0.0,0.0,0.0,0.0,0.0,-24.102816994326428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,10.553666748788698,0.0,0.0,46.52585604472395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,44.979323308270686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.952380952380947
0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.43853820598007,0.0,0.0,0.0,2.3067552602436314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.557082452431287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.03075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.751131221719476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96.0,16.136752136752133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.51923076923077,0.0
