"George Springer_HOU","Jose Altuve_HOU","Carlos Correa_HOU","Marwin Gonzalez_HOU","Mike Trout_LAA","Carlos Beltran_HOU","Dexter Fowler_STL","Matt Carpenter_STL","Tommy Pham_STL","Odubel Herrera_PHI","Stephen Piscotty_STL","Jedd Gyorko_STL","Kole Calhoun_LAA","Albert Pujols_LAA","Evan Gattis_HOU","Yuli Gurriel_HOU","Randal Grichuk_STL","Josh Reddick_HOU","Andrelton Simmons_LAA","Freddy Galvis_PHI","Aaron Altherr_PHI","Cesar Hernandez_PHI","Aledmys Diaz_STL","Cameron Maybin_LAA","Yadier Molina_STL","Tommy Joseph_PHI","Brian McCann_HOU","Howie Kendrick_PHI","Yunel Escobar_LAA","CJ Cron_LAA","Alex Bregman_HOU","Jefry Marte_LAA","Jose Martinez_STL","Maikel Franco_PHI","Derek Fisher_HOU","Magneuris Sierra_STL","Paul DeJong_STL","Daniel Nava_PHI","Andrew Knapp_PHI","Rhys Hoskins_PHI","Jhonny Peralta_STL","Kolten Wong_STL","Greg Garcia_STL","Harrison Bader_STL","Luis Valbuena_LAA","Norichika Aoki_HOU","Ben Revere_LAA","Danny Espinosa_LAA","Jake Marisnick_HOU","Michael Saunders_PHI","Brock Stassi_PHI","Martin Maldonado_LAA","Nolan Fontana_LAA","Carson Kelly_STL","Eric Young_LAA","Andres Blanco_PHI","Eric Fryer_STL","Cameron Rupp_PHI","Shane Robinson_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Chad Huffman_STL","Ty Kelly_PHI","Juan Centeno_HOU","Tony Kemp_HOU","Cliff Pennington_LAA"
76.8141176470588,-0.732941176470588,24.3848484848485,18.747311827957,0,3.69337979094077,0,0,0,0,0,0,0,0,35.1057471264368,0,0,-4.13461538461539,0,0,0,0,0,0,0,0,-1.66137566137566,0,0,0,8.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4795698924731,0,0,-7.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.732941176470588,64.976430976431,-8.58290816326531,-0.633522727272727,0,10.3015151515152,0,0,0,0,0,0,0,0,4.93548387096774,0,0,-8.53276955602537,0,0,0,0,0,0,0,0,-15.4516129032258,0,0,0,10.9978741496599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.78125,0,0,0.828571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0
24.3848484848485,-8.58290816326531,59.0901960784314,16.6724137931034,0,15.219512195122,0,0,0,0,0,0,0,0,17.6942528735632,0,0,18.2585365853659,0,0,0,0,0,0,0,0,-11.8709677419355,0,0,0,9.19343434343434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602150537634409,0,0,10.2352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.747311827957,-0.633522727272727,16.6724137931034,75.3226890756303,0,28.8476923076923,0,0,0,0,0,0,0,0,20.8787878787879,0,0,0.0433333333333333,0,0,0,0,0,0,0,0,-4.92142857142857,0,0,0,4.93349753694581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97953216374269,0,0,-0.549450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.5,0,0
0,0,0,0,50.5264270613108,0,0,0,0,0,0,0,0.496153846153846,9.81906906906907,0,0,0,0,11.0741971207087,0,0,0,0,10.7924369747899,0,0,0,0,2.6551724137931,11.0584795321637,0,13.3116883116883,0,0,0,0,0,0,0,0,0,0,0,0,6.43406593406593,0,21.9125,18.9019607843137,0,0,0,-5.80714285714286,-19.8333333333333,0,0,0,0,0,0,16.55,0,0,0,0,0,12.875
3.69337979094077,10.3015151515152,15.219512195122,28.8476923076923,0,58.5048309178744,0,0,0,0,0,0,0,0,-5.38142292490119,0,0,13.7124624624625,0,0,0,0,0,0,0,0,-16.3945868945869,0,0,0,3.57378048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,-3.84926470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,58.9019426456984,-16.0274390243902,1.77777777777778,0,3.01704545454545,-0.33109243697479,0,0,0,0,-2.4758064516129,0,0,0,0,0,-1.49941927990708,0,2.76480836236934,0,0,0,0,0,0,0,4.17777777777778,0,0,15,3.37777777777778,0,0,0,0.296703296703297,0.58974358974359,18.6410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-16.0274390243902,45.1241496598639,12.4051383399209,0,-2.8,8.53846153846154,0,0,0,0,5.94474153297683,0,0,0,0,0,18.3183831672204,0,4.49418604651163,0,0,0,0,0,0,0,21.625,0,0,-11.6904761904762,-0.777777777777778,0,0,0,11.2909090909091,-1.39247311827957,9.93939393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.77777777777778,12.4051383399209,91.6433333333333,0,-1.93055555555556,11.2186147186147,0,0,0,0,-6.78030303030303,0,0,0,0,0,-12.395256916996,0,-2.78656126482213,0,0,0,0,0,0,0,-0.8,0,0,-2.6,3.75555555555556,0,0,0,-15.6666666666667,5.24545454545455,24.3666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,45.4450354609929,0,0,0,0,0,0,0,0,0,17.0274822695035,16.3529411764706,11.080193236715,0,0,0,7.21646341463415,0,6.96153846153846,0,0,0,0,0,-1.36205073995772,0,0,0,1.83333333333333,-4.69883040935673,0,0,0,0,0,0,0,0,0,0,1.20715249662618,4.14285714285714,0,0,0,0,7.16666666666667,0,6.41009852216749,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.01704545454545,-2.8,-1.93055555555556,0,42.727731092437,6.83333333333333,0,0,0,0,-3.68577075098814,0,0,0,0,0,-0.448275862068966,0,-3.63103448275862,0,0,0,0,0,0,0,-15.75,0,0,0,2.5,0,0,0,3.55555555555556,-9.16428571428571,10.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.33109243697479,8.53846153846154,11.2186147186147,0,6.83333333333333,61.062015503876,0,0,0,0,-11.5,0,0,0,0,0,19.6436699857752,0,3.79358974358974,0,0,0,0,0,0,0,7.84722222222222,0,0,-2.1,5.35714285714286,0,0,0,1.73333333333333,11.04,20.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0
0,0,0,0,0.496153846153846,0,0,0,0,0,0,0,47.6666666666667,-5.2024154589372,0,0,0,0,6.01327742837177,0,0,0,0,1.48648648648649,0,0,0,0,1.96221322537112,9.96842105263158,0,4.58695652173913,0,0,0,0,0,0,0,0,0,0,0,0,-3.32251082251082,0,5.83333333333333,-4.44294871794872,0,0,0,2.7595818815331,11.6666666666667,0,-7.21428571428571,0,0,0,0,2.22222222222222,0,0,0,0,0,15.8833333333333
0,0,0,0,9.81906906906907,0,0,0,0,0,0,0,-5.2024154589372,42.8673469387755,0,0,0,0,7.8031462585034,0,0,0,0,-5.46880570409982,0,0,0,0,10.24893314367,-8.95588235294118,0,-1.28421052631579,0,0,0,0,0,0,0,0,0,0,0,0,-4.8125,0,7.30519480519481,-0.471471471471471,0,0,0,6.76655052264808,0,0,5.66666666666667,0,0,0,0,7.5,0,0,0,0,0,-1.66666666666667
35.1057471264368,4.93548387096774,17.6942528735632,20.8787878787879,0,-5.38142292490119,0,0,0,0,0,0,0,0,48.2459893048128,0,0,3.29333333333333,0,0,0,0,0,0,0,0,-0.0833333333333333,0,0,0,4.23891129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39766081871345,0,0,0.17032967032967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-2.4758064516129,5.94474153297683,-6.78030303030303,0,-3.68577075098814,-11.5,0,0,0,0,42.3400809716599,0,0,0,0,0,13.9428571428571,0,3.62689075630252,0,0,0,0,0,0,0,6.38095238095238,0,0,-19.1666666666667,0,0,0,0,9.35454545454546,1.90344827586207,-10.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.0833333333333,0,0,0,0,0,0,0,0,0
