Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,11056,Antonio Brown,WR,10,PIT,NYJ,0,0,0,0,0,8,106,1,27.60
2,13124,DeMarco Murray,RB,10,DAL,JAX,0,0,0,112,1,3,29,0,26.10
3,13291,Julio Jones,WR,10,ATL,TB,0,0,0,0,0,7,101,1,26.10
4,11197,Demaryius Thomas,WR,10,DEN,OAK,0,0,0,0,0,6,107,1,25.70
5,8914,Jeremy Maclin,WR,10,PHI,CAR,0,0,0,0,0,6,101,1,25.10
6,2699,Matt Forte,RB,10,CHI,GB,0,0,0,83,1,6,46,0,24.90
7,732,Matt Ryan,QB,10,ATL,TB,334,2,1,6,0,0,0,0,23.96
8,11932,LeSean McCoy,RB,10,PHI,CAR,0,0,0,105,1,3,11,0,23.60
9,12386,Marshawn Lynch,RB,10,SEA,NYG,0,0,0,93,1,3,35,0,21.80
10,11063,Emmanuel Sanders,WR,10,DEN,OAK,0,0,0,2,0,6,95,1,21.70
11,13227,Randall Cobb,WR,10,GB,CHI,0,0,0,0,0,6,95,1,21.50
12,4556,Jordy Nelson,WR,10,GB,CHI,0,0,0,0,0,6,92,1,21.20
13,11488,Jimmy Graham,TE,10,NO,SF,0,0,0,0,0,7,81,1,21.10
14,15224,Andre Ellington,RB,10,ARI,LA,0,0,0,74,1,4,34,0,20.80
15,7969,Jamaal Charles,RB,10,KC,BUF,0,0,0,78,1,4,29,0,20.70
16,12845,AJ Green,WR,10,CIN,CLE,0,0,0,0,0,6,86,1,20.60
17,2593,Aaron Rodgers,QB,10,GB,CHI,277,2,0,15,0,0,0,0,20.58
18,14046,Ronnie Hillman,RB,10,DEN,OAK,0,0,0,80,1,4,25,0,20.50
19,7242,Drew Brees,QB,10,NO,SF,294,2,0,1,0,0,0,0,19.86
20,11270,Dez Bryant,WR,10,DAL,JAX,0,0,0,0,0,6,78,1,19.80
21,14967,Le'Veon Bell,RB,10,PIT,NYJ,0,0,0,64,1,4,32,0,19.60
22,16112,Jeremy Hill,RB,10,CIN,CLE,0,0,0,89,1,3,16,0,19.50
23,3807,Ben Roethlisberger,QB,10,PIT,NYJ,272,2,0,5,0,0,0,0,19.38
24,7328,Peyton Manning,QB,10,DEN,OAK,285,2,0,-1,0,0,0,0,19.30
25,6029,Calvin Johnson,WR,10,DET,MIA,0,0,0,0,0,6,68,1,18.80
26,14187,Alshon Jeffery,WR,10,CHI,GB,0,0,0,6,0,5,71,1,18.70
27,1181,Martellus Bennett,TE,10,CHI,GB,0,0,0,0,0,6,67,1,18.70
28,15018,Denard Robinson,RB,10,JAX,DAL,0,0,0,96,1,2,10,0,18.60
29,14242,Rueben Randle,WR,10,NYG,SEA,0,0,0,0,0,6,66,1,18.60
30,15138,Eddie Lacy,RB,10,GB,CHI,0,0,0,76,1,3,18,0,18.40
31,7203,Dwayne Bowe,WR,10,KC,BUF,0,0,0,0,0,6,64,1,18.40
32,9331,Michael Crabtree,WR,10,SF,NO,0,0,0,0,0,6,64,1,18.40
33,13460,Doug Baldwin,WR,10,SEA,NYG,0,0,0,0,0,5,73,1,18.30
34,1658,Greg Olsen,TE,10,CAR,PHI,0,0,0,0,0,6,63,1,18.30
35,16263,Allen Robinson,WR,10,JAX,DAL,0,0,0,0,0,6,62,1,18.20
36,16550,Kelvin Benjamin,WR,10,CAR,PHI,0,0,0,0,0,5,71,1,18.10
37,4358,Steve Smith,WR,10,BAL,TEN,0,0,0,0,0,5,70,1,18
38,13443,Colin Kaepernick,QB,10,SF,NO,245,1,0,41,0,0,0,0,17.90
39,5571,Larry Fitzgerald,WR,10,ARI,LA,0,0,0,0,0,5,69,1,17.90
40,16568,Brandin Cooks,WR,10,NO,SF,0,0,0,4,0,6,55,1,17.90
41,204,Roddy White,WR,10,ATL,TB,0,0,0,0,0,5,67,1,17.70
42,16253,Allen Hurns,WR,10,JAX,DAL,0,0,0,0,0,5,67,1,17.70
43,8415,Mark Sanchez,QB,10,PHI,CAR,257,2,1,4,0,0,0,0,17.68
44,16597,Mike Evans,WR,10,TB,ATL,0,0,0,0,0,5,66,1,17.60
45,16003,Sammy Watkins,WR,10,BUF,KC,0,0,0,0,0,5,66,1,17.60
46,722,Jason Witten,TE,10,DAL,JAX,0,0,0,0,0,5,66,1,17.60
47,9447,Michael Vick,QB,10,NYJ,PIT,256,1,1,43,0,0,0,0,17.54
48,13957,Kendall Wright,WR,10,TEN,BAL,0,0,0,0,0,5,65,1,17.50
49,13027,Julius Thomas,TE,10,DEN,OAK,0,0,0,0,0,5,62,1,17.20
50,13320,Cam Newton,QB,10,CAR,PHI,246,1,0,33,0,0,0,0,17.14
51,11667,Brandon Marshall,WR,10,CHI,GB,0,0,0,0,0,5,61,1,17.10
52,13852,Bobby Rainey,RB,10,TB,ATL,0,0,0,72,1,2,18,0,17
53,11182,Eric Decker,WR,10,NYJ,PIT,0,0,0,0,0,5,60,1,17
54,16142,Terrance West,RB,10,CLE,CIN,0,0,0,63,1,3,15,0,16.80
55,8529,Mike Wallace,WR,10,MIA,DET,0,0,0,0,0,5,58,1,16.80
56,7175,Delanie Walker,TE,10,TEN,BAL,0,0,0,0,0,5,57,1,16.70
57,12830,Torrey Smith,WR,10,BAL,TEN,0,0,0,0,0,4,66,1,16.60
58,14536,Russell Wilson,QB,10,SEA,NYG,206,1,0,43,0,0,0,0,16.54
59,6302,James Jones,WR,10,OAK,DEN,0,0,0,0,0,5,53,1,16.30
60,15782,Larry Donnell,TE,10,NYG,SEA,0,0,0,0,0,5,53,1,16.30
61,16146,Martavis Bryant,WR,10,PIT,NYJ,0,0,0,0,0,4,57,1,15.70
62,8972,Jay Cutler,QB,10,CHI,GB,271,1,1,17,0,0,0,0,15.54
63,13337,Mark Ingram,RB,10,NO,SF,0,0,0,79,1,1,4,0,15.30
64,9079,Percy Harvin,WR,10,NYJ,PIT,0,0,0,12,0,7,71,0,15.30
65,16311,Derek Carr,QB,10,OAK,DEN,278,1,1,9,0,0,0,0,15.02
66,15048,Travis Kelce,TE,10,KC,BUF,0,0,0,0,0,4,49,1,14.90
67,5282,Josh McCown,QB,10,TB,ATL,247,1,0,10,0,0,0,0,14.88
68,16245,Blake Bortles,QB,10,JAX,DAL,234,1,1,25,0,0,0,0,14.86
69,1810,Owen Daniels,TE,10,BAL,TEN,0,0,0,0,0,4,48,1,14.80
70,611,Joe Flacco,QB,10,BAL,TEN,256,1,0,5,0,0,0,0,14.74
71,8703,Kyle Orton,QB,10,BUF,KC,251,1,0,6,0,0,0,0,14.64
72,9038,Matthew Stafford,QB,10,DET,MIA,275,1,1,6,0,0,0,0,14.60
73,13799,Ryan Tannehill,QB,10,MIA,DET,241,1,1,19,0,0,0,0,14.54
74,6739,Alex Smith,QB,10,KC,BUF,221,1,0,14,0,0,0,0,14.24
75,15974,Jordan Matthews,WR,10,PHI,CAR,0,0,0,0,0,4,41,1,14.10
76,3867,Tony Romo,QB,10,DAL,JAX,243,1,0,3,0,0,0,0,14.02
77,12841,Andy Dalton,QB,10,CIN,CLE,249,1,1,10,0,0,0,0,13.96
78,14404,Austin Davis,QB,10,LA,ARI,251,1,1,8,0,0,0,0,13.84
79,13878,Mohamed Sanu,WR,10,CIN,CLE,0,0,0,5,0,6,73,0,13.80
80,4932,Eli Manning,QB,10,NYG,SEA,238,1,0,2,0,0,0,0,13.72
81,14478,Michael Floyd,WR,10,ARI,LA,0,0,0,0,0,3,47,1,13.70
82,16175,Zach Mettenberger,QB,10,TEN,BAL,262,1,1,2,0,0,0,0,13.68
83,2428,Carson Palmer,QB,10,ARI,LA,233,1,0,1,0,0,0,0,13.42
84,9369,Justin Forsett,RB,10,BAL,TEN,0,0,0,79,0,3,23,0,13.20
85,11712,Anquan Boldin,WR,10,SF,NO,0,0,0,0,0,6,72,0,13.20
86,12239,Chris Ivory,RB,10,NYJ,PIT,0,0,0,55,1,1,5,0,13
87,8358,Brian Hoyer,QB,10,CLE,CIN,240,1,1,3,0,0,0,0,12.90
88,1652,Steven Jackson,RB,10,ATL,TB,0,0,0,53,1,1,5,0,12.80
89,16129,Taylor Gabriel,WR,10,CLE,CIN,0,0,0,0,0,5,77,0,12.70
90,3519,Vincent Jackson,WR,10,TB,ATL,0,0,0,0,0,5,72,0,12.20
91,13791,Lamar Miller,RB,10,MIA,DET,0,0,0,62,0,3,24,0,11.60
92,11611,Golden Tate,WR,10,DET,MIA,0,0,0,0,0,5,65,0,11.50
93,8066,Darren McFadden,RB,10,OAK,DEN,0,0,0,45,0,4,28,0,11.30
94,16099,Lorenzo Taliaferro,RB,10,BAL,TEN,0,0,0,27,1,1,11,0,10.80
95,6828,Chris Johnson,RB,10,NYJ,PIT,0,0,0,51,0,3,21,0,10.20
96,12751,Charles Clay,TE,10,MIA,DET,0,0,0,0,0,5,51,0,10.10
97,5701,Fred Jackson,RB,10,BUF,KC,0,0,0,47,0,3,23,0,10
98,8532,Kenny Britt,WR,10,LA,ARI,0,0,0,3,0,4,53,0,9.60
99,5094,Marques Colston,WR,10,NO,SF,0,0,0,0,0,4,55,0,9.50
100,14973,Markus Wheaton,WR,10,PIT,NYJ,0,0,0,0,0,4,55,0,9.50
101,16389,Odell Beckham Jr,WR,10,NYG,SEA,0,0,0,0,0,4,54,0,9.40
102,4640,Reggie Bush,RB,10,DET,MIA,0,0,0,22,0,4,31,0,9.30
103,3330,Miles Austin,WR,10,CLE,CIN,0,0,0,0,0,4,51,0,9.10
104,15072,Mychal Rivera,TE,10,OAK,DEN,0,0,0,0,0,5,41,0,9.10
105,5451,Jonathan Stewart,RB,10,CAR,PHI,0,0,0,52,0,2,18,0,9
106,11747,Peyton Hillis,RB,10,NYG,SEA,0,0,0,18,0,4,32,0,9
107,16470,Davante Adams,WR,10,GB,CHI,0,0,0,0,0,4,50,0,9
