Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,7328,Peyton Manning,QB,8,DEN,SD,312,3,0,0,0,0,0,0,27.48
2,11611,Golden Tate,WR,8,DET,ATL,0,0,0,0,0,7,112,1,27.20
3,2699,Matt Forte,RB,8,CHI,NE,0,0,0,65,1,8,61,0,26.60
4,4556,Jordy Nelson,WR,8,GB,NO,0,0,0,0,0,7,104,1,26.40
5,11792,Arian Foster,RB,8,HOU,TEN,0,0,0,112,1,3,23,0,25.50
6,14008,Andrew Luck,QB,8,IND,PIT,308,2,0,21,0,0,0,0,25.42
7,11197,Demaryius Thomas,WR,8,DEN,SD,0,0,0,0,0,6,104,1,25.40
8,13124,DeMarco Murray,RB,8,DAL,WAS,0,0,0,109,1,3,17,0,24.60
9,7242,Drew Brees,QB,8,NO,GB,319,2,1,1,0,0,0,0,22.86
10,16003,Sammy Watkins,WR,8,BUF,NYJ,0,0,0,0,0,7,90,1,22
11,11056,Antonio Brown,WR,8,PIT,IND,0,0,0,0,0,6,98,1,21.80
12,13291,Julio Jones,WR,8,ATL,DET,0,0,0,0,0,7,88,1,21.80
13,8355,Julian Edelman,WR,8,NE,CHI,0,0,0,4,0,7,80,1,21.40
14,4358,Steve Smith,WR,8,BAL,CIN,0,0,0,0,0,6,93,1,21.30
15,11270,Dez Bryant,WR,8,DAL,WAS,0,0,0,0,0,7,83,1,21.30
16,14005,TY Hilton,WR,8,IND,PIT,0,0,0,0,0,7,109,0,20.90
17,7969,Jamaal Charles,RB,8,KC,LA,0,0,0,86,1,4,19,0,20.50
18,2593,Aaron Rodgers,QB,8,GB,NO,273,2,0,14,0,0,0,0,20.32
19,14536,Russell Wilson,QB,8,SEA,CAR,200,2,0,42,0,0,0,0,20.20
20,13227,Randall Cobb,WR,8,GB,NO,0,0,0,0,0,6,81,1,20.10
21,1181,Martellus Bennett,TE,8,CHI,NE,0,0,0,0,0,7,71,1,20.10
22,2429,Andre Johnson,WR,8,HOU,TEN,0,0,0,0,0,6,79,1,19.90
23,11063,Emmanuel Sanders,WR,8,DEN,SD,0,0,0,0,0,6,78,1,19.80
24,13878,Mohamed Sanu,WR,8,CIN,BAL,0,0,0,0,0,6,78,1,19.80
25,8914,Jeremy Maclin,WR,8,PHI,ARI,0,0,0,0,0,5,87,1,19.70
26,16510,Jerick McKinnon,RB,8,MIN,TB,0,0,0,92,1,3,13,0,19.50
27,12386,Marshawn Lynch,RB,8,SEA,CAR,0,0,0,87,1,3,18,0,19.50
28,13460,Doug Baldwin,WR,8,SEA,CAR,0,0,0,0,0,6,75,1,19.50
