Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,7969,Jamaal Charles,RB,11,KC,SEA,0,0,0,100,1,4,35,0,26.50
2,11197,Demaryius Thomas,WR,11,DEN,LA,0,0,0,0,0,7,103,1,26.30
3,13291,Julio Jones,WR,11,ATL,CAR,0,0,0,0,0,7,101,1,26.10
4,14008,Andrew Luck,QB,11,IND,NE,307,2,0,20,0,0,0,0,25.28
5,7242,Drew Brees,QB,11,NO,CIN,336,2,0,2,0,0,0,0,24.64
6,4314,Tom Brady,QB,11,NE,IND,322,2,0,1,0,0,0,0,23.98
7,2699,Matt Forte,RB,11,CHI,MIN,0,0,0,82,1,5,43,0,23.50
8,14967,Le'Veon Bell,RB,11,PIT,TEN,0,0,0,85,1,5,38,0,23.30
9,11056,Antonio Brown,WR,11,PIT,TEN,0,0,0,0,0,7,91,1,22.10
10,11488,Jimmy Graham,TE,11,NO,CIN,0,0,0,0,0,7,89,1,21.90
11,4556,Jordy Nelson,WR,11,GB,PHI,0,0,0,0,0,6,94,1,21.40
12,2593,Aaron Rodgers,QB,11,GB,PHI,290,2,0,16,0,0,0,0,21.20
13,8914,Jeremy Maclin,WR,11,PHI,GB,0,0,0,0,0,6,92,1,21.20
14,14005,TY Hilton,WR,11,IND,NE,0,0,0,0,0,6,90,1,21
15,3943,DeSean Jackson,WR,11,WAS,TB,0,0,0,0,0,5,99,1,20.90
16,6029,Calvin Johnson,WR,11,DET,ARI,0,0,0,0,0,6,88,1,20.80
17,15138,Eddie Lacy,RB,11,GB,PHI,0,0,0,71,1,4,36,0,20.70
18,10974,Rob Gronkowski,TE,11,NE,IND,0,0,0,0,0,6,86,1,20.60
19,3807,Ben Roethlisberger,QB,11,PIT,TEN,291,2,0,6,0,0,0,0,20.24
20,12386,Marshawn Lynch,RB,11,SEA,KC,0,0,0,85,1,3,25,0,20
21,5571,Larry Fitzgerald,WR,11,ARI,DET,0,0,0,0,0,6,79,1,19.90
22,11063,Emmanuel Sanders,WR,11,DEN,LA,0,0,0,0,0,6,78,1,19.80
23,14187,Alshon Jeffery,WR,11,CHI,MIN,0,0,0,0,0,6,77,1,19.70
24,16112,Jeremy Hill,RB,11,CIN,NO,0,0,0,86,1,3,20,0,19.60
25,16597,Mike Evans,WR,11,TB,WAS,0,0,0,0,0,6,76,1,19.60
26,16003,Sammy Watkins,WR,11,BUF,MIA,0,0,0,0,0,6,72,1,19.20
27,7328,Peyton Manning,QB,11,DEN,LA,283,2,0,-2,0,0,0,0,19.12
28,13227,Randall Cobb,WR,11,GB,PHI,0,0,0,0,0,5,80,1,19
29,12845,AJ Green,WR,11,CIN,NO,0,0,0,0,0,5,79,1,18.90
30,204,Roddy White,WR,11,ATL,CAR,0,0,0,0,0,6,68,1,18.80
31,1181,Martellus Bennett,TE,11,CHI,MIN,0,0,0,0,0,6,68,1,18.80
32,9331,Michael Crabtree,WR,11,SF,NYG,0,0,0,0,0,6,66,1,18.60
33,13337,Mark Ingram,RB,11,NO,CIN,0,0,0,95,1,2,10,0,18.50
34,1658,Greg Olsen,TE,11,CAR,ATL,0,0,0,0,0,5,75,1,18.50
35,14986,DeAndre Hopkins,WR,11,HOU,CLE,0,0,0,4,0,5,70,1,18.40
36,13443,Colin Kaepernick,QB,11,SF,NYG,239,1,0,45,0,0,0,0,18.06
37,11932,LeSean McCoy,RB,11,PHI,GB,0,0,0,86,1,2,14,0,18
38,14257,Robert Griffin III,QB,11,WAS,TB,248,1,0,39,0,0,0,0,17.82
39,16550,Kelvin Benjamin,WR,11,CAR,ATL,0,0,0,0,0,5,68,1,17.80
40,14871,Robert Woods,WR,11,BUF,MIA,0,0,0,0,0,6,58,1,17.80
41,8529,Mike Wallace,WR,11,MIA,BUF,0,0,0,0,0,5,67,1,17.70
42,3519,Vincent Jackson,WR,11,TB,WAS,0,0,0,0,0,5,67,1,17.70
43,8244,Philip Rivers,QB,11,SD,OAK,234,2,0,3,0,0,0,0,17.66
44,16389,Odell Beckham Jr,WR,11,NYG,SF,0,0,0,0,0,5,66,1,17.60
45,13027,Julius Thomas,TE,11,DEN,LA,0,0,0,0,0,5,65,1,17.50
46,11463,Brandon LaFell,WR,11,NE,IND,0,0,0,0,0,5,64,1,17.40
47,6597,Greg Jennings,WR,11,MIN,CHI,0,0,0,0,0,5,61,1,17.10
48,12847,Andrew Hawkins,WR,11,CLE,HOU,0,0,0,0,0,5,60,1,17
49,14536,Russell Wilson,QB,11,SEA,KC,207,1,0,47,0,0,0,0,16.98
50,16146,Martavis Bryant,WR,11,PIT,TEN,0,0,0,0,0,4,69,1,16.90
51,13957,Kendall Wright,WR,11,TEN,PIT,0,0,0,0,0,5,59,1,16.90
52,15100,Jordan Reed,TE,11,WAS,TB,0,0,0,0,0,5,59,1,16.90
53,15150,Cordarrelle Patterson,WR,11,MIN,CHI,0,0,0,8,0,4,60,1,16.80
54,15072,Mychal Rivera,TE,11,OAK,SD,0,0,0,0,0,5,58,1,16.80
55,13320,Cam Newton,QB,11,CAR,ATL,224,1,0,34,0,0,0,0,16.36
56,5282,Josh McCown,QB,11,TB,WAS,269,1,0,14,0,0,0,0,16.16
57,6302,James Jones,WR,11,OAK,SD,0,0,0,0,0,5,51,1,16.10
58,16311,Derek Carr,QB,11,OAK,SD,277,1,0,8,0,0,0,0,15.88
59,13460,Doug Baldwin,WR,11,SEA,KC,0,0,0,0,0,5,47,1,15.70
60,15782,Larry Donnell,TE,11,NYG,SF,0,0,0,0,0,5,47,1,15.70
61,14269,Alfred Morris,RB,11,WAS,TB,0,0,0,80,1,1,3,0,15.30
62,732,Matt Ryan,QB,11,ATL,CAR,292,1,1,6,0,0,0,0,15.28
63,13799,Ryan Tannehill,QB,11,MIA,BUF,247,1,1,22,0,0,0,0,15.08
64,1652,Steven Jackson,RB,11,ATL,CAR,0,0,0,60,1,2,10,0,15
65,11256,Ryan Mathews,RB,11,SD,OAK,0,0,0,60,1,2,10,0,15
66,8972,Jay Cutler,QB,11,CHI,MIN,257,1,1,17,0,0,0,0,14.98
67,15224,Andre Ellington,RB,11,ARI,DET,0,0,0,59,0,5,40,0,14.90
68,9038,Matthew Stafford,QB,11,DET,ARI,282,1,1,5,0,0,0,0,14.78
69,8649,Rashad Jennings,RB,11,NYG,SF,0,0,0,74,0,4,32,0,14.60
70,7884,Antonio Gates,TE,11,SD,OAK,0,0,0,0,0,4,46,1,14.60
71,11712,Anquan Boldin,WR,11,SF,NYG,0,0,0,0,0,6,85,0,14.50
72,8532,Kenny Britt,WR,11,LA,DEN,0,0,0,0,0,4,44,1,14.40
73,11992,Shaun Hill,QB,11,LA,DEN,258,1,1,10,0,0,0,0,14.32
74,13719,Bryce Brown,RB,11,BUF,MIA,0,0,0,44,0,5,49,0,14.30
75,13987,Dwayne Allen,TE,11,IND,NE,0,0,0,0,0,4,42,1,14.20
76,5820,Frank Gore,RB,11,SF,NYG,0,0,0,67,1,1,4,0,14.10
77,8355,Julian Edelman,WR,11,NE,IND,0,0,0,4,0,6,76,0,14
78,8415,Mark Sanchez,QB,11,PHI,GB,263,1,1,4,0,0,0,0,13.92
79,8703,Kyle Orton,QB,11,BUF,MIA,257,1,1,5,0,0,0,0,13.78
80,12841,Andy Dalton,QB,11,CIN,NO,246,1,1,9,0,0,0,0,13.74
81,6739,Alex Smith,QB,11,KC,SEA,198,1,0,18,0,0,0,0,13.72
82,4737,Drew Stanton,QB,11,ARI,DET,233,1,1,14,0,0,0,0,13.72
83,2429,Andre Johnson,WR,11,HOU,CLE,0,0,0,0,0,6,76,0,13.60
84,7203,Dwayne Bowe,WR,11,KC,SEA,0,0,0,0,0,6,75,0,13.50
85,16568,Brandin Cooks,WR,11,NO,CIN,0,0,0,8,0,6,65,0,13.30
86,14856,Zach Ertz,TE,11,PHI,GB,0,0,0,0,0,3,42,1,13.20
87,8358,Brian Hoyer,QB,11,CLE,HOU,227,1,0,1,0,0,0,0,13.18
88,13255,Matt Asiata,RB,11,MIN,CHI,0,0,0,24,1,3,16,0,13
89,15048,Travis Kelce,TE,11,KC,SEA,0,0,0,0,0,3,40,1,13
90,4932,Eli Manning,QB,11,NYG,SF,247,1,1,1,0,0,0,0,12.98
91,16175,Zach Mettenberger,QB,11,TEN,PIT,244,1,1,2,0,0,0,0,12.96
92,11611,Golden Tate,WR,11,DET,ARI,0,0,0,0,0,6,69,0,12.90
93,13878,Mohamed Sanu,WR,11,CIN,NO,0,0,0,5,0,5,72,0,12.70
94,13557,Ben Tate,RB,11,CLE,HOU,0,0,0,30,1,2,13,0,12.30
95,12771,Ryan Mallett,QB,11,HOU,CLE,224,1,1,3,0,0,0,0,12.26
96,16189,Alfred Blue,RB,11,HOU,CLE,0,0,0,70,0,3,22,0,12.20
97,6767,Pierre Garcon,WR,11,WAS,TB,0,0,0,0,0,6,62,0,12.20
98,15020,CJ Anderson,RB,11,DEN,LA,0,0,0,64,0,3,23,0,11.70
99,2220,Ahmad Bradshaw,RB,11,IND,NE,0,0,0,43,0,4,33,0,11.60
100,16497,Teddy Bridgewater,QB,11,MIN,CHI,253,0,0,13,0,0,0,0,11.42
