Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,6029,Calvin Johnson,WR,2,DET,CAR,0,0,0,0,0,7,143,1,30.30
2,7242,Drew Brees,QB,2,NO,CLE,345,3,1,3,0,0,0,0,28.10
3,12845,AJ Green,WR,2,CIN,ATL,0,0,0,0,0,7,118,1,27.80
4,11056,Antonio Brown,WR,2,PIT,BAL,0,0,0,0,0,8,104,1,27.40
5,4556,Jordy Nelson,WR,2,GB,NYJ,0,0,0,0,0,8,103,1,27.30
6,13227,Randall Cobb,WR,2,GB,NYJ,0,0,0,1,0,7,105,1,26.60
7,11667,Brandon Marshall,WR,2,CHI,SF,0,0,0,0,0,7,101,1,26.10
8,4314,Tom Brady,QB,2,NE,MIN,369,2,0,0,0,0,0,0,25.76
9,14008,Andrew Luck,QB,2,IND,PHI,338,2,1,20,0,0,0,0,25.52
10,732,Matt Ryan,QB,2,ATL,CIN,344,2,0,3,0,0,0,0,25.06
11,2593,Aaron Rodgers,QB,2,GB,NYJ,329,2,0,4,0,0,0,0,24.56
12,9038,Matthew Stafford,QB,2,DET,CAR,330,2,0,3,0,0,0,0,24.50
13,14257,Robert Griffin III,QB,2,WAS,JAX,266,2,0,58,0,0,0,0,24.44
14,7328,Peyton Manning,QB,2,DEN,KC,335,2,0,0,0,0,0,0,24.40
15,13723,Nick Foles,QB,2,PHI,IND,310,2,0,10,0,0,0,0,24.40
16,2699,Matt Forte,RB,2,CHI,SF,0,0,0,77,1,6,47,0,24.40
17,611,Joe Flacco,QB,2,BAL,PIT,352,2,1,3,0,0,0,0,24.38
18,4737,Drew Stanton,QB,2,ARI,NYG,330,2,1,3,0,0,0,0,23.50
19,12841,Andy Dalton,QB,2,CIN,ATL,310,2,1,10,0,0,0,0,23.40
20,12925,Jake Locker,QB,2,TEN,DAL,306,2,1,6,0,0,0,0,22.84
21,13291,Julio Jones,WR,2,ATL,CIN,0,0,0,0,0,7,98,1,22.80
22,13443,Colin Kaepernick,QB,2,SF,CHI,256,2,0,38,0,0,0,0,22.04
23,11197,Demaryius Thomas,WR,2,DEN,KC,0,0,0,0,0,6,98,1,21.80
24,11932,LeSean McCoy,RB,2,PHI,IND,0,0,0,87,1,3,32,0,20.90
25,2429,Andre Johnson,WR,2,HOU,OAK,0,0,0,0,0,6,89,1,20.90
26,14478,Michael Floyd,WR,2,ARI,NYG,0,0,0,0,0,5,98,1,20.80
