"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Jon Gray","P","COL","@ SF",3.69,"Bumgarner, L 3.00","R",5.79,0,0,4.7,7.7,1.61,NA,10000,15.4,8,14.97,14.97,"%",0,1.5,6.95,0.7
"Hyun-Jin Ryu","P","LAD","@ CHC",3.98,"Anderson, L 1.59","L",3.86,0,0,4.7,9.6,1.5,NA,9000,13.1,12.3,13.08,13.08,"%",0,1.5,7.1,0.8
"Kevin Gausman","P","BAL","@ TOR",4.15,"Liriano, L 135.00","R",5.4,0,0,5,7.2,2,NA,8700,20.6,7.3,13.91,13.91,"%",0,1.6,17.3,2
"Francisco Liriano","P","TOR","vs BAL",3.85,"Gausman, R 5.40","L",135,0,0,0.3,30,21,NA,8000,15.1,-11.5,15.05,15.05,"%",0,1.9,26.8,3.4
"Wei-Yin Chen","P","MIA","vs NYM",3.72,"Gsellman, R 4.50","L",1.5,0,0,6,7.5,1.33,NA,7700,13.7,20.7,13.67,13.67,"%",0,1.8,-3.45,NA
"Jordan Zimmermann","P","DET","vs MIN",3.95,"Hughes, R 1.50","R",1.5,0,0,6,4.5,0.83,NA,7300,10.5,17.9,10.53,10.53,"%",0,1.4,1.1,0.2
"Brett Anderson","P","CHC","vs LAD",3.52,"Ryu, L 3.86","L",1.59,0,0,5.7,6.3,1.06,NA,7000,11,15.2,10.98,10.98,"%",0,1.6,15.05,2.2
"Robert Gsellman","P","NYM","@ MIA",4.28,"Chen, L 1.50","R",4.5,0,0,3,12,1.67,NA,7000,22.3,8.8,10.93,10.93,"%",0,1.6,-0.3,NA
"Jimmy Nelson","P","MIL","@ CIN",4.56,"Arroyo, R 13.50","R",1.5,0,0,6,12,1,NA,6700,9.7,23.3,9.65,9.65,"%",0,1.4,24.75,3.7
"Eduardo Rodriguez","P","BOS","vs PIT",4.13,"Kuhl, R 3.60","L",7.2,0,0,5,9,1.6,NA,6600,12.9,8.5,12.91,12.91,"%",0,2,19.2,2.9
"Jason Vargas","P","KC","vs OAK",4.09,"Hahn, R 3.00","L",1.5,0,0,6,9,1.17,NA,6300,12.1,23.3,12.05,12.05,"%",0,1.9,34.25,5.4
