"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,3000,133.333333333333,40,"Travis d'Arnaud","NYM",NA,"C",8,3,1,4,0,6,2,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,11500,30.9130434782609,35.55,"Yu Darvish","TEX",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,7,0,0,0,5,2,0
3,2,6300,54.3650793650794,34.25,"Jason Vargas","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7.66666666666667,0,0,0,4,1,0
4,3,6200,55.0806451612903,34.15,"Luis Severino","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,7,0,0,2,5,1,0
5,2,4800,66.6666666666667,32,"Yoenis Cespedes","NYM",NA,"OF",3,2,2,2,0,6,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,3000,106.666666666667,32,"Aaron Hicks","NYY",NA,"OF",2,2,2,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,3700,72.972972972973,27,"Max Kepler","MIN",NA,"OF",5,2,1,3,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,3700,72.972972972973,27,"Marcell Ozuna","MIA",NA,"OF",6,1,1,4,0,6,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,8000,33.5,26.8,"Francisco Liriano","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,6.66666666666667,0,0,2,5,2,0
10,6,4000,65,26,"Miguel Sano","MIN",NA,"3B",4,2,1,3,0,2,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
