"Place_lo","Place_hi","Payout"
"1","1","250"
"2","2","175"
"3","3","125"
"4","4","100"
"5","5","75"
"6","6","60"
"7","8","50"
"9","10","40"
"11","12","30"
"13","15","25"
"16","20","20"
"21","30","15"
"31","45","10"
"46","70","8"
"71","120","7"
"121","195","6"
