"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,8900,40.0561797752809,35.65,"Jeff Samardzija","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,7.66666666666667,0,0,1,6,0,0
2,1,3800,89.4736842105263,34,"Ryon Healy","OAK",NA,"1B/3B",6,2,2,5,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,2900,103.448275862069,30,"Odubel Herrera","PHI",NA,"OF",2,3,1,2,0,5,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,3700,75.6756756756757,28,"Aaron Altherr","PHI",NA,"OF",3,2,1,3,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,3400,76.4705882352941,26,"Tommy Joseph","PHI",NA,"1B",4,1,1,3,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,3600,69.4444444444444,25,"Brian McCann","HOU",NA,"C",7,3,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2,7800,29.8717948717949,23.3,"Sean Manaea","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,0,0,2,4,3,0
8,6,4600,50,23,"Anthony Rendon","WAS",NA,"3B",6,2,1,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,3300,66.6666666666667,22,"Yulieski Gurriel","HOU",NA,"1B",8,2,1,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,3,5400,37.6851851851852,20.35,"Eddie Butler","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5.66666666666667,0,0,1,3,1,0
11,4,8000,24.875,19.9,"Gio Gonzalez","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,2,4,2,0
12,8,4500,42.2222222222222,19,"Eduardo Nunez","SF",NA,"3B/OF",2,2,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,5,12500,14.92,18.65,"Carlos Martinez","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,6.33333333333333,0,0,4,4,2,0
14,9,3600,47.2222222222222,17,"Jorge Bonifacio","KC",NA,"OF",2,1,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,10,4000,42.5,17,"Justin Smoak","TOR",NA,"1B",5,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11,2100,80.9523809523809,17,"Johan Camargo","ATL",NA,"3B",8,0,0,2,0,4,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,12,2800,60.7142857142857,17,"Albert Almora","CHC",NA,"OF",6,1,1,1,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,6,9100,17.7472527472527,16.15,"Dan Straily","MIA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7,0,0,3,6,0,0
19,13,4500,35.5555555555556,16,"Kris Bryant","CHC",NA,"3B",2,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,14,4000,40,16,"Ender Inciarte","ATL",NA,"OF",1,2,0,0,0,3,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,7,4500,34.4444444444444,15.5,"Asher Wojciechowski","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,2,8,2,0
22,15,3800,39.4736842105263,15,"Yadier Molina","STL",NA,"C",5,1,0,0,1,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,8,7500,19.2666666666667,14.45,"Mike Fiers","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,0,0,2,7,1,0
24,16,4000,32.5,13,"Corey Seager","LAD",NA,"SS",2,1,0,0,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,17,4100,29.2682926829268,12,"Mike Moustakas","KC",NA,"3B",6,1,0,0,0,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,18,4100,29.2682926829268,12,"Buster Posey","SF",NA,"C/1B",4,2,0,1,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,9,5900,20.0847457627119,11.85,"Nick Pivetta","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,0,0,3,6,3,0
28,10,5300,22.0754716981132,11.7,"Mike Montgomery","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3.33333333333333,0,0,0,3,0,0
29,11,6600,17.5,11.55,"Hyun-Jin Ryu","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,0,0,4,7,0,0
30,12,4100,27.5609756097561,11.3,"Enny Romero","WAS",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,0,0,0,1,1,0
31,19,3300,33.3333333333333,11,"Kevin Pillar","TOR",NA,"OF",1,1,0,1,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,20,3600,30.5555555555556,11,"Eugenio Suarez","CIN",NA,"3B",5,1,0,2,0,3,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,21,3900,28.2051282051282,11,"Thomas Pham","STL",NA,"OF",6,1,0,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,22,4500,22.2222222222222,10,"Domingo Santana","MIL",NA,"OF",2,1,0,0,1,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,23,4500,22.2222222222222,10,"Yonder Alonso","OAK",NA,"1B",5,1,0,0,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,24,3900,25.6410256410256,10,"Eric Hosmer","KC",NA,"1B",4,1,0,0,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,25,2600,38.4615384615385,10,"J.T. Riddle","MIA",NA,"SS",8,1,0,0,0,3,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,26,4100,24.390243902439,10,"Brandon Belt","SF",NA,"1B/OF",3,0,0,1,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,27,3100,32.258064516129,10,"Eric Sogard","MIL",NA,"2B/SS",1,1,0,0,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,28,2300,43.4782608695652,10,"Alcides Escobar","KC",NA,"SS",8,0,0,1,1,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,13,4600,19.8913043478261,9.15,"Matt Strahm","KC",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1.66666666666667,0,0,0,1,0,0
42,29,2900,31.0344827586207,9,"Aaron Hill","SF",NA,"2B/3B",8,0,0,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,30,2900,31.0344827586207,9,"Ezequiel Carrera","TOR",NA,"OF",9,1,0,0,0,2,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,31,4400,20.4545454545455,9,"Josh Donaldson","TOR",NA,"3B",2,0,0,1,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,32,3500,25.7142857142857,9,"Cesar Hernandez","PHI",NA,"2B",1,1,0,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,33,3500,25.7142857142857,9,"Andrew Knapp","PHI",NA,"C",7,1,0,1,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,34,3500,25.7142857142857,9,"Scooter Gennett","CIN",NA,"2B/OF",6,0,0,2,0,3,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,14,4100,20.1219512195122,8.25,"Jared Hughes","MIL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,0,0,0,0,0,0
49,15,4800,17.1875,8.25,"Lisalverto Bonilla","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0
50,35,4900,16.3265306122449,8,"Marcell Ozuna","MIA",NA,"OF",4,0,0,0,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,36,3300,24.2424242424242,8,"Khris Davis","OAK",NA,"OF",4,2,0,0,0,1,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,37,3300,24.2424242424242,8,"Troy Tulowitzki","TOR",NA,"SS",6,0,0,0,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,38,3400,23.5294117647059,8,"Brandon Phillips","ATL",NA,"2B",2,0,0,1,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,39,3600,22.2222222222222,8,"Brandon Crawford","SF",NA,"SS",5,1,0,0,0,2,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,40,4200,19.047619047619,8,"Zack Cozart","CIN",NA,"SS",2,1,0,0,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,41,5800,13.7931034482759,8,"Jose Altuve","HOU",NA,"2B",3,0,0,0,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,16,6700,11.4179104477612,7.65,"Raisel Iglesias","CIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,0,0,0,0,1,0
58,17,7600,9.53947368421053,7.25,"Junior Guerra","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,0,0,1,7,3,0
59,42,4800,14.5833333333333,7,"Marwin Gonzalez","HOU",NA,"3B/OF",6,1,0,0,0,2,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
