"Mike Trout_LAA","Paul Goldschmidt_ARI","Wil Myers_SD","AJ Pollock_ARI","Corey Seager_LAD","David Peralta_ARI","Albert Pujols_LAA","Ryan Schimpf_SD","Jake Lamb_ARI","Yangervis Solarte_SD","Yasmany Tomas_ARI","Manuel Margot_SD","Khris Davis_OAK","Kole Calhoun_LAA","Alex Dickerson_SD","Hunter Renfroe_SD","Hunter Pence_SF","Cameron Maybin_LAA","Cory Spangenberg_SD","Buster Posey_SF","CJ Cron_LAA","Rajai Davis_OAK","Brandon Drury_ARI","Chris Owings_ARI","Brandon Belt_SF","Eduardo Nunez_SF","Luis Valbuena_LAA","Travis Jankowski_SD","Adrian Gonzalez_LAD","Logan Forsythe_LAD","Denard Span_SF","Joc Pederson_LAD","Yasiel Puig_LAD","Jefry Marte_LAA","Trevor Plouffe_OAK","Jeremy Hazelbaker_ARI","Joe Panik_SF","Justin Turner_LAD","Ryon Healy_OAK","Marcus Semien_OAK","Chris Herrmann_ARI","Brandon Crawford_SF","Yunel Escobar_LAA","Ben Revere_LAA","Christian Bethancourt_SD","Austin Hedges_SD","Socrates Brito_ARI","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Stephen Vogt_OAK","Andrelton Simmons_LAA","Danny Espinosa_LAA","Erick Aybar_SD","Nick Hundley_SF","Cody Bellinger_LAD","Chris Taylor_LAD","Christian Arroyo_SF","Jarrett Parker_SF","Josh Phegley_OAK","Mark Canha_OAK","Luis Sardinas_SD","Allen Cordoba_SD","Trayce Thompson_LAD","Mac Williamson_SF","Yonder Alonso_OAK","Jed Lowrie_OAK","Chris Iannetta_ARI","Jabari Blash_SD","Austin Barnes_LAD","Kelby Tomlinson_SF","Andrew Toles_LAD","Jake Smolinski_OAK","Hector Sanchez_SD","Daniel Descalso_ARI","Rob Segedin_LAD","Andre Ethier_LAD","Bruce Maxwell_OAK","Nick Ahmed_ARI","Scott Van Slyke_LAD","Kike Hernandez_LAD","Gorkys Hernandez_SF","Martin Maldonado_LAA","Juan Graterol_LAA","Matt Joyce_OAK","Conor Gillaspie_SF","Carlos Perez_LAA","Adam Rosales_OAK","Jeff Mathis_ARI","Luis Torrens_SD","Drew Stubbs_SF","Chad Pinder_OAK","Cliff Pennington_LAA","Jaff Decker_OAK","Matt Olson_OAK","Tim Federowicz_SF","Aaron Hill_SF","Chris Marrero_SF","Brett Eibner_LAD"
23.766081871345,0,0,0,0,0,9.02124650974262,0,0,0,0,0,0,-2.25486623865515,0,0,0,0.452564095064537,0,0,-8.70775229082306,0,0,0,0,0,0,0,0,0,0,0,0,2.16656463581233,0,0,0,0,0,0,0,0,6.54250599354125,0,0,0,0,0,0,0,0,-5.1034323642128,10.6420723910697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18541151910571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61.0285714285714,0,54.3571499472457,0,19.555001060661,0,0,14.8582000218898,0,5.95049489662569,0,0,0,0,0,0,0,0,0,0,0,27.1299304944956,11.9177323317477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.09775780732273,0,0,0,0,0,0,0,0,0,0
0,0,70.3263157894737,0,0,0,0,-6.79904794263436,0,23.0747704757755,0,-1.66121170884189,0,0,0,11.6902304703118,0,0,0,0,0,0,0,0,0,0,0,-6.74225286810905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7257450219538,0,0,0,0,0,0,0,-10.5301030902829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54.3571499472457,0,73.1461988304094,0,7.43053252478445,0,0,3.08156942166371,0,-8.51830837858049,0,0,0,0,0,0,0,0,0,0,0,17.9104854949646,-11.2396941513733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2547879931946,0,0,0,0,0,0,0,0,0,0
0,0,0,0,68.7352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3186033284079,35.7901246382256,0,49.8865708566934,12.611509937577,0,0,0,0,24.0951251598367,0,0,0,0,0,0,0,0,0,32.8511949574891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19.555001060661,0,7.43053252478445,0,95.3202614379085,0,0,19.732769471819,0,47.7791360061151,0,0,0,0,0,0,0,0,0,0,0,21.4235528084096,28.6595108886179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.7822156246826,0,0,0,0,0,0,0,0,0,0
9.02124650974262,0,0,0,0,0,45.281045751634,0,0,0,0,0,0,-7.19591651179585,0,0,0,-9.75920378732796,0,0,2.57603306762978,0,0,0,0,0,0,0,0,0,0,0,0,-4.33007426632254,0,0,0,0,0,0,0,0,27.822088599784,0,0,0,0,0,0,0,0,11.3101044415014,-3.22299496401531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95755353944992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-6.79904794263436,0,0,0,0,48.125,0,2.81786913553144,0,-1.86965721646533,0,0,0,-7.53525382728617,0,0,0,0,0,0,0,0,0,0,0,-3.8364273805484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.0688128017428,0,0,0,0,0,0,0,-5.95563454567243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.8582000218898,0,3.08156942166371,0,19.732769471819,0,0,48.1552631578947,0,2.77293072167215,0,0,0,0,0,0,0,0,0,0,0,5.52495457414458,-23.8961997397254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.74159068414473,0,0,0,0,0,0,0,0,0,0
0,0,23.0747704757755,0,0,0,0,2.81786913553144,0,38.9894736842105,0,6.3738314915393,0,0,0,-9.08779889988386,0,0,0,0,0,0,0,0,0,0,0,0.347278476550443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.96916705872744,0,0,0,0,0,0,0,8.75981025811449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
