Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,16847,David Johnson,RB,ARI,NO,1,5,8,0,40,20,40,12.50,230
2,16799,Preston Smith,OLB,WAS,MIA,1,12,21,0,0,0,0,0,140
3,15126,Theo Riddick,RB,DET,SD,1,8,17,0,25,25,25,11.70,121.2
4,16178,Bishop Sankey,RB,TEN,TB,1,23,39,52,13,61,65,22.60,89.6
5,16915,Karlos Williams,RB,BUF,IND,1,13,22,46,0,46,46,11.50,88.5
6,13520,Albert McClellan,OLB,BAL,DEN,1,8,10,0,0,0,0,0,80
7,15082,Gavin Escobar,TE,DAL,NYG,1,9,13,0,22,22,22,8.80,75.6
8,16815,Ameer Abdullah,RB,DET,SD,1,21,45,33,19,52,52,19.40,73.3
9,3382,Marcel Reece,FB,OAK,CIN,1,21,32,0,19,14,19,17.60,69.5
10,12239,Chris Ivory,RB,NYJ,CLE,1,32,53,63,3,66,66,23,68.8
11,14620,Will Johnson,FB,PIT,NE,1,10,14,40,0,40,40,6.70,67
12,13957,Kendall Wright,WR,TEN,TB,1,25,42,0,16,16,16,23.10,64.4
13,12771,Ryan Mallett,QB,HOU,KC,1,18,23,6,0,78,78,10.52,58.4
14,11256,Ryan Mathews,RB,PHI,ATL,1,16,22,19,25,38,44,11.80,55
15,16668,Carlos Hyde,RB,SF,MIN,1,55,75,47,4,51,51,35.20,54.9
16,8649,Rashad Jennings,RB,NYG,DAL,1,21,34,62,5,62,67,11.20,53.3
17,16813,Jordan Phillips,DT,MIA,WAS,1,11,14,0,0,0,0,0,52.7
18,16763,Marcus Mariota,QB,TEN,TB,1,48,81,4,0,35,35,24.96,52
19,16112,Jeremy Hill,RB,CIN,OAK,1,36,53,53,0,53,53,18.30,50.8
20,6198,Darren Sproles,RB,PHI,ATL,1,25,34,20,36,48,56,19.60,50.4
21,16861,Angelo Blackson,DE,TEN,TB,1,22,30,0,0,0,0,0,47.7
22,16807,Jaquiski Tartt,FS,SF,MIN,1,20,36,0,0,0,0,0,47
23,4314,Tom Brady,QB,NE,PIT,1,61,100,5,0,57,57,27.62,45.3
24,10974,Rob Gronkowski,TE,NE,PIT,1,61,100,0,13,8,13,32.40,44.9
25,13291,Julio Jones,WR,ATL,PHI,1,59,77,0,19,15,19,38.10,44.2
26,16913,Kyle Emanuel,OLB,SD,DET,1,29,62,0,0,0,0,0,44.1
27,12317,Danny Woodhead,RB,SD,DET,1,42,53,31,14,38,45,21.20,43.3
28,13124,DeMarco Murray,RB,PHI,ATL,1,33,45,24,15,36,39,18,42.4
29,16345,Branden Oliver,RB,SD,DET,1,5,6,40,20,60,60,3.10,42
30,2428,Carson Palmer,QB,ARI,NO,1,62,100,5,0,57,57,28.68,41.4
31,16073,Trevor Reilly,OLB,NYJ,CLE,1,19,27,0,0,0,0,0,40.5
32,15048,Travis Kelce,TE,KC,HOU,1,56,80,0,11,11,11,31.60,40.4
33,9079,Percy Harvin,WR,BUF,IND,1,37,63,3,14,16,16,19.80,40
34,16803,Jalen Collins,CB,ATL,PHI,1,5,7,0,0,0,0,0,40
35,16608,Austin Seferian-Jenkins,TE,TB,TEN,1,58,78,0,12,9,12,31,39.7
36,15085,Joseph Randle,RB,DAL,NYG,1,27,38,59,11,70,70,13.70,39.6
37,2593,Aaron Rodgers,QB,GB,CHI,1,60,100,13,0,52,52,23.06,38.4
38,16451,Eric Ebron,TE,DET,SD,1,30,64,0,17,13,17,15.30,37.7
39,15096,David Amerson,CB,WAS,MIA,1,8,14,0,0,0,0,0,37.5
40,13181,Mario Addison,DE,CAR,JAX,1,31,46,0,0,0,0,0,37.4
41,14340,Josh Norman,CB,CAR,JAX,1,66,99,0,0,0,0,0,37.1
42,14338,Luke Kuechly,ILB,CAR,JAX,1,32,48,0,0,0,0,0,35.9
43,16788,Byron Jones,FS,DAL,NYG,1,14,23,0,0,0,0,0,35.7
44,16688,Cassius Marsh,OLB,SEA,LA,1,7,12,0,0,0,0,0,35.7
45,15233,Cornellius Carradine,OLB,SF,MIN,1,17,30,0,0,0,0,0,35.3
46,16141,Willie Snead,WR,NO,ARI,1,18,24,0,17,6,17,7.30,35
47,8066,Darren McFadden,RB,DAL,NYG,1,10,14,60,10,70,70,4.50,35
48,16510,Jerick McKinnon,RB,MIN,SF,1,8,14,38,25,63,63,4.80,35
49,15138,Eddie Lacy,RB,GB,CHI,1,46,77,41,7,46,48,17.90,34.6
50,13608,Phillip Hunt,OLB,DET,SD,1,24,30,0,0,0,0,0,34.2
51,4104,Jerricho Cotchery,WR,CAR,JAX,1,31,44,0,19,13,19,14.50,33.9
52,12955,JJ Watt,DE,HOU,KC,1,68,97,0,0,0,0,0,33.8
53,14918,Tyler Eifert,TE,CIN,OAK,1,67,99,0,18,13,18,34.40,33.4
54,6739,Alex Smith,QB,KC,HOU,1,70,100,13,0,60,60,23.22,33.2
55,2699,Matt Forte,RB,CHI,GB,1,69,90,35,12,42,46,30.60,32.8
56,13887,Travis Benjamin,WR,CLE,NYJ,1,46,65,0,7,7,7,17.90,32.4
57,10195,Cary Williams,CB,SEA,LA,1,59,98,0,0,0,0,0,31.9
58,13723,Nick Foles,QB,LA,SEA,1,60,100,7,0,52,52,20.98,31.6
59,7969,Jamaal Charles,RB,KC,HOU,1,52,74,31,15,40,46,21.30,31.3
60,3867,Tony Romo,QB,DAL,NYG,1,71,100,1,0,65,65,27.14,31.2
61,13188,Chris Conte,SS,TB,TEN,1,16,27,0,0,0,0,0,31.2
62,6302,James Jones,WR,GB,CHI,1,55,92,0,7,7,7,21.10,31.1
63,14986,DeAndre Hopkins,WR,HOU,KC,1,77,100,0,17,12,17,32.80,30.9
64,15216,Stedman Bailey,WR,LA,SEA,1,19,32,0,21,16,21,8.80,30.5
65,16618,Aaron Donald,DT,LA,SEA,1,60,72,0,0,0,0,0,30
66,12305,Derrick Morgan,OLB,TEN,TB,1,47,64,0,0,0,0,0,30
67,16214,Marcus Williams,CB,NYJ,CLE,1,30,42,0,0,0,0,0,30
68,15224,Andre Ellington,RB,ARI,NO,1,39,63,31,8,33,39,13.60,29.7
69,14916,Giovani Bernard,RB,CIN,OAK,1,30,44,27,20,47,47,14.80,29.3
70,9038,Matthew Stafford,QB,DET,SD,1,47,100,2,0,66,66,15.74,29.2
71,14414,Trumaine Johnson,CB,LA,SEA,1,24,29,0,0,0,0,0,29.2
