"Place_lo","Place_hi","Payout"
"1","1","200"
"2","2","100"
"3","3","75"
"4","4","60"
"5","5","50"
"6","6","30"
"7","8","25"
"9","10","20"
"11","13","15"
"14","18","12"
"19","25","10"
"26","38","8"
"39","60","6"
"61","106","4"
"107","206","3"
