"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,2800,128.571428571429,36,"Travis d'Arnaud","NYM",NA,"C",8,2,2,5,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,10500,31.952380952381,33.55,"Jacob deGrom","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,7,0,0,3,6,1,0
3,2,3200,103.125,33,"Kevin Pillar","TOR",NA,"OF",1,3,1,1,0,4,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,4100,78.0487804878049,32,"Matt Holliday","NYY",NA,"1B",3,3,1,3,0,5,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,4300,74.4186046511628,32,"Aaron Judge","NYY",NA,"OF",7,2,2,3,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,3900,82.0512820512821,32,"Khris Davis","OAK",NA,"OF",4,2,2,4,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,4300,69.7674418604651,30,"Ryan Zimmerman","WAS",NA,"1B",4,2,2,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,4700,63.8297872340425,30,"Manny Machado","BAL",NA,"3B",3,2,1,3,0,5,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2,9100,31.0989010989011,28.3,"Marcus Stroman","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,7.33333333333333,0,0,2,5,2,0
10,3,8700,32.3563218390805,28.15,"Kenta Maeda","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,2,5,1,0
11,4,6900,39.9275362318841,27.55,"Charlie Morton","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,7,0,0,4,5,0,2
12,8,4200,64.2857142857143,27,"Miguel Sano","MIN",NA,"3B",3,2,1,4,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,9,3200,81.25,26,"Yulieski Gurriel","HOU",NA,"1B",6,2,1,2,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,10,4200,61.9047619047619,26,"Mark Trumbo","BAL",NA,"OF",4,1,1,4,0,6,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11,5600,46.4285714285714,26,"Mike Trout","LAA",NA,"OF",3,2,1,2,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,5,5200,49.2307692307692,25.6,"Ariel Miranda","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5.33333333333333,0,0,1,2,2,0
17,12,3500,71.4285714285714,25,"Orlando Arcia","MIL",NA,"SS",8,2,1,3,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,13,3800,63.1578947368421,24,"Jacoby Ellsbury","NYY",NA,"OF",4,2,1,5,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,14,3100,77.4193548387097,24,"Avisail Garcia","CHW",NA,"OF",5,2,1,2,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,15,2100,114.285714285714,24,"Gift Ngoepe","PIT",NA,"2B/SS",8,2,0,1,0,3,2,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,16,3500,68.5714285714286,24,"Starlin Castro","NYY",NA,"2B",5,2,1,2,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,17,3400,67.6470588235294,23,"Tim Anderson","CHW",NA,"SS",2,2,1,2,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,18,2900,79.3103448275862,23,"Francisco Cervelli","PIT",NA,"C",5,2,0,3,0,5,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,6,7600,29.8684210526316,22.7,"Drew Pomeranz","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,0,0,2,6,2,0
25,7,10200,21.9607843137255,22.4,"Carlos Carrasco","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,8,0,0,3,6,0,0
26,8,8200,27.0731707317073,22.2,"Robbie Ray","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6.66666666666667,0,0,3,5,3,0
27,19,4900,44.8979591836735,22,"Ryan Braun","MIL",NA,"OF",3,1,1,2,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,20,3300,63.6363636363636,21,"Salvador Perez","KC",NA,"C",5,1,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,21,3200,65.625,21,"Corey Dickerson","TB",NA,"OF",1,2,1,1,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,22,2700,77.7777777777778,21,"T.J. Rivera","NYM",NA,"1B/3B",7,3,0,0,1,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,23,4100,51.219512195122,21,"Dexter Fowler","STL",NA,"OF",1,1,1,2,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,24,3600,58.3333333333333,21,"Scott Schebler","CIN",NA,"OF",6,2,1,1,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,25,3400,61.7647058823529,21,"Ben Gamel","SEA",NA,"OF",2,2,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,9,7800,26.5384615384615,20.7,"Lance Lynn","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,1,6,2,0
35,26,3600,55.5555555555556,20,"Welington Castillo","BAL",NA,"C",6,2,1,2,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,27,2900,68.9655172413793,20,"Jordy Mercer","PIT",NA,"SS",2,2,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,28,2700,74.0740740740741,20,"Jose Osuna","PIT",NA,"1B/OF",6,2,0,1,0,5,4,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,29,3600,55.5555555555556,20,"Hernan Perez","MIL",NA,"3B/OF",5,1,0,0,1,4,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,30,2600,73.0769230769231,19,"Derek Norris","TB",NA,"C",9,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,31,4700,40.4255319148936,19,"Joey Votto","CIN",NA,"1B",3,1,1,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,32,3600,52.7777777777778,19,"Jedd Gyorko","STL",NA,"3B",4,2,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,33,3700,51.3513513513513,19,"Evan Gattis","HOU",NA,"C",7,1,0,2,0,4,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,34,3200,59.375,19,"Matt Wieters","WAS",NA,"C",8,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,35,3400,55.8823529411765,19,"Jose Reyes","NYM",NA,"SS/3B",6,2,0,0,1,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,10,7700,24.4805194805195,18.85,"Tyler Skaggs","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5,0,0,1,4,0,0
46,11,5500,33.6363636363636,18.5,"Nick Martinez","TEX",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,3,5,0,0
47,36,4200,42.8571428571429,18,"Ender Inciarte","ATL",NA,"OF",1,2,0,3,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,37,3500,51.4285714285714,18,"Albert Almora","CHC",NA,"OF",9,2,1,1,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,38,4200,42.8571428571429,18,"Albert Pujols","LAA",NA,"1B",4,1,1,3,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,12,8000,22,17.6,"Ian Kennedy","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5.33333333333333,0,0,2,2,2,0
51,13,9000,19.5,17.55,"Jeff Samardzija","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7,0,0,2,4,1,2
52,14,6000,28.8333333333333,17.3,"Luis Perdomo","SD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6,0,0,1,6,0,1
53,15,7400,23.0405405405405,17.05,"Jameson Taillon","PIT",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,0,0,1,5,2,0
54,39,3700,45.9459459459459,17,"Brandon Belt","SF",NA,"1B/OF",2,2,0,0,0,3,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,40,4200,40.4761904761905,17,"AJ Pollock","ARI",NA,"OF",1,1,0,0,2,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,41,3400,47.0588235294118,16,"Asdrubal Cabrera","NYM",NA,"2B/SS",2,0,0,0,2,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,42,5200,30.7692307692308,16,"Kris Bryant","CHC",NA,"3B",2,1,1,1,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,43,4500,35.5555555555556,16,"Robinson Cano","SEA",NA,"2B",3,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,44,4200,38.0952380952381,16,"Todd Frazier","NYY",NA,"3B",4,2,1,1,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,45,3400,47.0588235294118,16,"Domingo Santana","MIL",NA,"OF",9,1,1,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,46,4200,38.0952380952381,16,"Christian Yelich","MIA",NA,"OF",3,1,0,0,0,5,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,47,3100,51.6129032258064,16,"Logan Morrison","TB",NA,"1B",6,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,48,3800,42.1052631578947,16,"Adonis Garcia","ATL",NA,"3B",2,2,0,1,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,49,3100,51.6129032258064,16,"Ryan Schimpf","SD",NA,"3B",5,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,50,4800,33.3333333333333,16,"Freddie Freeman","ATL",NA,"1B/3B",3,1,1,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,51,3400,44.1176470588235,15,"Josh Harrison","PIT",NA,"2B/3B",1,1,0,2,0,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,52,3400,44.1176470588235,15,"Justin Turner","LAD",NA,"3B",3,0,0,2,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,16,6500,22.6153846153846,14.7,"Kyle Freeland","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,0,0,1,6,2,0
69,17,6200,23.1451612903226,14.35,"Matt Boyd","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7,0,0,3,7,2,0
70,53,3500,40,14,"Brandon Moss","KC",NA,"OF",8,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,54,3100,45.1612903225806,14,"Christian Arroyo","SF",NA,"SS/3B",5,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,55,4400,31.8181818181818,14,"George Springer","HOU",NA,"OF",1,2,0,1,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,56,4500,31.1111111111111,14,"Trevor Story","COL",NA,"SS",2,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,57,3700,37.8378378378378,14,"Yunel Escobar","LAA",NA,"3B",1,1,1,1,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,58,3000,46.6666666666667,14,"Freddy Galvis","PHI",NA,"SS",2,1,0,2,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,59,4300,32.5581395348837,14,"Jose Ramirez","CLE",NA,"2B/3B",5,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,60,4100,34.1463414634146,14,"Evan Longoria","TB",NA,"3B",3,1,1,1,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,61,3700,37.8378378378378,14,"Andrew Benintendi","BOS",NA,"OF",2,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,62,3700,35.1351351351351,13,"Dansby Swanson","ATL",NA,"SS",8,2,0,0,1,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,63,3100,41.9354838709677,13,"Kolten Wong","STL",NA,"2B",8,1,0,1,0,2,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,64,3900,33.3333333333333,13,"Chase Headley","NYY",NA,"3B",2,2,0,0,0,4,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,65,2500,52,13,"Adeiny Hechavarria","TB",NA,"SS",8,1,0,0,0,4,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,18,4300,29.0697674418605,12.5,"Anthony Swarzak","CHW",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,0,0,0,0,0
84,19,4000,30.125,12.05,"James Pazos","SEA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2.33333333333333,0,0,0,2,0,0
85,66,3500,34.2857142857143,12,"Scooter Gennett","CIN",NA,"2B/OF",8,0,0,2,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,67,2900,41.3793103448276,12,"Joey Rickard","BAL",NA,"OF",1,2,0,0,0,5,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,68,4400,27.2727272727273,12,"Ben Zobrist","CHC",NA,"2B/OF",4,0,0,1,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,69,4100,29.2682926829268,12,"Adam Jones","BAL",NA,"OF",2,2,0,0,0,5,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,70,4700,25.531914893617,12,"Carlos Correa","HOU",NA,"SS",4,0,0,2,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,71,2800,42.8571428571429,12,"Jett Bandy","MIL",NA,"C",6,1,0,0,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,72,4000,30,12,"Elvis Andrus","TEX",NA,"SS",2,1,0,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,73,2800,42.8571428571429,12,"Tim Beckham","TB",NA,"SS",7,1,0,0,0,3,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,74,4200,28.5714285714286,12,"Andrew McCutchen","PIT",NA,"OF",3,1,0,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,20,12700,9.05511811023622,11.5,"Max Scherzer","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,5,9,1,0
95,75,4100,26.8292682926829,11,"Matt Kemp","ATL",NA,"OF",4,0,0,3,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,76,3400,32.3529411764706,11,"Mitch Moreland","BOS",NA,"1B",5,1,0,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,21,4000,25.625,10.25,"Jose A. Ramirez","ATL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,0,0,0,0
98,22,4000,25.625,10.25,"Deolis Guerra","LAA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,0,0,0,0
99,77,3600,27.7777777777778,10,"Chris Owings","ARI",NA,"SS/OF",2,0,0,0,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,78,4600,21.7391304347826,10,"Francisco Lindor","CLE",NA,"SS",2,0,0,0,0,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,79,3200,31.25,10,"Alen Hanson","CHW",NA,"2B/OF",9,0,0,1,0,2,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,80,4100,24.390243902439,10,"Stephen Piscotty","STL",NA,"OF",5,1,0,0,0,3,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,81,2800,35.7142857142857,10,"Cory Spangenberg","SD",NA,"3B/OF",6,1,0,0,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
