"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Max Scherzer","P","WSH","vs NYM",3.27,"deGrom, R 2.55","R",1.95,0,0,6.9,10.8,0.83,NA,12700,32.4,28.5,27.98,27.98,"%",92,2.2,11.5,0.9
"Jacob deGrom","P","NYM","@ WSH",4.23,"Scherzer, R 1.95","R",2.55,0,0,4.9,11.8,1.18,NA,10500,41.6,17.6,18.07,18.07,"%",33,1.7,33.55,3.2
"Carlos Carrasco","P","CLE","vs SEA",3.45,"Miranda, L 4.35","R",1.65,0,0,6.8,9,0.8,NA,10200,36.8,24.9,22.52,22.52,"%",71,2.2,22.4,2.2
"Jake Arrieta","P","CHC","@ BOS",4.31,"Pomeranz, L 4.60","R",3.65,0,0,6.2,10.6,1.01,NA,9600,29.1,22.5,16.2,16.2,"%",71,1.7,1.95,0.2
"Jeff Samardzija","P","SF","vs SD",3.41,"Perdomo, R 6.97","R",7.4,0,0,4.9,11,1.52,NA,9000,33.6,10.4,18.95,18.95,"%",30,2.1,17.55,2
"Kenta Maeda","P","LAD","vs PHI",3.36,"Eickhoff, R 2.92","R",8.05,0,0,4.8,9,1.53,NA,8700,23.9,8.3,16.56,16.56,"%",56,1.9,28.15,3.2
"Jerad Eickhoff","P","PHI","@ LAD",4.64,"Maeda, R 8.05","R",2.92,0,0,6.2,9.1,0.97,NA,8600,19.5,18.8,12.23,12.23,"%",81,1.4,1.55,0.2
"Ian Kennedy","P","KC","vs MIN",3.71,"Gibson, R 9.00","R",2.08,0,0,6.5,7.6,1.04,NA,8000,34.8,18.6,14.83,14.83,"%",46,1.9,17.6,2.2
"Jameson Taillon","P","PIT","@ MIA",4.18,"Conley, L 3.00","R",2.13,0,0,6.3,7.1,1.22,NA,7400,27.4,17.5,12.72,12.72,"%",58,1.7,17.05,2.3
"Blake Snell","P","TB","@ TOR",4.55,"Stroman, R 3.10","L",3.38,0,0,5.3,6.5,1.41,NA,7200,13.9,11,9.57,9.57,"%",81,1.3,7.85,1.1
"Chase Anderson","P","MIL","vs ATL",3.89,"Colon, R 4.50","R",1.13,0,0,6,8.3,1,NA,7100,27,21.3,14.87,14.87,"%",71,2.1,5.3,0.7
"Kevin Gausman","P","BAL","@ NYY",4.59,"Sabathia, L 2.70","R",7.5,0,0,4.8,6.4,2.04,NA,7000,30,4.4,9.72,9.72,"%",0,1.4,3.5,0.5
"Charlie Morton","P","HOU","vs OAK",3.69,"Cotton, R 4.76","R",4.29,0,0,5.3,8.2,1.52,NA,6900,18.5,12.2,11.86,11.86,"%",73,1.7,31.55,4.6
"Bartolo Colon","P","ATL","@ MIL",4.61,"Anderson, R 1.13","R",4.5,0,0,6,6.8,1.08,NA,6600,35.6,13.6,10.33,10.33,"%",7,1.6,2.05,0.3
"Kyle Freeland","P","COL","@ ARI",5.11,"Ray, L 3.42","L",3.32,0,0,5.4,5.8,1.43,NA,6500,30.8,12.2,8.44,8.44,"%",9,1.3,14.7,2.3
"Timothy Adleman","P","CIN","@ STL",4.41,"Lynn, R 2.70","R",2.7,0,0,5,10.8,0.8,NA,6400,13.4,17.6,9.87,9.87,"%",0,1.5,2.6,0.4
"Adam Conley","P","MIA","vs PIT",3.82,"Taillon, R 2.13","L",3,0,0,4.5,7,1.11,NA,6300,29.1,12.1,12.47,12.47,"%",31,2,-15.65,NA
"Matt Boyd","P","DET","vs CWS",4.18,"Pelfrey, R 4.15","L",3.86,0,0,4.7,6.7,1.55,NA,6200,36.5,11.2,11.72,11.72,"%",0,1.9,14.35,2.3
"Kyle Gibson","P","MIN","@ KC",4.29,"Kennedy, R 2.08","R",9,0,0,4.3,6.3,1.88,NA,5700,20.1,2,7.66,7.66,"%",0,1.3,3.2,0.6
"Nick Martinez","P","TEX","vs LAA",4.9,"Skaggs, L 4.44","R",1.29,0,0,7,3.9,0.71,NA,5500,7.6,16.8,7.6,7.6,"%",0,1.4,18.5,3.4
"Anthony Rizzo","1B","CHC","@ BOS",4.19,"Pomeranz, L 4.60","L",0.277,0.4,0.241,0,0,0,3,5300,27.9,10.7,12.52,12.52,"%",64,2.4,5,0.9
"Ariel Miranda","P","SEA","@ CLE",5.05,"Carrasco, R 1.65","L",4.35,0,0,5.2,7.4,1.31,NA,5200,28.2,11.9,8.84,8.84,"%",18,1.7,25.6,4.9
"Kris Bryant","3B","CHC","@ BOS",4.19,"Pomeranz, L 4.60","R",0.282,0.369,0.165,0,0,0,2,5200,28,9.7,11.89,11.89,"%",58,2.3,16,3.1
"Bryce Harper","OF","WSH","vs NYM",4.23,"deGrom, R 2.55","L",0.418,0.558,0.405,0,0,0,3,5200,35.8,14.4,11.84,11.84,"%",58,2.3,3,0.6
"Mike Pelfrey","P","CWS","@ DET",4.82,"Boyd, L 3.86","R",4.15,0,0,4.3,2.1,1.15,NA,5000,6,4.2,5.96,5.96,"%",0,1.2,2.5,0.5
"Nolan Arenado","3B","COL","@ ARI",3.89,"Ray, L 3.42","R",0.314,0.426,0.349,0,0,0,3,5000,26.9,10.1,11.17,11.17,"%",61,2.2,9,1.8
"Charlie Blackmon","OF","COL","@ ARI",3.89,"Ray, L 3.42","L",0.304,0.408,0.348,0,0,0,1,5000,26.3,11,10.57,10.57,"%",64,2.1,5,1
"Eric Thames","1B","MIL","vs ATL",4.61,"Colon, R 4.50","L",0.37,0.557,0.534,0,0,0,2,4900,31.7,14.1,12.06,12.06,"%",65,2.5,7,1.4
"Ryan Braun","OF","MIL","vs ATL",4.61,"Colon, R 4.50","R",0.289,0.411,0.303,0,0,0,3,4900,28,10.6,11.68,11.68,"%",61,2.4,22,4.5
"Trea Turner","SS","WSH","vs NYM",4.23,"deGrom, R 2.55","R",0.347,0.416,0.286,0,0,0,2,4900,36.9,12.4,10.66,10.66,"%",47,2.2,8,1.6
"Jean Segura","SS","SEA","@ CLE",3.45,"Carrasco, R 1.65","R",0.354,0.377,0.146,0,0,0,1,4800,24.9,11.1,8.55,8.55,"%",63,1.8,5,1
"Freddie Freeman","1B","ATL","@ MIL",3.89,"Anderson, R 1.13","L",0.38,0.523,0.394,0,0,0,3,4800,33.8,12.4,11.03,11.03,"%",54,2.3,16,3.3
"Joey Votto","1B","CIN","@ STL",3.6,"Lynn, R 2.70","L",0.238,0.37,0.325,0,0,0,3,4700,25.9,9.5,9.68,9.68,"%",57,2.1,19,4
"Kyle Schwarber","OF","CHC","@ BOS",4.19,"Pomeranz, L 4.60","L",0.213,0.331,0.163,0,0,0,1,4700,22,7.3,9.99,9.99,"%",59,2.1,3,0.6
