"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Stephen Strasburg","Michael Fulmer","Yasmani Grandal","Adrian Gonzalez","Logan Forsythe","Nicholas Castellanos","Corey Seager","Giancarlo Stanton","Lorenzo Cain","Denard Span"
"2","Clayton Kershaw","German Marquez","Yasmani Grandal","Matt Adams","Brandon Phillips","Nicholas Castellanos","Corey Seager","Matt Kemp","Nick Markakis","Denard Span"
"3","Clayton Kershaw","German Marquez","Yasmani Grandal","Adrian Gonzalez","Logan Forsythe","Maikel Franco","Corey Seager","Andrew Benintendi","Justin Upton","Denard Span"
"4","Clayton Kershaw","Michael Fulmer","Yasmani Grandal","Miguel Cabrera","Dixon Machado","Nicholas Castellanos","Jose Iglesias","Giancarlo Stanton","Andrew Benintendi","Seth Smith"
"5","Stephen Strasburg","Michael Pineda","Yasmani Grandal","Adrian Gonzalez","Logan Forsythe","Manny Machado","Corey Seager","Andrew Benintendi","Seth Smith","Kole Calhoun"
"6","Stephen Strasburg","Michael Fulmer","Yasmani Grandal","Chris Davis","Jonathan Schoop","Manny Machado","Corey Seager","Mark Trumbo","Denard Span","Seth Smith"
"7","Clayton Kershaw","Michael Fulmer","Yasmani Grandal","Eric Hosmer","Brandon Phillips","Mike Moustakas","Alcides Escobar","Andrew Benintendi","Lorenzo Cain","Denard Span"
"8","Stephen Strasburg","Rick Porcello","Yasmani Grandal","Adrian Gonzalez","Brandon Phillips","Maikel Franco","Corey Seager","Matt Kemp","Ender Inciarte","Nick Markakis"
"9","Stephen Strasburg","German Marquez","Salvador Perez","Eric Hosmer","Brandon Phillips","Mike Moustakas","Corey Seager","Giancarlo Stanton","Lorenzo Cain","Denard Span"
"10","Clayton Kershaw","German Marquez","Yasmani Grandal","Adrian Gonzalez","Dixon Machado","Manny Machado","Corey Seager","Adam Jones","Mark Trumbo","Seth Smith"
"11","Stephen Strasburg","Michael Fulmer","Yasmani Grandal","Matt Adams","Brandon Phillips","Manny Machado","Alcides Escobar","Matt Kemp","Andrew Benintendi","Nick Markakis"
"12","Clayton Kershaw","Michael Fulmer","Yasmani Grandal","Adrian Gonzalez","Logan Forsythe","Manny Machado","Corey Seager","Ender Inciarte","Jarrod Dyson","Franchy Cordero"
"13","Clayton Kershaw","Michael Fulmer","Salvador Perez","Eric Hosmer","Joe Panik","Nicholas Castellanos","Corey Seager","Andrew Benintendi","Jorge Bonifacio","Lorenzo Cain"
"14","Clayton Kershaw","Stephen Strasburg","Yasmani Grandal","Adrian Gonzalez","Dixon Machado","Nicholas Castellanos","Jose Iglesias","Denard Span","Mikie Mahtook","Kole Calhoun"
"15","Michael Pineda","Michael Fulmer","Yasmani Grandal","Adrian Gonzalez","Logan Forsythe","Maikel Franco","Corey Seager","Mookie Betts","Billy Hamilton","Matt Kemp"
"16","Clayton Kershaw","Michael Fulmer","Yasmani Grandal","Tommy Joseph","Brandon Phillips","Maikel Franco","Corey Seager","Aaron Altherr","Howie Kendrick","Denard Span"
"17","Clayton Kershaw","Jerad Eickhoff","Yasmani Grandal","Adrian Gonzalez","Logan Forsythe","Nicholas Castellanos","Corey Seager","Mookie Betts","Nick Markakis","Seth Smith"
"18","Clayton Kershaw","Rick Porcello","Yasmani Grandal","Adrian Gonzalez","Logan Forsythe","Eduardo Nunez","Corey Seager","Giancarlo Stanton","Mikie Mahtook","Kole Calhoun"
"19","Stephen Strasburg","German Marquez","Yasmani Grandal","Adrian Gonzalez","Logan Forsythe","Eduardo Nunez","Corey Seager","Billy Hamilton","Nick Markakis","Jarrod Dyson"
"20","Stephen Strasburg","German Marquez","Yasmani Grandal","Miguel Cabrera","Dixon Machado","Nicholas Castellanos","Jose Iglesias","Mookie Betts","Billy Hamilton","Lorenzo Cain"
