"Jose Altuve_HOU","George Springer_HOU","Carlos Correa_HOU","Giancarlo Stanton_MIA","Justin Bour_MIA","Marcell Ozuna_MIA","Marwin Gonzalez_HOU","Carlos Beltran_HOU","Christian Yelich_MIA","Kris Bryant_CHC","Josh Reddick_HOU","Whit Merrifield_KC","Anthony Rizzo_CHC","Alex Bregman_HOU","Mike Moustakas_KC","Evan Gattis_HOU","Dee Gordon_MIA","Eric Hosmer_KC","Javier Baez_CHC","Lorenzo Cain_KC","Ben Zobrist_CHC","JT Realmuto_MIA","Brian McCann_HOU","Jorge Bonifacio_KC","Kyle Schwarber_CHC","Jorge Soler_KC","Willson Contreras_CHC","Ian Happ_CHC","Yuli Gurriel_HOU","Martin Prado_MIA","Derek Fisher_HOU","Jason Heyward_CHC","Brandon Moss_KC","Paulo Orlando_KC","Billy Burns_KC","Cheslor Cuthbert_KC","Jake Marisnick_HOU","Norichika Aoki_HOU","Salvador Perez_KC","Miguel Montero_CHC","Derek Dietrich_MIA","Addison Russell_CHC","Ryan O'Hearn_KC","Jon Jay_CHC","Destin Hood_MIA","Jeimer Candelario_CHC","Albert Almora_CHC","Terrance Gore_KC","Ichiro Suzuki_MIA","Tyler Moore_MIA","Tomas Telis_MIA","Tommy La Stella_CHC","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","JT Riddle_MIA","Alex Gordon_KC","Raul Mondesi_KC","AJ Ellis_MIA","Mike Aviles_MIA","Alcides Escobar_KC","Juan Centeno_HOU","Tony Kemp_HOU","Miguel Rojas_MIA","Drew Butera_KC","Eloy Jimenez_CHC"
68.6141176470588,0.207215541165587,-10.8520202020202,0,0,0,-0.817540322580645,11.383275261324,0,0,-8.93974358974359,0,0,11.4212560386473,0,5.7,0,0,0,0,0,0,-10.9913793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09473684210526,13.8620689655172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0
0.207215541165587,80.8667900092507,25.7231707317073,0,0,0,19.1459770114943,2.35964912280702,0,0,-6.54285714285714,0,0,9.22646733111849,0,36.9391534391534,0,0,0,0,0,0,0.506666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.75,15.3253968253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10.8520202020202,25.7231707317073,60.8566142460685,0,0,0,16.0992063492063,13.9217273954116,0,0,17.6186186186186,0,0,10.418118466899,0,19.2513227513227,0,0,0,0,0,0,-1.61083743842365,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3382352941176,-0.128306878306878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,80.2823129251701,8.70295983086681,5.12202380952381,0,0,14.8928571428571,0,0,0,0,0,0,0,-5.09090909090909,0,0,0,0,6.36829268292683,0,0,0,0,0,0,0,19.8190476190476,0,0,0,0,0,0,0,0,0,0,4.05268817204301,0,0,0,0,0,0,0,62.5833333333333,-31.5,0,0,-0.5,0,18.2416666666667,27.5904761904762,0,0,-4.51388888888889,0,0,0,0,-34.3846153846154,0,0
0,0,0,8.70295983086681,88.9526570048309,5.46859903381643,0,0,17.712077294686,0,0,0,0,0,0,0,21.2200929152149,0,0,0,0,9.68825910931174,0,0,0,0,0,0,0,5.68131868131868,0,0,0,0,0,0,0,0,0,0,9.85862068965517,0,0,0,0,0,0,0,24.2,0,0,0,-6,0,-3.84285714285714,-3.46491228070175,0,0,24.5178571428571,0,0,0,0,8.96969696969697,0,0
0,0,0,5.12202380952381,5.46859903381643,78.1129411764706,0,0,21.9905882352941,0,0,0,0,0,0,0,11.5869565217391,0,0,0,0,7.55052264808362,0,0,0,0,0,0,0,-2.14761904761905,0,0,0,0,0,0,0,0,0,0,-8.95643939393939,0,0,0,0,0,0,0,10.0666666666667,47.8333333333333,0,0,3.5,0,-2.85,0.361471861471861,0,0,23.4666666666667,0,0,0,0,35.1142857142857,0,0
-0.817540322580645,19.1459770114943,16.0992063492063,0,0,0,77.458110516934,29.8033333333333,0,0,-0.293478260869565,0,0,4.93349753694581,0,20.8787878787879,0,0,0,0,0,0,-3.09210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.549450549450549,2.2843137254902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.5,0,0,0,0
11.383275261324,2.35964912280702,13.9217273954116,0,0,0,29.8033333333333,58.6921373200443,0,0,9.77094474153298,0,0,5.56207827260459,0,-6.15151515151515,0,0,0,0,0,0,-11.845,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.13333333333333,-17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14.8928571428571,17.712077294686,21.9905882352941,0,0,48.5207843137255,0,0,0,0,0,0,0,3.28538390379278,0,0,0,0,5.21602787456446,0,0,0,0,0,0,0,-8.96190476190476,0,0,0,0,0,0,0,0,0,0,0.294507575757576,0,0,0,0,0,0,0,29,26.1666666666667,0,0,-10.25,0,14.2916666666667,-11.1277056277056,0,0,0.533333333333333,0,0,0,0,-5.32857142857143,0,0
0,0,0,0,0,0,0,0,0,77.5314716312057,0,0,10.4477335800185,0,0,0,0,0,8.77556818181818,0,18.8190476190476,0,0,0,11.4666666666667,0,12.1663306451613,20,0,0,0,11.4864864864865,0,0,0,0,0,0,0,25.2833333333333,0,19.3737804878049,0,14.7463235294118,0,0,18.1176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
