"Anthony Rizzo_CHC","Josh Donaldson_TOR","Kris Bryant_CHC","Ryan Braun_MIL","Eric Thames_MIL","Justin Smoak_TOR","Starling Marte_PIT","Travis Shaw_MIL","Adam Frazier_PIT","Shin-Soo Choo_TEX","Wil Myers_SD","Hernan Perez_MIL","Josh Bell_PIT","Andrew McCutchen_PIT","Keon Broxton_MIL","Devon Travis_TOR","Yangervis Solarte_SD","Jonathan Villar_MIL","Elvis Andrus_TEX","Rougned Odor_TEX","Ben Zobrist_CHC","Steve Pearce_TOR","Willson Contreras_CHC","Hunter Renfroe_SD","Josh Harrison_PIT","Domingo Santana_MIL","Russell Martin_TOR","Kendrys Morales_TOR","Ian Happ_CHC","Adrian Beltre_TEX","Jose Bautista_TOR","Carlos Gomez_TEX","Delino DeShields_TEX","Kevin Pillar_TOR","Addison Russell_CHC","Nomar Mazara_TEX","Jose Pirela_SD","Eric Sogard_MIL","Robinson Chirinos_TEX","Joey Gallo_TEX","Jason Heyward_CHC","Jordy Mercer_PIT","Jesus Aguilar_MIL","Brett Phillips_MIL","Kyle Schwarber_CHC","Manny Pina_MIL","David Freese_PIT","Troy Tulowitzki_TOR","Jon Jay_CHC","Ryan Schimpf_SD","Franchy Cordero_SD","Nick Franklin_MIL","Gregory Polanco_PIT","Mike Napoli_TEX","Dalton Pompey_TOR","Rowdy Tellez_TOR","John Jaso_PIT","Jose Osuna_PIT","Michael Reed_MIL","Lewis Brinson_MIL","Jurickson Profar_TEX","Manuel Margot_SD","Francisco Cervelli_PIT","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Elias Diaz_PIT","Ryan Cordell_MIL","Jarrod Saltalamacchia_TOR","Jonathan Lucroy_TEX","Ezequiel Carrera_TOR","Miguel Montero_CHC","Alex Dickerson_SD","Javier Baez_CHC","Austin Hedges_SD","Danny Ortiz_PIT","Kevin Newman_PIT","Darrell Ceciliani_TOR","Jeimer Candelario_CHC","Albert Almora_CHC","Mark Zagunis_CHC","Jacob Stallings_PIT","Orlando Arcia_MIL","Chris Coghlan_TOR","Pete Kozma_TEX","Ryan Goins_TOR","Brett Nicholas_TEX","Anthony Alford_TOR","Cory Spangenberg_SD","Allen Cordoba_SD","Jacob Nottingham_MIL","Dwight Smith_TOR","Ryan Rua_TEX","Andy Ibanez_TEX","Travis Jankowski_SD","Tommy La Stella_CHC","Phil Gosselin_PIT","Chris Bostick_PIT","Corey Ray_MIL","Jared Hoying_TEX","Erick Aybar_SD","Matt Szczur_SD","Chase d'Arnaud_SD","Jose Rondon_SD","Hanser Alberto_TEX","Ronald Guzman_TEX","Christian Bethancourt_SD","Luis Urias_SD","Gift Ngoepe_PIT","Jett Bandy_MIL","Drew Stubbs_TEX","Max Moroff_PIT","Harold Ramirez_TOR","Richard Urena_TOR","Chris Stewart_PIT","John Bormann_PIT","Luke Maile_TOR","Jabari Blash_SD","Carlos Asuaje_SD","Darwin Barney_TOR","Mike Ohlman_TOR","Drew Robinson_TEX","Hector Sanchez_SD","Eloy Jimenez_CHC","Luis Torrens_SD"
69.1433691756272,0,13.708408953418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12458471760797,0,25.7093023255814,0,0,0,0,0,0,0,0,0,0,0,3.48979591836735,0,0,0,0,0,26.3690476190476,0,0,0,7.79058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948484848484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.708408953418,0,77.9520748100526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4738675958188,0,13.6025641025641,0,0,0,0,0,0,0,0,0,0,0,13.3279370952821,0,0,0,0,0,18.6063829787234,0,0,0,3.29255319148936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4198606271777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,91.6905844155844,0,0,19.512077294686,0,0,0,24.8321479374111,0,0,5.20824524312896,0,0,1.34030197444832,0,0,0,0,0,0,0,0.395348837209302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3418803418803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04804421768708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30049261083744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,86.8675324675325,0,0,0,0,0,0,0,0,0,24.1315789473684,0,0,0,0,0,0,0,0,0,0,18.1969696969697,10.7718702865762,0,0,-2.39350649350649,0,0,-1.18308874912648,0,0,0,0,0,0,0,0,0,0,0,0,0,15.151724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01108870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.35882352941177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.2136752136752,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19.512077294686,0,0,71.4154882154882,0,0,0,-1.36666666666667,0,0,12.0545454545455,0,0,-1.198606271777,0,0,0,0,0,0,0,4.01107419712071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0982905982906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33205782312925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.4259259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,63.1228070175439,0,0,0,-5.18823529411765,9.21771771771772,0,0,0,0,0,0,0,0,0,0,18.2959001782531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,0,0,0,0,15.4010695187166,0,0,0,0,0,-4.7445652173913,0,0,0,0,0,0,0,0,0,14.7777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,59.2719298245614,0,0,0,0,0,0,0,0,5.59805194805195,1.87719298245614,0,0,0,0,0,0,0,0,0,0,0,11.1105169340463,24.1588235294118,0,0,20.9918367346939,0,0,0,5.09542815674891,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.9975609756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39024390243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
