"Place_lo","Place_hi","Payout"
"1","1","1e+05"
"2","2","50000"
"3","3","25000"
"4","4","15000"
"5","5","10000"
"6","6","7000"
"7","7","6000"
"8","8","5000"
"9","10","4000"
"11","15","3000"
"16","23","2500"
"24","34","2000"
"35","64","1500"
"65","124","1200"
