"Mookie Betts_BOS","Hanley Ramirez_BOS","Ryan Braun_MIL","Eric Thames_MIL","Xander Bogaerts_BOS","Andrew Benintendi_BOS","Jonathan Villar_MIL","Corey Dickerson_TB","Dustin Pedroia_BOS","Keon Broxton_MIL","Brad Miller_TB","Jackie Bradley_BOS","Mitch Moreland_BOS","Evan Longoria_TB","Eric Hosmer_KC","Mike Moustakas_KC","Lorenzo Cain_KC","Salvador Perez_KC","Hernan Perez_MIL","Travis Shaw_MIL","Colby Rasmus_TB","Pablo Sandoval_BOS","Domingo Santana_MIL","Alex Gordon_KC","Logan Morrison_TB","Chris Young_BOS","Steven Souza_TB","Kevin Kiermaier_TB","Tim Beckham_TB","Brock Holt_BOS","Sandy Leon_BOS","Wilson Ramos_TB","Jorge Soler_KC","Orlando Arcia_MIL","Whit Merrifield_KC","Nick Franklin_MIL","Christian Vazquez_BOS","Jett Bandy_MIL","Brandon Moss_KC","Matt Duffy_TB","Rickie Weeks_TB","Daniel Robertson_TB","Jesus Aguilar_MIL","Billy Burns_KC","Manny Pina_MIL","Mallex Smith_TB","Peter O'Brien_KC","Derek Norris_TB","Kirk Nieuwenhuis_MIL","Chase d'Arnaud_BOS","Andrew Susac_MIL","Steve Selsky_BOS","Marco Hernandez_BOS","Alcides Escobar_KC","Cheslor Cuthbert_KC","Jake Bauers_TB","Jorge Bonifacio_KC","Paulo Orlando_KC","Jesus Sucre_TB","Deven Marrero_BOS","Josh Rutledge_BOS","Peter Bourjos_TB","Raul Mondesi_KC","Curt Casali_TB","Ryan O'Hearn_KC","Terrance Gore_KC","Christian Colon_KC","Shane Peterson_TB","Drew Butera_KC"
92.8233618233618,15.1666666666667,0,0,16.9347826086957,46.7384615384615,0,0,22.6403162055336,0,0,-8.16483516483516,19.6923076923077,0,0,0,0,0,0,0,0,18.8653846153846,0,0,0,-18.0448717948718,0,0,0,-5,33.6153846153846,0,0,0,0,0,3.66025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0
15.1666666666667,47.0766666666667,0,0,12.4782608695652,20.2934782608696,0,0,9.20238095238095,0,0,-27.2142857142857,11.8804347826087,0,0,0,0,0,0,0,0,13.1818181818182,0,0,0,11.8545454545455,0,0,0,0,25.5,0,0,0,0,0,-8.43589743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1025641025641,0,0,0,0,0,0,0,3.83333333333333,0,0,0,0,0,0,0,0
0,0,66.4266666666667,16.5757575757576,0,0,-21.9525691699605,0,0,-31.5555555555556,0,0,0,0,0,0,0,0,-10.9230769230769,-18.1515151515152,0,0,3.23421052631579,0,0,0,0,0,0,0,0,0,0,14.0952380952381,0,-6,0,45.8181818181818,0,0,0,0,-5,0,13.4358974358974,0,0,0,-12.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16.5757575757576,95.6699507389163,0,0,-2.38888888888889,0,0,-13.4632034632035,0,0,0,0,0,0,0,0,65.3566176470588,23.88,0,0,-6.77857142857143,0,0,0,0,0,0,0,0,0,0,5.75230769230769,0,-13.95,0,2.38333333333333,0,0,0,0,0,0,17.2884615384615,0,0,0,15.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.9347826086957,12.4782608695652,0,0,31.6266666666667,26.6449275362319,0,0,9.25,0,0,3,11.7771739130435,0,0,0,0,0,0,0,0,9.2,0,0,0,20.4204545454545,0,0,0,0,34.5448717948718,0,0,0,0,0,-9.68939393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151515151515152,0,0,0,0,0,0,0,-3.4,0,0,0,0,0,0,0,0
46.7384615384615,20.2934782608696,0,0,26.6449275362319,65.9047619047619,0,0,18.95,0,0,-3.70952380952381,14.2393162393162,0,0,0,0,0,0,0,0,19.5769230769231,0,0,0,15.7815934065934,0,0,0,-1.66666666666667,53.6593406593407,0,0,0,0,0,7.38461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07142857142857,0,0,0,0,0,0,0,17.25,0,0,0,0,0,0,0,0
0,0,-21.9525691699605,-2.38888888888889,0,0,65.0298850574713,0,0,3.78260869565217,0,0,0,0,0,0,0,0,12.3088235294118,0.474358974358974,0,0,-13.602766798419,0,0,0,0,0,0,0,0,0,0,1.61538461538462,0,11,0,9.325,0,0,0,0,-37.3333333333333,0,16.4395604395604,0,0,0,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,41.0727513227513,0,0,-3.52333333333333,0,0,7.39384615384615,0,0,0,0,0,0,79.05,0,0,0,3.8596837944664,0,1.04347826086957,2.91692307692308,-16.0217391304348,0,0,0,0,0,0,0,0,0,0,0,28.2916666666667,-4.88181818181818,0,0,0,6.5,0,9.53947368421053,0,0,0,0,0,0,0,0,0,0,8.71428571428571,0,0,1.25,0,0,0,0,0,6.5,0
22.6403162055336,9.20238095238095,0,0,9.25,18.95,0,0,24.25,0,0,5.05769230769231,0.927536231884058,0,0,0,0,0,0,0,0,-5.72727272727273,0,0,0,8.40865384615385,0,0,0,0,29.2179487179487,0,0,0,0,0,14.9242424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606060606060606,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
0,0,-31.5555555555556,-13.4632034632035,0,0,3.78260869565217,0,0,109.557971014493,0,0,0,0,0,0,0,0,9.81818181818182,4.35,0,0,-3.99473684210526,0,0,0,0,0,0,0,0,0,0,5.54112554112554,0,22.5,0,-24.9358974358974,0,0,0,0,10.8333333333333,0,-21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-3.52333333333333,0,0,46.1847290640394,0,0,3.8974358974359,0,0,0,0,0,0,29.1,0,0,0,21.7119565217391,0,27.7216666666667,10.6880341880342,-7.53166666666667,0,0,0,0,0,0,0,0,0,0,0,0.388888888888889,-0.572727272727273,0,0,0,19.6666666666667,0,0.714285714285714,0,0,0,0,0,0,0,0,0,0,1.25,0,0,-4.2,0,0,0,0,0,0.666666666666667,0
