"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","Projection_ceil","Projection_rceil","Name.Clean","FreqInd"
"WR","Justin Hardy (7725751)","Justin Hardy",7725751,3000,"Atl@Phi 01:00PM ET","Atl","Justin","Hardy","Phi",3.29,1.6,9,0.040625,2.15094192402861,2.1790795487684,8.2,1.6,"Justin Hardy",0
"WR","Dorial Green-Beckham (7725752)","Dorial Green-Beckham",7725752,3000,"Atl@Phi 01:00PM ET","Phi","Dorial","Green-Beckham","Atl",7.21,8.2,3,0.146067415730337,7.30809849138033,7.26071394555505,8.9,8.2,"Dorial Green-Beckham",0
"WR","Bryce Treggs (7725753)","Bryce Treggs",7725753,3000,"Atl@Phi 01:00PM ET","Phi","Bryce","Treggs","Atl",0,4.6,9,0.0149812734082397,2.54258662843008,2.43571380245935,8.9,4.6,"Bryce Treggs",0
"RB","Mike Tolbert (7725642)","Mike Tolbert",7725642,3000,"KC@Car 01:00PM ET","Car","Mike","Tolbert","KC",0,2.3,8,0.0235690235690236,1.27129331421504,1.21785690122968,2.7,2.3,"Mike Tolbert",0
"RB","Anthony Sherman (7725645)","Anthony Sherman",7725645,3000,"KC@Car 01:00PM ET","KC","Anthony","Sherman","Car",0,0,10,0.0137931034482759,0,0,1.7,0,"Anthony Sherman",0
"RB","Bishop Sankey (7725648)","Bishop Sankey",7725648,3000,"KC@Car 01:00PM ET","KC","Bishop","Sankey","Car",0,0,0,0,0,0,0,0,"Bishop Sankey",0
"WR","Brenton Bersin (7725758)","Brenton Bersin",7725758,3000,"KC@Car 01:00PM ET","Car","Brenton","Bersin","KC",0,0,10,0.00336700336700337,0,0,0,0,"Brenton Bersin",0
"WR","Corey Brown (7725760)","Corey Brown",7725760,3000,"KC@Car 01:00PM ET","Car","Corey","Brown","KC",0,4.4,4,0.117845117845118,2.43203938371572,2.32981320235242,10.3,4.4,"Corey Brown",0
"WR","De'Anthony Thomas (7725763)","De'Anthony Thomas",7725763,3000,"KC@Car 01:00PM ET","KC","De'Anthony","Thomas","Car",0,0,9,0.0172413793103448,0,0,3.6,0,"DeAnthony Thomas",0
"WR","Demarcus Robinson (7725765)","Demarcus Robinson",7725765,3000,"KC@Car 01:00PM ET","KC","Demarcus","Robinson","Car",0,0,0,0,0,0,0,0,"Demarcus Robinson",0
"RB","Antone Smith (7725651)","Antone Smith",7725651,3000,"Chi@TB 01:00PM ET","TB","Antone","Smith","Chi",0,0,0,0,0,0,7.8,0,"Antone Smith",0
"WR","Deonte Thompson (7725768)","Deonte Thompson",7725768,3000,"Chi@TB 01:00PM ET","Chi","Deonte","Thompson","TB",0,0,11,0.0101351351351351,0,0,0.7,0,"Deonte Thompson",0
"WR","Joshua Bellamy (7725771)","Joshua Bellamy",7725771,3000,"Chi@TB 01:00PM ET","Chi","Joshua","Bellamy","TB",0,0,0,0,0,0,NA,0,"Joshua Bellamy",0
"WR","Cecil Shorts III (7725772)","Cecil Shorts III",7725772,3000,"Chi@TB 01:00PM ET","TB","Cecil","Shorts III","Chi",0,0,0,0,0,0,NA,0,"Cecil Shorts III",0
"WR","Freddie Martino (7725773)","Freddie Martino",7725773,3000,"Chi@TB 01:00PM ET","TB","Freddie","Martino","Chi",4.73,2.9,12,0.00943396226415094,3.42386135859039,3.45038166739495,2.3,2.9,"Freddie Martino",0
"RB","Zach Line (7725660)","Zach Line",7725660,3000,"Min@Was 01:00PM ET","Min","Zach","Line","Was",0,0,12,0.00352112676056338,0,0,0.6,0,"Zach Line",0
"RB","Mack Brown (7725663)","Mack Brown",7725663,3000,"Min@Was 01:00PM ET","Was","Mack","Brown","Min",0,0,0,0,0,0,0,0,"Mack Brown",0
"WR","Charles Johnson (7725778)","Charles Johnson",7725778,3000,"Min@Was 01:00PM ET","Min","Charles","Johnson","Was",3.19,1.7,6,0.0704225352112676,2.16771816139144,2.19154733368773,5.2,1.7,"Charles Johnson",0
"WR","Jarius Wright (7725780)","Jarius Wright",7725780,3000,"Min@Was 01:00PM ET","Min","Jarius","Wright","Was",0,0,9,0.0176056338028169,0,0,7.2,0,"Jarius Wright",0
"WR","Ryan Grant (7725781)","Ryan Grant",7725781,3000,"Min@Was 01:00PM ET","Was","Ryan","Grant","Min",1.64,6.7,8,0.0302114803625378,4.33468981183794,4.21158335178188,2.1,6.7,"Ryan Grant",0
"WR","Rashad Ross (7725782)","Rashad Ross",7725782,3000,"Min@Was 01:00PM ET","Was","Rashad","Ross","Min",0,3.5,12,0.00604229607250755,1.93457678250114,1.85326050187125,1.8,3.5,"Rashad Ross",0
"WR","Maurice Harris (7725784)","Maurice Harris",7725784,3000,"Min@Was 01:00PM ET","Was","Maurice","Harris","Min",0,0,12,0.00604229607250755,0,0,0,0,"Maurice Harris",0
"WR","Laquon Treadwell (7725788)","Laquon Treadwell",7725788,3000,"Min@Was 01:00PM ET","Min","Laquon","Treadwell","Was",0,0,12,0.00352112676056338,0,0,3,0,"Laquon Treadwell",0
"RB","Jalston Fowler (7725669)","Jalston Fowler",7725669,3000,"GB@Ten 01:00PM ET","Ten","Jalston","Fowler","GB",0,0,12,0.0033112582781457,0,0,2.4,0,"Jalston Fowler",0
"RB","Antonio Andrews (7725670)","Antonio Andrews",7725670,3000,"GB@Ten 01:00PM ET","Ten","Antonio","Andrews","GB",1.47,0,0,0,0.565911559416803,0.595092972471755,1.4,0,"Antonio Andrews",0
"RB","Aaron Ripkowski (7725671)","Aaron Ripkowski",7725671,3000,"GB@Ten 01:00PM ET","GB","Aaron","Ripkowski","Ten",2.37,1.1,11,0.0151057401812689,1.5203978702948,1.54188890926706,3.5,1.1,"Aaron Ripkowski",0
"RB","Don Jackson (7725673)","Don Jackson",7725673,3000,"GB@Ten 01:00PM ET","GB","Don","Jackson","Ten",3.28,2.6,14,0.00604229607250755,2.69982840910093,2.70453429778963,1.6,2.6,"Don Jackson",0
"WR","Harry Douglas (7725790)","Harry Douglas",7725790,3000,"GB@Ten 01:00PM ET","Ten","Harry","Douglas","GB",3.21,2.1,9,0.033112582781457,2.39651212781901,2.41144503692842,6.6,2.1,"Harry Douglas",0
"WR","Marc Mariani (7725791)","Marc Mariani",7725791,3000,"GB@Ten 01:00PM ET","Ten","Marc","Mariani","GB",0,0,0,0,0,0,0,0,"Marc Mariani",0
"WR","Tre McBride (7725795)","Tre McBride",7725795,3000,"GB@Ten 01:00PM ET","Ten","Tre","McBride","GB",0,0,0,0,0,0,0,0,"Tre McBride",0
"WR","Trevor Davis (7725798)","Trevor Davis",7725798,3000,"GB@Ten 01:00PM ET","GB","Trevor","Davis","Ten",0,0,9,0.0211480362537764,0,0,5.9,0,"Trevor Davis",0
"WR","Tajae Sharpe (7725799)","Tajae Sharpe",7725799,3000,"GB@Ten 01:00PM ET","Ten","Tajae","Sharpe","GB",8.14,9.2,1,0.201986754966887,8.21886039539945,8.16670433683713,11.1,9.2,"Tajae Sharpe",0
"WR","Geronimo Allison (7725801)","Geronimo Allison",7725801,3000,"GB@Ten 01:00PM ET","GB","Geronimo","Allison","Ten",0,0,11,0.0151057401812689,0,0,12.2,0,"Geronimo Allison",0
"RB","Kenyan Drake (7725679)","Kenyan Drake",7725679,3000,"Mia@SD 04:05PM ET","Mia","Kenyan","Drake","SD",0,2.5,11,0.033195020746888,1.38184055892939,1.3237575013366,9.2,2.5,"Kenyan Drake",0
"WR","Griff Whalen (7725803)","Griff Whalen",7725803,3000,"Mia@SD 04:05PM ET","SD","Griff","Whalen","Mia",1.61,7.6,10,0.00909090909090909,4.82060319755422,4.67599129772282,2,7.6,"Griff Whalen",0
"WR","Isaiah Burse (7725806)","Isaiah Burse",7725806,3000,"Mia@SD 04:05PM ET","SD","Isaiah","Burse","Mia",0,0,15,0,0,0,0,0,"Isaiah Burse",0
"WR","Jakeem Grant (7725809)","Jakeem Grant",7725809,3000,"Mia@SD 04:05PM ET","Mia","Jakeem","Grant","SD",1.6,0,13,0.004149377593361,0.615958159909445,0.647720242146128,3.1,0,"Jakeem Grant",0
"WR","Jeremy Butler (7725810)","Jeremy Butler",7725810,3000,"Mia@SD 04:05PM ET","SD","Jeremy","Butler","Mia",0,0,13,0.00303030303030303,0,0,1.5,0,"Jeremy Butler",0
"WR","Leonte Carroo (7725812)","Leonte Carroo",7725812,3000,"Mia@SD 04:05PM ET","Mia","Leonte","Carroo","SD",0,2.4,12,0.012448132780083,1.32656693657221,1.27080720128314,3.1,2.4,"Leonte Carroo",0
"TE","Hunter Henry (7725913)","Hunter Henry",7725913,3000,"Mia@SD 04:05PM ET","SD","Hunter","Henry","Mia",7.6,5.2,6,0.1,5.80002962214299,5.83008675297424,17.9,5.2,"Hunter Henry",1
"RB","Stepfan Taylor (7725683)","Stepfan Taylor",7725683,3000,"SF@Ari 04:25PM ET","Ari","Stepfan","Taylor","SF",0,1.9,0,0,1.05019882478634,1.00605570101582,1.7,1.9,"Stepfan Taylor",0
"RB","Kerwynn Williams (7725684)","Kerwynn Williams",7725684,3000,"SF@Ari 04:25PM ET","Ari","Kerwynn","Williams","SF",0,0,0,0,0,0,0,0,"Kerwynn Williams",0
"WR","Keshawn Martin (7725817)","Keshawn Martin",7725817,3000,"SF@Ari 04:25PM ET","SF","Keshawn","Martin","Ari",0,0,0,0,0,0,-1,0,"Keshawn Martin",0
"WR","Rod Streater (7725819)","Rod Streater",7725819,3000,"SF@Ari 04:25PM ET","SF","Rod","Streater","Ari",2.6,3.7,9,0.028,3.04605603706834,3.01170649546563,3,3.7,"Rod Streater",0
"WR","Quinton Patton (7725821)","Quinton Patton",7725821,3000,"SF@Ari 04:25PM ET","SF","Quinton","Patton","Ari",8.54,6.5,2,0.164,6.88046213173308,6.89897629593013,13.1,6.5,"Quinton Patton",0
"WR","Brittan Golden (7725822)","Brittan Golden",7725822,3000,"SF@Ari 04:25PM ET","Ari","Brittan","Golden","SF",0,0,11,0.00898203592814371,0,0,4.5,0,"Brittan Golden",0
"WR","Aaron Burbridge (7725823)","Aaron Burbridge",7725823,3000,"SF@Ari 04:25PM ET","SF","Aaron","Burbridge","Ari",0,1.4,9,0.028,0.773830713000458,0.741304200748498,1.6,1.4,"Aaron Burbridge",0
"WR","Chris Hubert (7725824)","Chris Hubert",7725824,3000,"SF@Ari 04:25PM ET","Ari","Chris","Hubert","SF",0,0,0,0,0,0,0,0,"Chris Hubert",0
"RB","Darren McFadden (7725689)","Darren McFadden",7725689,3000,"Dal@Pit 04:25PM ET","Dal","Darren","McFadden","Pit",0,0,0,0,0,0,0,0,"Darren McFadden",0
"RB","Lance Dunbar (7725691)","Lance Dunbar",7725691,3000,"Dal@Pit 04:25PM ET","Dal","Lance","Dunbar","Pit",0,2.7,8,0.0233463035019455,1.49238780364374,1.42965810144353,5.9,2.7,"Lance Dunbar",0
"RB","Fitzgerald Toussaint (7725692)","Fitzgerald Toussaint",7725692,3000,"Dal@Pit 04:25PM ET","Pit","Fitzgerald","Toussaint","Dal",2.76,3,12,0.00309597523219814,2.72073649655906,2.70582641930599,1.6,3,"Fitzgerald Toussaint",0
"RB","Roosevelt Nix (7725694)","Roosevelt Nix",7725694,3000,"Dal@Pit 04:25PM ET","Pit","Roosevelt","Nix","Dal",0,0,0,0,0,0,0,0,"Roosevelt Nix",0
"RB","Keith Smith (7725695)","Keith Smith",7725695,3000,"Dal@Pit 04:25PM ET","Dal","Keith","Smith","Pit",0,0,9,0.0116731517509728,0,0,2.3,0,"Keith Smith",0
"RB","Darius Jackson (7725696)","Darius Jackson",7725696,3000,"Dal@Pit 04:25PM ET","Dal","Darius","Jackson","Pit",0,0,0,0,0,0,0,0,"Darius Jackson",0
"WR","Darrius Heyward-Bey (7725825)","Darrius Heyward-Bey",7725825,3000,"Dal@Pit 04:25PM ET","Pit","Darrius","Heyward-Bey","Dal",0,0,8,0.0495356037151703,0,0,12,0,"Darrius Heyward-Bey",0
"WR","Markus Wheaton (7725831)","Markus Wheaton",7725831,3000,"Dal@Pit 04:25PM ET","Pit","Markus","Wheaton","Dal",0,0,9,0.0309597523219814,0,0,11.3,0,"Markus Wheaton",0
"WR","Cobi Hamilton (7725832)","Cobi Hamilton",7725832,3000,"Dal@Pit 04:25PM ET","Pit","Cobi","Hamilton","Dal",0,2.1,10,0.0278637770897833,1.16074606950069,1.11195630112275,11.9,2.1,"Cobi Hamilton",0
"WR","Lucky Whitehead (7725835)","Lucky Whitehead",7725835,3000,"Dal@Pit 04:25PM ET","Dal","Lucky","Whitehead","Pit",0,1,11,0.00389105058365759,0.552736223571756,0.529503000534642,3.8,1,"Lucky Whitehead",0
"RB","James Develin (7725698)","James Develin",7725698,3000,"Sea@NE 08:30PM ET","NE","James","Develin","Sea",0,0,0,0,0,0,0,0,"James Develin",0
"RB","Will Tukuafu (7725699)","Will Tukuafu",7725699,3000,"Sea@NE 08:30PM ET","Sea","Will","Tukuafu","NE",0,0,14,0.003690036900369,0,0,0,0,"Will Tukuafu",0
"RB","Brandon Bolden (7725701)","Brandon Bolden",7725701,3000,"Sea@NE 08:30PM ET","NE","Brandon","Bolden","Sea",0,1.2,9,0.0148148148148148,0.663283468286107,0.63540360064157,2.7,1.2,"Brandon Bolden",0
"RB","Dion Lewis (7725702)","Dion Lewis",7725702,3000,"Sea@NE 08:30PM ET","NE","Dion","Lewis","Sea",2.34,11.1,0,0,7.03621089051405,6.82477416007323,0,0,"Dion Lewis",0
"RB","Tyler Gaffney (7725703)","Tyler Gaffney",7725703,3000,"Sea@NE 08:30PM ET","NE","Tyler","Gaffney","Sea",0,0,0,0,0,0,0,0,"Tyler Gaffney",0
"RB","D.J. Foster (7725707)","D.J. Foster",7725707,3000,"Sea@NE 08:30PM ET","NE","D.J.","Foster","Sea",0,0,10,0.00740740740740741,0,0,2.2,0,"D.J. Foster",0
"RB","Alex Collins (7725709)","Alex Collins",7725709,3000,"Sea@NE 08:30PM ET","Sea","Alex","Collins","NE",0,0,10,0.011070110701107,0,0,6.4,0,"Alex Collins",0
"WR","Matthew Slater (7725836)","Matthew Slater",7725836,3000,"Sea@NE 08:30PM ET","NE","Matthew","Slater","Sea",0,0,11,0.0037037037037037,0,0,NA,0,"Matthew Slater",0
"WR","Jermaine Kearse (7725840)","Jermaine Kearse",7725840,3000,"Sea@NE 08:30PM ET","Sea","Jermaine","Kearse","NE",8.05,8.6,3,0.14760147601476,7.85257101476149,7.81256827289562,9.3,8.6,"Jermaine Kearse",0
"WR","Paul Richardson (7725841)","Paul Richardson",7725841,3000,"Sea@NE 08:30PM ET","Sea","Paul","Richardson","NE",3.46,3.8,6,0.0590405904059041,3.43240717037685,3.41280642567264,5.4,3.8,"Paul Richardson",0
"WR","Tanner McEvoy (7725843)","Tanner McEvoy",7725843,3000,"Sea@NE 08:30PM ET","Sea","Tanner","McEvoy","NE",0,0,10,0.011070110701107,0,0,7.9,0,"Tanner McEvoy",0
"WR","Malcolm Mitchell (7725845)","Malcolm Mitchell",7725845,3000,"Sea@NE 08:30PM ET","NE","Malcolm","Mitchell","Sea",2.34,0,7,0.0481481481481481,0.900838808867564,0.947290854138712,4.8,0,"Malcolm Mitchell",0
"TE","Julius Thomas (7725848)","Julius Thomas",7725848,2900,"Hou@Jax 01:00PM ET","Jax","Julius","Thomas","Hou",10.2,7.2,4,0.114035087719298,7.90643407913935,7.94163814753098,14.3,7.2,"Julius Thomas",0
"TE","Virgil Green (7725853)","Virgil Green",7725853,2900,"Den@NO 01:00PM ET","Den","Virgil","Green","NO",8.25,7.1,6,0.0705128205128205,7.10046144939254,7.09927880236193,8.7,7.1,"Virgil Green",0
"TE","Jacob Tamme (7725866)","Jacob Tamme",7725866,2800,"Atl@Phi 01:00PM ET","Atl","Jacob","Tamme","Phi",0,0,4,0.09375,0,0,13.1,0,"Jacob Tamme",0
"TE","Richard Rodgers (7725905)","Richard Rodgers",7725905,2800,"GB@Ten 01:00PM ET","GB","Richard","Rodgers","Ten",8.48,6.4,5,0.0845921450151057,6.8020900783793,6.82173648679618,9.2,6.4,"Richard Rodgers",0
"TE","Vernon Davis (7725891)","Vernon Davis",7725891,2700,"Min@Was 01:00PM ET","Was","Vernon","Davis","Min",4.28,2.3,6,0.0845921450151057,2.9189813919728,2.95050854897057,14.1,2.3,"Vernon Davis",0
"TE","Vance McDonald (7725919)","Vance McDonald",7725919,2700,"SF@Ari 04:25PM ET","SF","Vance","McDonald","Ari",7.09,4.4,5,0.08,5.16150397981445,5.20002352536245,14.8,4.4,"Vance McDonald",0
"TE","Jesse James (7725928)","Jesse James",7725928,2700,"Dal@Pit 04:25PM ET","Pit","Jesse","James","Dal",5.71,9.1,4,0.114551083591331,7.22810031767981,7.13002891902423,12.3,9.1,"Jesse James",0
"TE","Garrett Celek (7725918)","Garrett Celek",7725918,2600,"SF@Ari 04:25PM ET","SF","Garrett","Celek","Ari",5.84,3.8,4,0.116,4.34864493324215,4.376290285865,10.3,3.8,"Garrett Celek",0
"TE","Marcedes Lewis (7725846)","Marcedes Lewis",7725846,2500,"Hou@Jax 01:00PM ET","Jax","Marcedes","Lewis","Hou",3.74,2.3,6,0.0701754385964912,2.71109551300337,2.73190296724625,7.6,2.3,"Marcedes Lewis",0
"TE","Ryan Griffin (7725847)","Ryan Griffin",7725847,2500,"Hou@Jax 01:00PM ET","Hou","Ryan","Griffin","Jax",5.47,3.1,3,0.131313131313131,3.81928925226286,3.85585287949446,0,3.1,"Ryan Griffin",0
"TE","Neal Sterling (7725850)","Neal Sterling",7725850,2500,"Hou@Jax 01:00PM ET","Jax","Neal","Sterling","Hou",0,0,12,0.00584795321637427,0,0,2,0,"Neal Sterling",0
"TE","Stephen Anderson (7725851)","Stephen Anderson",7725851,2500,"Hou@Jax 01:00PM ET","Hou","Stephen","Anderson","Jax",0,1.4,8,0.0336700336700337,0.773830713000458,0.741304200748498,5.5,1.4,"Stephen Anderson",0
"TE","Ben Koyack (7725852)","Ben Koyack",7725852,2500,"Hou@Jax 01:00PM ET","Jax","Ben","Koyack","Hou",0,0,10,0.0146198830409357,0,0,9.1,0,"Ben Koyack",0
"TE","Josh Hill (7725855)","Josh Hill",7725855,2500,"Den@NO 01:00PM ET","NO","Josh","Hill","Den",2.84,3.3,9,0.0285714285714286,2.91735527162606,2.89706333157369,9.8,3.3,"Josh Hill",0
"TE","A.J. Derby (7725856)","A.J. Derby",7725856,2500,"Den@NO 01:00PM ET","Den","A.J.","Derby","NO",0,1.4,13,0.00320512820512821,0.773830713000458,0.741304200748498,0,1.4,"A.J. Derby",0
"TE","Jeff Heuerman (7725857)","Jeff Heuerman",7725857,2500,"Den@NO 01:00PM ET","Den","Jeff","Heuerman","NO",2.32,0,11,0.00961538461538462,0.893139331868696,0.939194351111885,4.3,0,"Jeff Heuerman",0
"TE","Kellen Davis (7725858)","Kellen Davis",7725858,2500,"LA@NYJ 01:00PM ET","NYJ","Kellen","Davis","LA",0,0,11,0.00315457413249211,0,0,0,0,"Kellen Davis",0
"TE","Cory Harkey (7725860)","Cory Harkey",7725860,2500,"LA@NYJ 01:00PM ET","LA","Cory","Harkey","NYJ",0,0,0,0,0,0,0,0,"Cory Harkey",0
"TE","Brandon Bostick (7725861)","Brandon Bostick",7725861,2500,"LA@NYJ 01:00PM ET","NYJ","Brandon","Bostick","LA",1.51,0,9,0.0126182965299685,0.581310513414539,0.611285978525408,1.8,0,"Brandon Bostick",0
"TE","Eric Tomlinson (7725862)","Eric Tomlinson",7725862,2500,"LA@NYJ 01:00PM ET","NYJ","Eric","Tomlinson","LA",0,0,0,0,0,0,0,0,"Eric Tomlinson",0
"TE","Austin Seferian-Jenkins (7725863)","Austin Seferian-Jenkins",7725863,2500,"LA@NYJ 01:00PM ET","NYJ","Austin","Seferian-Jenkins","LA",3.98,1.5,10,0.00630914826498423,2.36130025813238,2.40545860314045,8.4,1.5,"Austin Seferian-Jenkins",0
"TE","Tyler Higbee (7725864)","Tyler Higbee",7725864,2500,"LA@NYJ 01:00PM ET","LA","Tyler","Higbee","NYJ",3.31,1,6,0.0492957746478873,1.82699966688442,1.86947425147444,3,1,"Tyler Higbee",0
"TE","Temarrick Hemingway (7725865)","Temarrick Hemingway",7725865,2500,"LA@NYJ 01:00PM ET","LA","Temarrick","Hemingway","NYJ",0,0,0,0,0,0,0,0,"Temarrick Hemingway",0
"TE","Brent Celek (7725867)","Brent Celek",7725867,2500,"Atl@Phi 01:00PM ET","Phi","Brent","Celek","Atl",0,1.2,7,0.0374531835205993,0.663283468286107,0.63540360064157,7.2,1.2,"Brent Celek",0
"TE","Levine Toilolo (7725869)","Levine Toilolo",7725869,2500,"Atl@Phi 01:00PM ET","Atl","Levine","Toilolo","Phi",0,2.1,10,0.0375,1.16074606950069,1.11195630112275,10.8,2.1,"Levine Toilolo",0
"TE","Trey Burton (7725870)","Trey Burton",7725870,2500,"Atl@Phi 01:00PM ET","Phi","Trey","Burton","Atl",4.04,3.1,6,0.0823970037453183,3.26877664684379,3.27695291307636,10.4,3.1,"Trey Burton",0
"TE","Joshua Perkins (7725871)","Joshua Perkins",7725871,2500,"Atl@Phi 01:00PM ET","Atl","Joshua","Perkins","Phi",0,0,0,0,0,0,0,0,"Joshua Perkins",0
"TE","Ed Dickson (7725874)","Ed Dickson",7725874,2500,"KC@Car 01:00PM ET","Car","Ed","Dickson","KC",2.22,3.2,7,0.0404040404040404,2.62339786230397,2.59312143768861,8.6,3.2,"Ed Dickson",0
"TE","James Winchester (7725876)","James Winchester",7725876,2500,"KC@Car 01:00PM ET","KC","James","Winchester","Car",0,0,0,0,0,0,NA,0,"James Winchester",0
"TE","James O'Shaughnessy (7725877)","James O'Shaughnessy",7725877,2500,"KC@Car 01:00PM ET","KC","James","O'Shaughnessy","Car",0,0,14,0.00344827586206897,0,0,1,0,"James OShaughnessy",0
"TE","Chris Manhertz (7725878)","Chris Manhertz",7725878,2500,"KC@Car 01:00PM ET","Car","Chris","Manhertz","KC",0,0,0,0,0,0,0,0,"Chris Manhertz",0
"TE","Ross Travis (7725879)","Ross Travis",7725879,2500,"KC@Car 01:00PM ET","KC","Ross","Travis","Car",0,0,10,0.0137931034482759,0,0,2.7,0,"Ross Travis",0
"TE","Demetrius Harris (7725880)","Demetrius Harris",7725880,2500,"KC@Car 01:00PM ET","KC","Demetrius","Harris","Car",2.11,1.7,8,0.0620689655172414,1.75194640345257,1.7543361702391,6,1.7,"Demetrius Harris",0
"TE","Brandon Myers (7725882)","Brandon Myers",7725882,2500,"Chi@TB 01:00PM ET","TB","Brandon","Myers","Chi",2.09,0,9,0.0188679245283019,0.804595346381713,0.846084566303379,6,0,"Brandon Myers",0
"TE","Logan Paulsen (7725883)","Logan Paulsen",7725883,2500,"Chi@TB 01:00PM ET","Chi","Logan","Paulsen","TB",1.62,0,8,0.0236486486486486,0.623657636908313,0.655816745172954,2.6,0,"Logan Paulsen",0
"TE","Andrew DePaola (7725884)","Andrew DePaola",7725884,2500,"Chi@TB 01:00PM ET","TB","Andrew","DePaola","Chi",0,0,0,0,0,0,NA,0,"Andrew DePaola",0
"TE","Luke Stocker (7725885)","Luke Stocker",7725885,2500,"Chi@TB 01:00PM ET","TB","Luke","Stocker","Chi",0,0,15,0.00628930817610063,0,0,2.8,0,"Luke Stocker",0
"TE","Patrick Scales (7725886)","Patrick Scales",7725886,2500,"Chi@TB 01:00PM ET","Chi","Patrick","Scales","TB",0,0,0,0,0,0,NA,0,"Patrick Scales",0
"TE","Daniel Brown (7725888)","Daniel Brown",7725888,2500,"Chi@TB 01:00PM ET","Chi","Daniel","Brown","TB",0,0,0,0,0,0,0,0,"Daniel Brown",0
"TE","Alan Cross (7725889)","Alan Cross",7725889,2500,"Chi@TB 01:00PM ET","TB","Alan","Cross","Chi",0,0,12,0.00943396226415094,0,0,1.4,0,"Alan Cross",0
"TE","Ben Braunecker (7725890)","Ben Braunecker",7725890,2500,"Chi@TB 01:00PM ET","Chi","Ben","Braunecker","TB",0,0,12,0.00337837837837838,0,0,1.8,0,"Ben Braunecker",0
"TE","Rhett Ellison (7725892)","Rhett Ellison",7725892,2500,"Min@Was 01:00PM ET","Min","Rhett","Ellison","Was",2.04,1.6,11,0.0105633802816901,1.66972461159935,1.67304810959174,7.1,1.6,"Rhett Ellison",0
"TE","Niles Paul (7725893)","Niles Paul",7725893,2500,"Min@Was 01:00PM ET","Was","Niles","Paul","Min",0,0,10,0.00906344410876133,0,0,2.7,0,"Niles Paul",0
"TE","Kevin McDermott (7725894)","Kevin McDermott",7725894,2500,"Min@Was 01:00PM ET","Min","Kevin","McDermott","Was",0,0,0,0,0,0,NA,0,"Kevin McDermott",0
"TE","MyCole Pruitt (7725897)","MyCole Pruitt",7725897,2500,"Min@Was 01:00PM ET","Min","MyCole","Pruitt","Was",0,0,12,0.00352112676056338,0,0,1.7,0,"MyCole Pruitt",0
"TE","David Morgan (7725898)","David Morgan",7725898,2500,"Min@Was 01:00PM ET","Min","David","Morgan","Was",0,0,0,0,0,0,0,0,"David Morgan",0
"TE","Anthony Fasano (7725899)","Anthony Fasano",7725899,2500,"GB@Ten 01:00PM ET","Ten","Anthony","Fasano","GB",1.82,0,7,0.0364238410596026,0.700652406896994,0.73678177544122,5.6,0,"Anthony Fasano",0
"TE","Jared Cook (7725901)","Jared Cook",7725901,2500,"GB@Ten 01:00PM ET","GB","Jared","Cook","Ten",0,0,7,0.0362537764350453,0,0,6.7,0,"Jared Cook",0
"TE","Beau Brinkley (7725902)","Beau Brinkley",7725902,2500,"GB@Ten 01:00PM ET","Ten","Beau","Brinkley","GB",0,0,0,0,0,0,NA,0,"Beau Brinkley",0
"TE","Justin Perillo (7725903)","Justin Perillo",7725903,2500,"GB@Ten 01:00PM ET","GB","Justin","Perillo","Ten",0,2.7,13,0.0120845921450151,1.49238780364374,1.42965810144353,3.7,2.7,"Justin Perillo",0
"TE","Jace Amaro (7725904)","Jace Amaro",7725904,2500,"GB@Ten 01:00PM ET","Ten","Jace","Amaro","GB",0,0,11,0.0132450331125828,0,0,8.9,0,"Jace Amaro",0
"TE","Phillip Supernaw (7725906)","Phillip Supernaw",7725906,2500,"GB@Ten 01:00PM ET","Ten","Phillip","Supernaw","GB",0,0,10,0.0198675496688742,0,0,4.6,0,"Phillip Supernaw",0
"TE","Sean McGrath (7725908)","Sean McGrath",7725908,2500,"Mia@SD 04:05PM ET","SD","Sean","McGrath","Mia",0,0,13,0.00303030303030303,0,0,2.1,0,"Sean McGrath",0
"TE","MarQueis Gray (7725909)","MarQueis Gray",7725909,2500,"Mia@SD 04:05PM ET","Mia","MarQueis","Gray","SD",2.36,1.5,10,0.037344398340249,1.73764262122407,1.7496418579675,10.4,1.5,"MarQueis Gray",0
"TE","Dion Sims (7725910)","Dion Sims",7725910,2500,"Mia@SD 04:05PM ET","Mia","Dion","Sims","SD",5.34,4.1,6,0.0497925311203319,4.32197887534197,4.33272861035473,6.4,4.1,"Dion Sims",0
"TE","Asante Cleveland (7725911)","Asante Cleveland",7725911,2500,"Mia@SD 04:05PM ET","SD","Asante","Cleveland","Mia",0,0,0,0,0,0,0,0,"Asante Cleveland",0
"TE","Dominique Jones (7725912)","Dominique Jones",7725912,2500,"Mia@SD 04:05PM ET","Mia","Dominique","Jones","SD",6.73,3,8,0.04149377593361,4.24908268083437,4.31298227013107,12.2,3,"Dominique Jones",0
"TE","Thomas Duarte (7725914)","Thomas Duarte",7725914,2500,"Mia@SD 04:05PM ET","Mia","Thomas","Duarte","SD",0,0,0,0,0,0,0,0,"Thomas Duarte",0
"TE","Darren Fells (7725915)","Darren Fells",7725915,2500,"SF@Ari 04:25PM ET","Ari","Darren","Fells","SF",3.71,2.1,8,0.0419161676646707,2.58899905279071,2.61385761259908,6.1,2.1,"Darren Fells",0
