"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Jake Arrieta",10900,"PHI@CHC 08:05PM ET",18.37,"CHC","PHI",24.16,17.8,23.6295,NA,21.3
"SP","Jerad Eickhoff",8000,"PHI@CHC 08:05PM ET",15.49,"PHI","CHC",14.46,15.6,16.052,NA,10.55
"SP","Hector Santiago",7500,"OAK@MIN 08:10PM ET",16.51,"MIN","OAK",17.59,14.4,14.622,NA,11.3
"SP","Adam Wainwright",7400,"MIL@STL 08:15PM ET",9.108,"STL","MIL",15,13.2,18.31,NA,NA
"SP","Chase Anderson",7300,"MIL@STL 08:15PM ET",17.94,"MIL","STL",14.45,15.9,11.2,NA,NA
"SP","Kendall Graveman",7200,"OAK@MIN 08:10PM ET",16.75,"OAK","MIN",14.9,11.7,11.975,NA,-3.9
"SP","Charlie Morton",6900,"TEX@HOU 08:10PM ET",15.96,"HOU","TEX",15.65,16.2,17.218,NA,27.3
"SP","Nate Karns",6800,"CWS@KC 08:15PM ET",7.47,"KC","CWS",17.63,15.2,NA,NA,30.3
"SP","Nick Martinez",5600,"TEX@HOU 08:10PM ET",17.625,"TEX","HOU",11.74,13.5,6.564,NA,-7.2
"SP","Mike Pelfrey",5200,"CWS@KC 08:15PM ET",3.325,"CWS","KC",8.12,11.3,8.129,NA,4.4
