"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Giancarlo Stanton",5500,"MIA@TEX 08:05PM ET",9.547,"MIA","TEX",9.8,13.8,9.41,NA,"2",NA,32
"3B","Nolan Arenado",5400,"COL@STL 08:08PM ET",10,"COL","STL",9.71,8,7.58,NA,"3",NA,0
"OF","George Springer",5400,"HOU@PHI 07:05PM ET",10.685,"HOU","PHI",10,10.4,10.16,NA,"1",NA,0
"1B","Paul Goldschmidt",5400,"ATL@ARI 09:40PM ET",10.691,"ARI","ATL",10.27,10.2,10.57,NA,"4",NA,13
"OF","Charlie Blackmon",5300,"COL@STL 08:08PM ET",11.121,"COL","STL",10.67,9.2,8.29,NA,"1",NA,3
"OF","Mookie Betts",5300,"BOS@SEA 10:10PM ET",9.856,"BOS","SEA",8.1,8.6,8.02,NA,"1",NA,3
"OF","Michael Conforto",5300,"NYM@SD 10:10PM ET",9.15,"NYM","SD",7.17,7.6,6.2,NA,"1",NA,7
"1B","Justin Smoak",5200,"OAK@TOR 07:07PM ET",8.722,"TOR","OAK",7.85,8.9,8.98,NA,"4",NA,8
"2B","Jose Altuve",5200,"HOU@PHI 07:05PM ET",10.695,"HOU","PHI",9.83,10.4,10.51,NA,"2",NA,30
"3B","Jake Lamb",5200,"ATL@ARI 09:40PM ET",9.806,"ARI","ATL",9.96,9.4,8.93,NA,"3",NA,8
"OF","Andrew McCutchen",5200,"PIT@SF 10:15PM ET",9,"PIT","SF",9.02,8.8,8.33,NA,"3",NA,20
"SS","Corey Seager",5100,"MIN@LAD 10:10PM ET",8.89,"LAD","MIN",10.41,9.3,9.31,NA,"2",NA,3
"1B","Justin Bour",5000,"MIA@TEX 08:05PM ET",8.384,"MIA","TEX",6.91,0,7.38,NA,"x",NA,0
"SS","Carlos Correa",5000,"HOU@PHI 07:05PM ET",10.143,"HOU","PHI",NA,0,NA,NA,"x",NA,NA
"OF","AJ Pollock",5000,"ATL@ARI 09:40PM ET",8.904,"ARI","ATL",8.22,10.1,10.19,NA,"2",NA,32
"1B","Joey Votto",5000,"CIN@CLE 07:10PM ET",9.847,"CIN","CLE",9.55,9.3,8.87,NA,"3",NA,7
"OF","Gerardo Parra",4900,"COL@STL 08:08PM ET",7.533,"COL","STL",6.76,0,1.39,NA,"x",NA,3
