"Aaron Judge_NYY","Trea Turner_WAS","Charlie Blackmon_COL","Bryce Harper_WAS","Nolan Arenado_COL","Mark Reynolds_COL","Ryan Zimmerman_WAS","Mookie Betts_BOS","Andrew Benintendi_BOS","Gary Sanchez_NYY","Eduardo Nunez_SF","Buster Posey_SF","Cameron Maybin_LAA","Daniel Murphy_WAS","Michael Conforto_NYM","Xander Bogaerts_BOS","Matt Holliday_NYY","Mitch Moreland_BOS","DJ LeMahieu_COL","Corey Dickerson_TB","Travis Shaw_MIL","Starlin Castro_NYY","Mike Moustakas_KC","Mike Trout_LAA","Jay Bruce_NYM","Brandon Belt_SF","Justin Upton_DET","JD Martinez_DET","Ryan Braun_MIL","Domingo Santana_MIL","Aaron Hicks_NYY","Yoenis Cespedes_NYM","David Dahl_COL","Logan Morrison_TB","Hernan Perez_MIL","Lorenzo Cain_KC","Andrelton Simmons_LAA","Jackie Bradley_BOS","Ian Desmond_COL","Steven Souza_TB","Nicholas Castellanos_DET","Brett Gardner_NYY","Khris Davis_OAK","Didi Gregorius_NYY","Joe Panik_SF","Alex Avila_DET","Jonathan Villar_MIL","Neil Walker_NYM","Eric Thames_MIL","Matt Carpenter_STL","Yonder Alonso_OAK","Howie Kendrick_PHI","Dustin Pedroia_BOS","Jed Lowrie_OAK","Eric Hosmer_KC","Kole Calhoun_LAA","Anthony Rendon_WAS","Adam Eaton_WAS","Aaron Altherr_PHI","Gerardo Parra_COL","Evan Longoria_TB","Dexter Fowler_STL","Salvador Perez_KC","Lucas Duda_NYM","Denard Span_SF","Hunter Pence_SF","Tommy Pham_STL","Rajai Davis_OAK","Trevor Story_COL","Pat Valaika_COL","Ian Kinsler_DET","Kevin Kiermaier_TB","Randal Grichuk_STL","Ryon Healy_OAK","Whit Merrifield_KC","Curtis Granderson_NYM","Hanley Ramirez_BOS","Carlos Gonzalez_COL","Stephen Cardullo_COL","Raimel Tapia_COL","Tim Beckham_TB","Brad Miller_TB","Yadier Molina_STL","Stephen Piscotty_STL","Jedd Gyorko_STL","Matt Joyce_OAK","Chase Headley_NYY","CJ Cron_LAA","David Wright_NYM","Adam Lind_WAS","Asdrubal Cabrera_NYM","Travis d'Arnaud_NYM","Michael Taylor_WAS","Nick Hundley_SF","Brandon Crawford_SF","Dustin Garneau_COL","Jarrett Parker_SF","Christian Arroyo_SF","Miguel Cabrera_DET","Eric Sogard_MIL","Kolten Wong_STL","Yunel Escobar_LAA","Jefry Marte_LAA","Jayson Werth_WAS","Brock Holt_BOS","Cesar Hernandez_PHI","Odubel Herrera_PHI","Victor Martinez_DET","Mallex Smith_TB","Chris Carter_NYY","Marcus Semien_OAK","Albert Pujols_LAA","Brian Goodwin_WAS","Daniel Nava_PHI","Gorkys Hernandez_SF","Tony Wolters_COL","Colby Rasmus_TB","Wilson Ramos_TB","Jose Iglesias_DET","Trevor Plouffe_OAK","Jacoby Ellsbury_NYY","Stephen Vogt_OAK","Eric Young_LAA","Jorge Bonifacio_KC","Jorge Soler_KC","Pablo Sandoval_BOS","Tommy Joseph_PHI","Michael Morse_SF","Kelby Tomlinson_SF","Austin Slater_SF","Jordan Patterson_COL","Andrew Romine_DET","Jhonny Peralta_STL","Jesus Aguilar_MIL","Aledmys Diaz_STL","Chad Pinder_OAK","Danny Espinosa_LAA","Chris Young_BOS","Justin Ruggiano_SF","Alexi Amarista_COL","Keon Broxton_MIL","Orlando Arcia_MIL","Greg Bird_NYY","Luis Valbuena_LAA","Cheslor Cuthbert_KC","Juan Lagares_NYM","Christian Vazquez_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Aaron Hill_SF","Mac Williamson_SF","Matt Duffy_TB","Nick Franklin_MIL","Mark Canha_OAK","Martin Maldonado_LAA","Alex Gordon_KC","Paulo Orlando_KC","Billy Burns_KC","Jose Reyes_NYM","Matt Wieters_WAS","Wilmer Flores_NYM","Amed Rosario_NYM","Josh Rutledge_BOS","Mikie Mahtook_DET","Manny Pina_MIL","Michael Reed_MIL","Harrison Bader_STL","Rob Refsnyder_NYY","Joey Wendle_OAK","Brandon Moss_KC","Ben Revere_LAA","Brandon Nimmo_NYM","Maikel Franco_PHI","Ryan Hanigan_COL","Conor Gillaspie_SF","Cristhian Adames_COL","Tom Murphy_COL","JaCoby Jones_DET","Jose Martinez_STL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Tyler Austin_NYY","Stephen Drew_WAS","TJ Rivera_NYM","Andrew Knapp_PHI","Sam Travis_BOS","Rhys Hoskins_PHI","Tim Federowicz_SF","Derek Norris_TB","Dixon Machado_DET","John Hicks_DET","Tyler Collins_DET","Jake Bauers_TB","Jacob Nottingham_MIL","Jake Smolinski_OAK","Ryan LaMarre_OAK","Ryan O'Hearn_KC","David Fletcher_LAA","Wilmer Difo_WAS","Gavin Cecchini_NYM","Sandy Leon_BOS","Scott Kingery_PHI","Orlando Calixte_SF","Peter Bourjos_TB","James McCann_DET","Greg Garcia_STL","Jett Bandy_MIL","Brett Phillips_MIL","Magneuris Sierra_STL","Corey Ray_MIL","Josh Phegley_OAK","Bruce Maxwell_OAK","Alcides Escobar_KC","Terrance Gore_KC","Nolan Fontana_LAA","Chris Heisey_WAS","Matt Reynolds_NYM","Kevin Plawecki_NYM","Andres Blanco_PHI","Freddy Galvis_PHI","Brock Stassi_PHI","Jorge Alfaro_PHI","Roman Quinn_PHI","Rickie Weeks_TB","Jim Adduci_DET","Jesus Sucre_TB","Daniel Robertson_TB","Carson Kelly_STL","Paul DeJong_STL","Gleyber Torres_NYY","Juan Graterol_LAA","Pedro Severino_WAS","Deven Marrero_BOS","Cameron Rupp_PHI","Nick Williams_PHI","Chris Marrero_SF","Alex Presley_DET","Curt Casali_TB","Eric Fryer_STL","Lewis Brinson_MIL","Ronald Torreyes_NYY","Carlos Perez_LAA","Rene Rivera_NYM","Rafael Bautista_WAS","Michael Saunders_PHI","Ryan Cordell_MIL","Austin Romine_NYY","Raul Mondesi_KC","Adam Rosales_OAK","Kyle Higashioka_NYY","Jorge Mateo_NYY","Shane Robinson_LAA","Jose Lobaton_WAS","Ty Kelly_PHI","Michael Martinez_TB","Shane Peterson_TB","Taylor Featherston_TB","Willy Adames_TB","Chad Huffman_STL","Jaff Decker_OAK","Jaycob Brugman_OAK","Renato Nunez_OAK","Matt Olson_OAK","Miguel Andujar_NYY","Tyler Wade_NYY","Franklin Barreto_OAK","Cliff Pennington_LAA","Drew Butera_KC","Ramon Torres_KC","Hunter Dozier_KC","Ryan Raburn_WAS","Grant Green_WAS"
110.134301270417,0,0,0,0,0,0,0,0,41.7046370967742,0,0,0,0,0,0,29.9984917043741,0,0,0,0,33.9140955837871,0,0,0,0,0,0,0,0,2.19635627530364,0,0,0,0,0,0,0,0,0,0,21.9661224489796,0,2.61877667140825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41877551020408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53297682709447,0,0,0,0,0,0,0,0,0,0,-0.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3784615384615,0,0,0,0,0,15.9384057971014,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94.792270531401,0,38.3859649122807,0,0,16.8141025641026,0,0,0,0,0,0,25.0658536585366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.0048780487805,28.9444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46.9555555555556,0,0,26.3536036036036,0,0,0,0,0,0,0,0,0,0,-0.524064171122995,0,0,0,0,0,0,0,0,17.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.23809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,72.6949152542373,0,9.99436090225564,21.1269956458636,0,0,0,0,0,0,0,0,0,0,0,0,5.61363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46590909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5862068965517,0,0,0,0,0,0,0,0,5.553911205074,20.9363636363636,0,0,0,0,0,0,0,10.974358974359,5.4,-80.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.015873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38.3859649122807,0,104.699607843137,0,0,30.5023228803717,0,0,0,0,0,0,10.0222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6613526570048,53.8235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.1363636363636,0,0,23.5151515151515,0,0,0,0,0,0,0,0,0,0,15.065873015873,0,0,0,0,0,0,0,0,18.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9423897581792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1346153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0
0,0,9.99436090225564,0,63.2857977790766,13.1161103047896,0,0,0,0,0,0,0,0,0,0,0,0,3.18181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9630681818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6633064516129,0,0,0,0,0,0,0,0,7.21483942414175,69.4888888888889,0,0,0,0,0,0,0,1.7956862745098,14.05,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3392857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21.1269956458636,0,13.1161103047896,78.176430976431,0,0,0,0,0,0,0,0,0,0,0,0,7.7552790346908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781609195402299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01538461538462,0,0,0,0,0,0,0,0,5.47682926829268,20.280303030303,0,0,0,0,0,0,0,15.9870490286772,0.1,-33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06593406593407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8608870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16.8141025641026,0,30.5023228803717,0,0,85.9889184397163,0,0,0,0,0,0,11.473044397463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805496828752643,9.58571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.1,0,0,11.9117647058824,0,0,0,0,0,0,0,0,0,0,-1.83033033033033,0,0,0,0,0,0,0,0,-7.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9268907563025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.7692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0
0,0,0,0,0,0,0,99.5441621294616,30.183137254902,0,0,0,0,0,0,14.2989898989899,0,3.40163265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9263565891473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2854122621564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84863945578231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25714285714286,0,0,0,0,0,0,0,0,0,0,0,-13.863768115942,0,0,0,0,0,0,0,0,0.306878306878307,0,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0747126436782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8268398268398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,30.183137254902,79.0348330914369,0,0,0,0,0,0,16.0267857142857,0,19.2006802721088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79658605974395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2480620155039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96068660022148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1558441558442,0,0,0,0,0,0,0,0,0,0,0,13.387865497076,0,0,0,0,0,0,0,0,7.27833333333333,0,4.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4100529100529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.8272058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.7046370967742,0,0,0,0,0,0,0,0,105.971479500891,0,0,0,0,0,0,36.9435483870968,0,0,0,0,32.5681818181818,0,0,0,0,0,0,0,0,29.7353846153846,0,0,0,0,0,0,0,0,0,0,14.0141129032258,0,7.52093596059113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.74507389162562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18379446640316,0,0,0,0,0,0,0,0,0,0,-9.85238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.86363636363636,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
