"Paul Goldschmidt_Ari","Wil Myers_SD","Nelson Cruz_Sea","Robinson Cano_Sea","Jean Segura_Sea","Kyle Seager_Sea","AJ Pollock_Ari","Jake Lamb_Ari","Khris Davis_Oak","Yasmany Tomas_Ari","Ryan Schimpf_SD","Rajai Davis_Oak","Yangervis Solarte_SD","David Peralta_Ari","Mitch Haniger_Sea","Manuel Margot_SD","Trevor Plouffe_Oak","Brandon Drury_Ari","Chris Owings_Ari","Alex Dickerson_SD","Hunter Renfroe_SD","Danny Valencia_Sea","Ryon Healy_Oak","Marcus Semien_Oak","Cory Spangenberg_SD","Taylor Motter_Sea","Leonys Martin_Sea","Jeremy Hazelbaker_Ari","Stephen Vogt_Oak","Chris Herrmann_Ari","Travis Jankowski_SD","Jarrod Dyson_Sea","Socrates Brito_Ari","Josh Phegley_Oak","Mike Zunino_Sea","Mark Canha_Oak","Ben Gamel_Sea","Yonder Alonso_Oak","Christian Bethancourt_SD","Austin Hedges_SD","Jed Lowrie_Oak","Guillermo Heredia_Sea","Erick Aybar_SD","Shawn O'Malley_Sea","Jake Smolinski_Oak","Chris Iannetta_Ari","Luis Sardinas_SD","Allen Cordoba_SD","Carlos Ruiz_Sea","Daniel Descalso_Ari","Jabari Blash_SD","Matt Joyce_Oak","Hector Sanchez_SD","Nick Ahmed_Ari","Adam Rosales_Oak","Chad Pinder_Oak","Mike Freeman_Sea","Jeff Mathis_Ari","Bruce Maxwell_Oak","Jaff Decker_Oak","Luis Torrens_SD"
38.1428571428571,0,0,0,0,0,5.43589743589744,19.9285714285714,0,5.72727272727273,0,0,0,20.1282051282051,0,0,0,22.3397435897436,-2.07575757575758,0,0,0,0,0,0,0,0,26,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,5.16666666666667,0,0,0,13.5,0,0,0,3,0,0,0
0,81.6923076923077,0,0,0,0,0,0,0,0,0.954545454545455,0,10.5192307692308,0,0,13.1818181818182,0,0,0,0,30.6858974358974,0,0,0,0,0,0,0,0,0,-13.3777777777778,0,0,0,0,0,0,0,0,-2.56363636363636,0,0,-14.8444444444444,0,0,0,21,-0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,30.989010989011,13.6593406593407,-9.73333333333333,11.8021978021978,0,0,0,0,0,0,0,0,0.604395604395604,0,0,0,0,0,0,-0.931818181818182,0,0,0,-9.10714285714286,20.0727272727273,0,0,0,0,14.8910256410256,0,0,0.444444444444444,0,0,0,0,0,0,21.75,0,0,0,0,0,0,-4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13.6593406593407,36.8626373626374,-22.8666666666667,5.44505494505495,0,0,0,0,0,0,0,0,-2.95604395604396,0,0,0,0,0,0,-2.72727272727273,0,0,0,17.4285714285714,6.38181818181818,0,0,0,0,14.4615384615385,0,0,0.688888888888889,0,0,0,0,0,0,3.5,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-9.73333333333333,-22.8666666666667,59.4666666666667,0.933333333333333,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,0,-12.2666666666667,0,0,0,0,12,0,0,0,0,-2.33333333333333,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11.8021978021978,5.44505494505495,0.933333333333333,24.4010989010989,0,0,0,0,0,0,0,0,22.956043956044,0,0,0,0,0,0,3.13636363636364,0,0,0,-10.0714285714286,1.09090909090909,0,0,0,0,5.12820512820513,0,0,14.0888888888889,0,0,0,0,0,0,30.25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5.43589743589744,0,0,0,0,0,56.2564102564103,-11.7348484848485,0,-13.3090909090909,0,0,0,13.5,0,0,0,0.545454545454545,10.4272727272727,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,3,0,0,0,2.16666666666667,0,0,0,27.5,0,0,0
19.9285714285714,0,0,0,0,0,-11.7348484848485,54.0274725274725,0,-13.4727272727273,0,0,0,31.4871794871795,0,0,0,5.28030303030303,-21.4909090909091,0,0,0,0,0,0,0,0,26,0,53.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,0,0,0,-7.83333333333333,0,0,0,-4.08333333333333,0,0,0,-32,0,0,0
0,0,0,0,0,0,0,0,67.5378787878788,0,0,-10.0777777777778,0,0,0,0,28.3636363636364,0,0,0,0,0,-13.3777777777778,-2.60714285714286,0,0,0,0,15.5333333333333,0,0,0,0,49.5,0,10.5,0,33.9777777777778,0,0,-15.2818181818182,0,0,0,0,0,0,0,0,0,0,18.4027777777778,0,0,-26.4666666666667,0,0,0,0,-42,0
5.72727272727273,0,0,0,0,0,-13.3090909090909,-13.4727272727273,0,68.0833333333333,0,0,0,10.4,0,0,0,23.2636363636364,-6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0
