"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","David Price","Ben Lively","Mike Zunino","Logan Morrison","DJ LeMahieu","Evan Longoria","Tim Beckham","Bryce Harper","Corey Dickerson","Steven Souza"
"2","Derek Holland","Ben Lively","Gary Sanchez","Matt Holliday","Starlin Castro","Kyle Seager","Trea Turner","Bryce Harper","Aaron Judge","Aaron Hicks"
"3","David Price","Tyler Chatwood","Matt Wieters","Adam Lind","Wilmer Difo","Rio Ruiz","Trea Turner","Bryce Harper","Ender Inciarte","Adam Frazier"
"4","David Price","Ben Lively","Matt Wieters","Adam Lind","Whit Merrifield","Stephen Drew","Carlos Correa","George Springer","Bryce Harper","Michael Taylor"
"5","Gerrit Cole","RA Dickey","Mike Zunino","Danny Valencia","Robinson Cano","Kyle Seager","Trea Turner","Bryce Harper","Ender Inciarte","Jarrod Dyson"
"6","Jon Lester","David Price","Mike Zunino","Logan Morrison","Taylor Motter","Kyle Seager","Tim Anderson","Bryce Harper","Jarrod Dyson","Boog Powell"
"7","David Price","Gerrit Cole","Christian Vazquez","Logan Morrison","Yolmer Sanchez","Pablo Sandoval","Xander Bogaerts","Bryce Harper","Andrew Benintendi","Mookie Betts"
"8","Tyler Chatwood","Ben Lively","Brian McCann","Logan Morrison","Jose Altuve","Kyle Seager","Carlos Correa","George Springer","Bryce Harper","Josh Reddick"
"9","Michael Pineda","Tyler Chatwood","Gary Sanchez","Chris Carter","DJ LeMahieu","Chase Headley","Didi Gregorius","Bryce Harper","Ender Inciarte","Brett Gardner"
"10","Jon Lester","Tyler Chatwood","Mike Zunino","Logan Morrison","Daniel Robertson","Evan Longoria","Tim Beckham","Bryce Harper","Ender Inciarte","Kevin Kiermaier"
"11","Jon Lester","Ben Lively","Mike Zunino","Danny Valencia","Robinson Cano","Kyle Seager","Jordy Mercer","Aaron Judge","Andrew McCutchen","Jarrod Dyson"
"12","Jon Lester","David Price","Tyler Flowers","Matt Adams","Javier Baez","Rio Ruiz","Dansby Swanson","Matt Kemp","Christian Yelich","Adam Frazier"
"13","Michael Pineda","Gerrit Cole","Caleb Joseph","Logan Morrison","Robinson Cano","Evan Longoria","Tim Beckham","Corey Dickerson","Andrew McCutchen","Steven Souza"
"14","David Price","Michael Pineda","JT Realmuto","Logan Morrison","Taylor Motter","Evan Longoria","Tim Anderson","Corey Dickerson","Steven Souza","Peter Bourjos"
"15","David Price","Michael Pineda","Kevan Smith","Logan Morrison","Yolmer Sanchez","Todd Frazier","Tim Anderson","Bryce Harper","Ender Inciarte","Avisail Garcia"
"16","Joe Ross","Derek Holland","Willson Contreras","Anthony Rizzo","Ben Zobrist","Kris Bryant","Trea Turner","Bryce Harper","Ender Inciarte","Jason Heyward"
